baboon_ID	human_ID	orthotype	OMAgroup
ENSPANG00000017327	EAX10052	1:1	675937
ENSPANG00000008067	AAG23355	1:1	835096
ENSPANG00000017999	AAA16954	1:1	549763
ENSPANG00000024393	AAH30196	1:1	555141
ENSPANG00000000815	AAH40074	1:1	829138
ENSPANG00000018764	AAH10850	1:1	822705
ENSPANG00000009862	ENSG00000164828.17	1:1	792291
ENSPANG00000010488	AAD27729	1:1	766635
ENSPANG00000021960	AAD11414	1:1	495449
ENSPANG00000015860	AAH25761	1:1	818973
ENSPANG00000026154	AAH06224	1:1	553611
ENSPANG00000006327	AAH14241	1:1	259965
ENSPANG00000024982	AAB02736	1:1	782150
ENSPANG00000025995	ENSG00000178381.11	1:1	650501
ENSPANG00000000519	AAH37988	1:1	551754
ENSPANG00000009859	AAH13367	1:1	772780
ENSPANG00000008066	AAC14426	1:1	790175
ENSPANG00000024965	AAH26694	1:1	801687
ENSPANG00000026310	AAH04308	1:1	809043
ENSPANG00000005921	ENSG00000225968.7	1:1	266907
ENSPANG00000025002	AAC52059	1:1	547559
ENSPANG00000020444	AAF22488	1:1	546821
ENSPANG00000007402	EAW87228	1:1	746346
ENSPANG00000018519	AAD27831	1:1	808968
ENSPANG00000014557	AAB42010	1:1	865408
ENSPANG00000023593	AAF81692	1:1	724608
ENSPANG00000009858	EAL23956	1:1	719427
ENSPANG00000014556	AAC51360	1:1	
ENSPANG00000026309	AAI31825	1:1	740999
ENSPANG00000005016	EAW87263	1:1	550538
ENSPANG00000020270	AAH07209	1:1	774056
ENSPANG00000007250	AAI46754	1:1	774797
ENSPANG00000016567	AAA35867	1:1	498835
ENSPANG00000024771	AAG53402	1:1	773310
ENSPANG00000019580	ENSG00000164916.10	1:1	797937
ENSPANG00000000258	AAH08841	1:1	789062
ENSPANG00000019579	AAH04919	1:1	843157
ENSPANG00000015670	AAH37881	1:1	836305
ENSPANG00000015671	AAF43389	1:1	555582
ENSPANG00000007249	AAF36723	1:1	665878
ENSPANG00000009103	AAA62201	1:1	829653
ABG77276.1	AAA51579	n:m	784102
ABG77276.1	AAA51567	n:m	
ENSPANG00000018934	EAW87338	1:1	811330
ENSPANG00000018936	ENSG00000182095.14	1:1	553862
ENSPANG00000000676	AAH25325	1:1	712029
ENSPANG00000017642	AAD34045	n:1	
ENSPANG00000000532	ENSG00000106346.11	1:1	781605
ENSPANG00000015584	AAH28717	1:1	813435
ENSPANG00000010758	AAA36537	1:1	522097
ENSPANG00000016791	AAH27603	1:1	515894
ENSPANG00000003379	AAC04268	1:1	840688
ENSPANG00000003350	EAW70730	n:1	726682
ENSPANG00000018696	AAH08081	1:1	776675
ENSPANG00000018761	EAL23724	1:1	
ENSPANG00000015737	AAF86867	1:1	514627
ENSPANG00000022201	AAH01076	1:1	830428
ENSPANG00000015668	ENSG00000236609.3	1:1	553683
ENSPANG00000009015	ENSG00000205903.6	1:1	266579
ENSPANG00000021731	AAI37069	1:1	725329
ENSPANG00000018760	AAD34038	1:m	
ENSPANG00000018760	AAH10130	1:m	705772
ENSPANG00000009446	AAA02869	1:m	
ENSPANG00000009446	AAQ96880	1:m	281079
ENSPANG00000023289	AAN08717	1:1	266149
ENSPANG00000010823	AAI13395	1:1	751498
ENSPANG00000020539	AAH12529	1:1	303820
ENSPANG00000015667	AAD05167	1:1	532876
ENSPANG00000024563	AAD20937	1:1	551986
ENSPANG00000009445	AAA68980	1:1	703885
ENSPANG00000009013	AAH30793	1:1	765431
ENSPANG00000006931	AAC27675	1:1	530294
ENSPANG00000023126	AAC62434	1:1	739666
ENSPANG00000021499	ABW96272	1:1	515830
ENSPANG00000023245	AAB64189	1:1	549206
ENSPANG00000025132	AAB07135	1:1	548089
ENSPANG00000006779	AAA20008	1:1	657186
ENSPANG00000016730	ENSG00000248919.7	1:1	547981
ENSPANG00000023123	AAD00321	1:1	689208
ENSPANG00000009920	AAH89424	1:1	738397
ENSPANG00000009919	AAH17051	1:1	792265
ENSPANG00000000548	AAF24219	1:1	772156
ENSPANG00000018803	AAH40214	1:1	759514
ENSPANG00000018842	AAH00823	1:1	268267
ENSPANG00000023896	AAH69644	1:1	268099
ENSPANG00000023122	AAA02993	1:1	
ENSPANG00000008155	ENSG00000282301.1	1:1	
ENSPANG00000017641	AAA35742	1:1	819029
ENSPANG00000022197	AAG32291	1:1	819036
ENSPANG00000006101	AAG53477	1:1	712430
ENSPANG00000026070	AAH43381	1:1	304883
ENSPANG00000015855	AAA61311	1:1	787771
ENSPANG00000021727	AAC50264	1:1	774021
ENSPANG00000008154	AAD42866	1:1	555262
ENSPANG00000011255	AAG17231	1:1	556552
ENSPANG00000000596	AAH09398	1:1	780752
ENSPANG00000024389	AAD03469	1:1	862817
ENSPANG00000017639	ENSG00000221838.9	1:1	531856
ENSPANG00000021832	ENSG00000106290.14	1:1	709338
ENSPANG00000019549	AAH19903	1:1	818275
ENSPANG00000003446	AAH31288	1:1	662046
ENSPANG00000022230	AAH63401	1:1	855016
ENSPANG00000017637	AAH02749	1:1	790144
ENSPANG00000021649	AAH12976	1:1	740026
ENSPANG00000018038	AAH27972	1:1	829027
ENSPANG00000026305	EAW76571	1:1	853099
ENSPANG00000022229	AAH01129	1:1	306981
ENSPANG00000016728	AAD52965	1:1	693761
ENSPANG00000025452	AAD52964	1:1	725396
ENSPANG00000018037	AAH02725	1:1	719365
ENSPANG00000022874	AAF74767	1:1	788581
ENSPANG00000021926	AAH26269	1:1	742586
ENSPANG00000006196	AAC24113	1:1	497798
ENSPANG00000021927	AAA52400	1:1	308783
ENSPANG00000015135	ENSG00000146839.18	1:1	551926
ENSPANG00000015854	AAA20598	1:1	554238
ENSPANG00000007493	AAF88060	1:1	756818
ENSPANG00000020763	AAD17774	1:1	840658
ENSPANG00000013286	AAH67904	1:1	790415
ENSPANG00000010756	AAA68151	1:1	780864
ENSPANG00000021648	AAA60003	1:1	847685
ENSPANG00000018838	ENSG00000106367.13	1:1	839327
ENSPANG00000015602	AAD45830	1:1	794705
ENSPANG00000006305	AAI04842	1:1	817460
ENSPANG00000021830	AAC34808	1:1	531235
ENSPANG00000026302	AAB88578	1:1	689614
ENSPANG00000004771	BAG51627	1:1	817910
ENSPANG00000020761	AAD34130	1:1	764146
ENSPANG00000006304	AAH04522	1:1	816507
ENSPANG00000025449	AAI09255	1:1	809202
ENSPANG00000015089	AAH02778	1:1	551447
ENSPANG00000024962	EAW50232	1:1	848573
ENSPANG00000005836	AAH14298	1:1	
ENSPANG00000007614	AAG23755	1:1	829827
ENSPANG00000005015	AAH02820	1:1	526393
ENSPANG00000026301	AAH09436	1:1	775652
ENSPANG00000006303	ENSG00000170667.14	1:m	
ENSPANG00000006303	AAB97935	1:m	497669
ENSPANG00000005835	ENSG00000205236.6	1:m	
ENSPANG00000005835	ABY56115	1:m	780266
ENSPANG00000024387	AAH04304	1:1	675953
ENSPANG00000023063	AAH08856	1:1	657156
ENSPANG00000018607	AAA61336	1:1	809779
ENSPANG00000010486	AAH15651	1:1	552556
ENSPANG00000021645	AAD48408	1:1	499504
ENSPANG00000009241	AAA62175	1:1	727492
ENSPANG00000017997	AAC03787	1:1	847393
ENSPANG00000008065	AAD36983	1:1	836860
ENSPANG00000006929	EAW71788	1:1	671282
ENSPANG00000018606	ENSG00000127948.14	1:1	800882
ENSPANG00000007149	AAD45960	1:1	776915
ENSPANG00000022015	AAB51135	1:1	305454
ENSPANG00000021954	AAD15411	1:1	747778
ENSPANG00000013801	AAC33564	1:1	864190
ENSPANG00000006896	AAH01518	1:m	
ENSPANG00000006896	ENSG00000272391.5	1:m	556768
ENSPANG00000018605	AAH08084	1:1	684104
ENSPANG00000008677	AAI12153	1:1	268728
ENSPANG00000010879	AAC64249	1:1	548561
ENSPANG00000019358	AAC51174	1:1	641188
ENSPANG00000021193	AAC97879	1:1	813291
ENSPANG00000011064	AAH00956	1:1	823711
ENSPANG00000024030	AAD28083	1:1	843331
ENSPANG00000008676	AAD28084	1:1	551514
ENSPANG00000016875	AAH64621	1:1	553982
ENSPANG00000004597	AAH05056	1:1	767540
ENSPANG00000018077	AAG17249	1:1	824157
ENSPANG00000007492	AAA20940	1:1	795547
ENSPANG00000022554	AAG17214	1:1	547094
ENSPANG00000010305	AAC78277	1:1	788536
ENSPANG00000014833	AAH00671	1:1	788534
ENSPANG00000019356	AAH30295	1:1	
ENSPANG00000023243	AAH30643	1:1	758982
ENSPANG00000010878	ENSG00000106683.14	1:1	556086
ENSPANG00000007491	AAC04859	1:1	549674
ENSPANG00000018604	AAF29018	1:1	761630
ENSPANG00000011577	AAB09786	1:1	546968
ENSPANG00000007397	AAB96784	1:1	551376
ENSPANG00000010876	AAB48826	1:1	262741
ENSPANG00000020864	ENSG00000158517.13	1:1	553007
ENSPANG00000018076	ENSG00000196275.13	1:m	
ENSPANG00000018076	AAI36850	1:m	266634
ENSPANG00000004975	ENSG00000274523.4	1:1	548156
ENSPANG00000020732	AAI47031	1:1	835137
ENSPANG00000022191	AAH11643	1:1	551178
ENSPANG00000019543	AAH67524	1:1	302953
ENSPANG00000017545	AAG09620	1:1	769135
ENSPANG00000019053	AAH15591	1:1	782258
ENSPANG00000004078	AAD34092	1:1	861518
ENSPANG00000024959	AAF29043	n:1	
ENSPANG00000018836	AAH08675	1:1	816658
ENSPANG00000008673	AAH42482	1:1	777258
ENSPANG00000013800	AAC13552	1:1	684582
ENSPANG00000023118	AAC25992	1:1	796202
ENSPANG00000003349	ENSG00000266472.5	1:1	309864
ENSPANG00000019052	AAH27734	1:1	529673
ENSPANG00000018426	AAA52561	1:1	646198
ENSPANG00000022189	AAA58673	1:1	569881
ENSPANG00000024768	AAA36010	1:1	574783
ENSPANG00000017544	AAH63818	1:1	577400
ENSPANG00000018392	ENSG00000196247.11	1:1	609464
ENSPANG00000022526	AAH30700	1:1	567717
ENSPANG00000018390	BAG63256	1:1	577340
ENSPANG00000009100	ENSG00000223614.5	1:1	610102
ENSPANG00000005662	ENSG00000185290.3	1:1	731631
ENSPANG00000015178	AAD44477	n:1	
ENSPANG00000004972	AAH51327	1:1	547590
ENSPANG00000020728	ENSG00000129103.17	1:1	
ENSPANG00000024957	AAA58676	1:1	636216
ENSPANG00000022188	AAH63614	1:1	844672
ENSPANG00000018389	AAC29002	1:1	705904
ENSPANG00000009983	ENSG00000178665.14	1:1	269011
ENSPANG00000020727	BAC86412	1:1	839021
ENSPANG00000018835	AAH16650	1:1	801436
ENSPANG00000016955	AAH04887	1:1	514072
ENSPANG00000023117	AAA52370	1:1	852094
ENSPANG00000015177	AAC99401	1:1	793347
ENSPANG00000022185	AAH28404	1:1	824606
ENSPANG00000019108	AAH29275	1:1	772963
ENSPANG00000010329	AAA88819	1:1	843159
ENSPANG00000020090	AAA20894	1:1	824801
ENSPANG00000005244	AAB50683	1:1	552297
ENSPANG00000020442	EAL23902	1:1	805621
ENSPANG00000010328	AAH05223	1:1	774918
ENSPANG00000022524	AAI10858	1:1	807432
ENSPANG00000025166	AAB88293	1:1	
ENSPANG00000016095	ENSG00000179869.14	1:1	783199
ENSPANG00000018933	AAH01405	1:1	791983
ENSPANG00000000696	AAH26189	1:1	497899
ENSPANG00000009981	AAC95526	1:1	843985
ENSPANG00000010368	ENSG00000255526.6	1:m	
ENSPANG00000010368	AAI04201	1:m	754151
ENSPANG00000021643	AAH71791	1:1	550183
ENSPANG00000016470	AAA52541	1:1	823392
AAM23273.1	AAA52540	1:1	823393
ENSPANG00000002447	ENSG00000283247.1	1:1	704062
ENSPANG00000000194	AAA02907	1:1	
ENSPANG00000014132	ENSG00000122679.8	1:1	774005
ENSPANG00000004288	AAB69312	1:1	805741
ENSPANG00000000405	BAA20818	1:1	557377
ENSPANG00000000406	AAH04903	1:1	845787
ENSPANG00000000682	AAH15693	1:1	549726
ENSPANG00000008062	AAA35984	1:m	
ENSPANG00000008062	AAC31938	1:m	862324
ENSPANG00000007148	ENSG00000122515.14	1:1	553857
ENSPANG00000026232	ENSG00000105953.14	1:1	864282
ENSPANG00000008589	AAG21887	n:1	848301
ENSPANG00000015988	AAH52641	1:1	498653
ENSPANG00000002446	AAG36876	1:1	547019
ENSPANG00000006925	AAB16863	1:1	550024
ENSPANG00000023969	AAB81131	1:1	778467
ENSPANG00000021695	AAA51824	1:1	793274
ENSPANG00000022523	ENSG00000106631.8	1:1	548797
ENSPANG00000007078	ENSG00000106628.10	1:1	792405
ENSPANG00000002445	AAC25585	1:1	797852
ENSPANG00000023968	AAF26284	1:1	740343
ENSPANG00000014548	AAA60072	1:1	691238
ENSPANG00000019050	AAF13701	1:1	547632
ENSPANG00000008000	AAD31180	1:1	548328
ENSPANG00000023114	AAH18426	1:1	826071
ENSPANG00000015133	AAF29013	1:1	795672
ENSPANG00000007077	AAC35588	1:1	795237
ENSPANG00000014546	AAH56884	1:1	767649
ENSPANG00000022843	AAH23508	1:1	551890
ENSPANG00000022845	AAI51228	1:1	266121
ENSPANG00000023966	AAF28961	1:1	845777
ENSPANG00000007348	EAW94153	1:1	489590
ENSPANG00000014545	AAA52564	1:1	794703
ENSPANG00000000357	AAA35787	1:1	830950
ENSPANG00000003774	AAH26265	1:1	755684
ENSPANG00000022842	AAA58424	1:1	550488
ENSPANG00000022183	AAA36542	1:1	
ENSPANG00000001303	AAF86946	1:1	843981
ENSPANG00000007998	AAB49727	1:1	828703
ENSPANG00000003773	AAB47563	1:1	
ENSPANG00000013001	AAA21865	1:1	552663
ENSPANG00000022690	ENSG00000211697.4	n:m	
ENSPANG00000022690	ENSG00000211698.2	n:m	
ENSPANG00000022690	ENSG00000233306.2	n:m	
ENSPANG00000022690	ENSG00000211701.2	n:m	712470
ENSPANG00000001236	ENSG00000211697.4	n:m	
ENSPANG00000001236	ENSG00000211698.2	n:m	712471
ENSPANG00000001236	ENSG00000233306.2	n:m	
ENSPANG00000001236	ENSG00000211701.2	n:m	
ENSPANG00000001237	CAA30181	1:1	703995
ENSPANG00000013675	ENSG00000211694.2	1:1	703996
ENSPANG00000006147	ENSG00000227191.8	1:m	
ENSPANG00000006147	ENSG00000211689.7	1:m	
ENSPANG00000016262	AAH03074	1:1	795891
ENSPANG00000006302	AAH00686	1:1	712125
ENSPANG00000007997	AAC04617	1:1	744913
ENSPANG00000023288	AAF20909	1:1	794160
ENSPANG00000013466	AAI20952	1:1	271675
ENSPANG00000022520	AAH03051	1:1	795201
ENSPANG00000014130	ENSG00000136250.11	1:1	840656
ENSPANG00000006301	AAF75796	1:1	783147
ENSPANG00000000844	AAH28678	1:1	812557
ENSPANG00000000845	AAH65518	1:1	807323
ENSPANG00000014129	ENSG00000122545.18	1:1	839012
ENSPANG00000023287	AAH05091	1:1	848587
ENSPANG00000000754	AAH32300	n:1	516476
ENSPANG00000007074	AAD21787	1:1	815842
ENSPANG00000006300	AAH31225	n:1	
ENSPANG00000021599	ENSG00000173852.14	1:1	
ENSPANG00000010452	AAI32694	1:1	845626
ENSPANG00000019774	AAH60868	1:1	267171
ENSPANG00000019777	AAB46606	1:1	857871
ENSPANG00000020440	AAH25928	1:1	553261
ENSPANG00000006299	AAF36153	1:1	845767
ENSPANG00000015699	AAC78853	1:1	550662
ENSPANG00000017322	AAD34068	1:1	555057
ENSPANG00000009711	AAH31225	n:1	719030
ENSPANG00000019773	BAA13435	1:1	709246
ENSPANG00000023668	ENSG00000154678.16	1:1	792112
ENSPANG00000019772	AAD12588	1:1	809216
ENSPANG00000006257	AAI32720	1:1	795297
ENSPANG00000000646	ENSG00000078549.14	1:1	
ABD16239.1	AAA35890	1:1	657472
ENSPANG00000025915	AAA58425	1:1	799148
ENSPANG00000017321	AAH98569	1:1	529678
ENSPANG00000023384	AAD04723	1:1	774503
ENSPANG00000026231	AAA57001	1:1	866126
ENSPANG00000019769	AAH00625	1:1	845413
ENSPANG00000010449	AAD28350	1:1	266646
ENSPANG00000015176	AAM88868	1:1	773002
ENSPANG00000006298	AAL14866	1:1	776917
ENSPANG00000008058	ENSG00000106086.18	1:1	804345
ENSPANG00000010448	AAH05206	1:1	750356
ENSPANG00000006256	AAH40492	1:1	771681
ENSPANG00000015023	ENSG00000122574.10	1:1	551172
ENSPANG00000023717	AAA16836	1:1	734482
ENSPANG00000006146	AAG14348	1:1	718676
ENSPANG00000025914	AAA52072	1:1	851364
ENSPANG00000006254	AAH42441	1:1	
ENSPANG00000025183	ENSG00000106052.13	1:1	550822
ENSPANG00000007147	AAH32324	1:1	853365
ENSPANG00000010753	AAB07598	1:1	757758
ABX52207.1	AAB94761	1:1	809056
ENSPANG00000025913	AAB40867	1:1	796342
ENSPANG00000020086	AAB94604	1:1	753279
ENSPANG00000013799	AAH69497	1:1	274642
ABX52203.1	AAA58663	1:1	764305
ABX52202.1	AAA53290	1:1	
ENSPANG00000025912	AAH15180	1:1	269137
ABX52200.1	AAI30572	1:1	810387
ABX52199.1	ENSG00000105991.7	1:1	795928
ENSPANG00000006185	AAC39924	1:1	852361
ENSPANG00000006089	ENSG00000086300.15	1:1	807696
ENSPANG00000021598	AAA36574	1:1	
ENSPANG00000013687	AAF61404	1:1	267490
ENSPANG00000008672	ENSG00000105954.2	1:1	807902
ENSPANG00000006184	AAH15397	1:1	824977
ENSPANG00000019047	AAB83939	1:1	497416
ENSPANG00000008671	AAB83938	1:1	835293
ENSPANG00000014542	AAD45919	1:1	794786
ENSPANG00000021597	AAA59944	1:1	830474
ENSPANG00000024764	AAH59374	1:1	796992
ENSPANG00000006253	AAH26000	1:1	665389
ENSPANG00000025909	AAH12427	1:1	798187
ABX52190.1	AAC50658	1:1	549126
ENSPANG00000020534	AAC35208	1:1	549185
ENSPANG00000016790	AAH12331	1:1	841005
ENSPANG00000011493	AAH06316	n:1	
ENSPANG00000005682	ENSG00000136243.16	1:1	552125
ENSPANG00000025374	AAF27196	1:1	267852
ENSPANG00000022515	AAH18710	1:1	758906
ENSPANG00000000700	AAA52728	1:1	818314
ENSPANG00000000701	ENSG00000136237.18	1:1	844705
ENSPANG00000012840	AAH09352	1:1	829216
ENSPANG00000006251	AAI09301	1:1	548508
ENSPANG00000023061	AAO38028	1:1	550343
ENSPANG00000006887	AAA36034	1:1	775855
ENSPANG00000006404	AAI37091	1:1	764812
ENSPANG00000021595	ENSG00000173452.13	1:1	781671
ENSPANG00000015736	AAH14574	1:1	515952
ENSPANG00000010936	AAH69147	1:1	805740
ENSPANG00000022056	AAF04254	1:1	842534
ENSPANG00000015919	ENSG00000229937.5	1:1	849690
ENSPANG00000004971	EAW93693	1:1	795179
ENSPANG00000002444	AAA16210	1:1	266826
ENSPANG00000013000	AAH58284	1:1	649377
ENSPANG00000025447	ENSG00000106541.11	1:1	649376
ENSPANG00000021496	AAD17294	1:1	
ENSPANG00000025373	AAD39844	1:1	798096
ENSPANG00000024070	AAH15453	1:1	828931
ENSPANG00000015803	ENSG00000205858.9	1:1	552836
ENSPANG00000008147	AAH08484	1:1	812153
ENSPANG00000015088	EAL24288	1:1	792289
ENSPANG00000025372	AAA58497	1:1	
ENSPANG00000004769	AAI08677	1:1	648221
ENSPANG00000021188	AAC25525	1:1	518123
ENSPANG00000022053	ENSG00000006468.13	1:1	268577
ENSPANG00000023059	AAD15423	1:1	548134
ENSPANG00000004062	AAI01323	n:m	
ENSPANG00000004062	AAI46819	n:m	267444
ENSPANG00000004062	AAI01324	n:m	
ENSPANG00000004062	AAN77609	n:m	
ENSPANG00000004062	ENSG00000244693.1	n:m	
ENSPANG00000006249	AAI44320	1:1	
ENSPANG00000020862	AAH33901	1:1	761039
ENSPANG00000006922	BAA76804	1:1	548473
ENSPANG00000007146	ENSG00000106443.15	1:1	761579
ENSPANG00000010257	AAH47505	1:1	260746
ENSPANG00000012997	AAA02564	1:1	830344
ENSPANG00000005680	AAH11254	1:1	811334
ENSPANG00000004767	BAG58242	1:1	813031
ENSPANG00000022010	AAC31788	1:1	840726
ENSPANG00000022688	AAI36893	1:1	552235
ENSPANG00000003401	AAF81981	1:1	795239
ENSPANG00000020860	AAA36781	1:1	785723
ENSPANG00000005012	AAA60159	1:1	835358
ENSPANG00000004831	AAH28596	n:1	
ENSPANG00000006297	AAF86869	1:1	749783
ENSPANG00000024068	AAC17833	1:1	787924
ENSPANG00000006248	AAA91179	1:1	738284
ENSPANG00000000583	AAB67049	1:1	864013
ENSPANG00000012325	AAB67047	1:1	685503
ENSPANG00000005011	AAB67048	1:1	797168
ENSPANG00000017487	AAB83943	1:1	766782
ENSPANG00000005678	EAW76763	1:1	742200
ENSPANG00000008433	AAC41996	1:1	742203
ENSPANG00000021008	AAA60142	1:1	742202
ENSPANG00000005010	AAC35294	1:1	828055
ENSPANG00000008432	BAH11950	1:1	844214
ENSPANG00000005677	AAB69978	1:1	671440
ENSPANG00000007613	AAA51844	1:1	549597
ENSPANG00000009010	ENSG00000105829.11	1:1	797383
ENSPANG00000006523	AAC50206	1:1	807626
ENSPANG00000016172	AAB26896	1:1	807623
ENSPANG00000007611	AAA20094	1:1	799077
ENSPANG00000015889	ENSG00000004948.13	1:1	657302
ENSPANG00000009009	AAH17888	1:1	671245
ENSPANG00000021693	AAI36301	1:1	818228
ENSPANG00000018695	AAH29108	1:1	767564
ENSPANG00000011875	AAH65769	1:1	265284
ENSPANG00000016091	AAH52264	1:1	548564
ENSPANG00000016469	AAH33561	1:1	790211
ENSPANG00000021187	AAB46346	1:1	848797
ENSPANG00000006522	AAB46345	1:1	849830
ENSPANG00000017286	AAH63861	1:1	306972
ENSPANG00000024548	AAB58582	1:1	828136
ENSPANG00000024550	AAH26112	1:1	552400
ENSPANG00000010214	ENSG00000001630.15	1:1	818956
ENSPANG00000000841	ENSG00000127914.16	1:1	551974
ENSPANG00000007445	AAB83941	1:1	307141
ENSPANG00000009007	AAG00517	n:1	
ENSPANG00000002491	AAD41636	1:1	641166
ABY63621.1	AAF19245	1:1	549265
ABY63620.1	AAH36754	1:1	841766
ABY63619.1	AAD15550	1:1	866098
ENSPANG00000021692	ENSG00000283267.1	1:1	306956
ENSPANG00000021186	AAH36351	1:1	812788
ABY63617.1	AAG32148	1:1	760006
ENSPANG00000017782	AAA58350	1:1	775594
ABY63616.1	AAD15620	1:1	310157
ENSPANG00000017284	AAI40827	1:1	755613
ENSPANG00000018671	AAH28365	1:1	807158
ENSPANG00000021691	AAH20600	1:1	760004
ENSPANG00000010213	AAA60588	1:1	549204
ENSPANG00000011718	AAD55251	1:1	609400
ENSPANG00000024063	AAD41911	1:1	303821
ENSPANG00000025953	AAF17225	1:1	498000
ENSPANG00000020857	AAH22520	1:1	830658
ENSPANG00000017765	AAA59575	1:1	548777
ENSPANG00000017283	AAD41654	1:1	775317
ENSPANG00000011083	AAC33480	1:1	267095
ENSPANG00000006018	AAI17310	1:1	823568
ENSPANG00000020316	AAC60379	1:1	641439
ENSPANG00000010212	AAH29590	1:1	266997
ENSPANG00000010326	AAA65938	1:1	837129
ENSPANG00000007247	AAP49529	1:m	
ENSPANG00000007247	AFP90872	1:m	739928
ENSPANG00000014231	AAC69513	1:1	800848
ENSPANG00000011058	AAA51903	1:1	810120
ENSPANG00000016786	AAA35980	1:1	769853
ENSPANG00000018074	AAH30690	1:1	837131
ENSPANG00000024545	AAA16068	1:1	749624
ENSPANG00000000495	AAI47017	1:1	498843
ENSPANG00000018196	AAA35893	1:1	498836
ENSPANG00000014539	AAC05370	1:1	822850
ENSPANG00000008428	AAH22419	1:1	851155
ENSPANG00000022872	AAG44667	1:1	259378
ENSPANG00000024544	AAH46353	1:1	788596
ENSPANG00000000974	AAA36529	1:1	805735
ENSPANG00000009852	AAI01500	1:1	838769
ENSPANG00000020437	AAH36053	1:1	548128
ENSPANG00000019822	AAD10825	1:1	739918
ENSPANG00000007609	AAH29175	1:1	846750
ENSPANG00000018070	AAH20572	1:1	549632
ENSPANG00000005425	AAB41565	1:1	798778
ENSPANG00000000473	AAH03586	1:1	839533
ENSPANG00000006176	AAH71604	1:1	523596
ENSPANG00000011795	EAW83327	1:1	761733
ENSPANG00000019301	AAH00859	1:1	547348
ENSPANG00000015696	AAH14416	1:1	547013
ENSPANG00000021273	AAH02589	1:1	848761
ENSPANG00000012991	AAP43685	1:1	771373
ENSPANG00000009099	AAB46357	1:1	789063
ENSPANG00000007067	AAC51933	1:1	706095
ENSPANG00000005214	AAH01296	1:1	551578
ENSPANG00000026449	AAC05299	1:1	547475
ENSPANG00000014230	AAH05209	1:1	856644
ENSPANG00000019820	AAG42101	1:1	854511
ENSPANG00000021182	ENSG00000185055.10	1:1	659139
ENSPANG00000009777	AAH30616	1:1	266830
ENSPANG00000003400	AAI11697	1:1	753215
ENSPANG00000015695	AAB31344	1:1	829743
ENSPANG00000025368	AAA17884	1:1	678972
ENSPANG00000007066	AAG61115	1:1	515613
ENSPANG00000019819	AAA60099	1:1	667799
ENSPANG00000024385	AAC08317	1:1	306980
ENSPANG00000007065	AAB63816	1:1	542155
ENSPANG00000008426	AAB63815	1:1	791472
ENSPANG00000007111	AAD00100	1:1	856860
ENSPANG00000022687	AAC83971	1:1	853734
ENSPANG00000000830	AAB88773	1:1	771394
ENSPANG00000021270	AAH27460	1:1	742332
ENSPANG00000021181	AAA58443	1:1	771381
ENSPANG00000025127	AAA35759	1:1	510537
ENSPANG00000025367	EAW83423	1:1	836732
ENSPANG00000022685	AAC95123	1:1	835712
ENSPANG00000016022	AAC50765	1:1	850297
ENSPANG00000018692	AAD08847	1:1	841728
ENSPANG00000006063	AAH53634	1:1	743469
ENSPANG00000000547	AAD39845	1:1	
ENSPANG00000009269	AAH35133	1:1	556560
ENSPANG00000012693	AAF85941	1:1	671279
ENSPANG00000021877	AAC24562	1:1	817886
ENSPANG00000025365	AAH30804	1:1	836977
ENSPANG00000022368	AAI14616	1:1	835906
ENSPANG00000010934	AAF79956	1:1	794235
ENSPANG00000024562	EAL24371	1:1	262759
ENSPANG00000017583	AAB94596	1:1	266380
ENSPANG00000024715	AAB91439	1:1	835282
ENSPANG00000015175	ENSG00000135272.9	1:1	793719
ENSPANG00000022367	AAH29891	1:1	829581
ENSPANG00000008934	AAG17612	1:1	549156
ENSPANG00000017582	AAB88492	1:1	519358
AAR16220.1	AAD23745	1:1	519357
ENSPANG00000024383	AAA59590	1:1	553986
AAR16222.1	AAA88848	1:1	723030
ENSPANG00000020407	AAF85945	1:1	849992
AAR16225.1	AAB67043	1:1	843688
AAL68818.1	AAI26187	1:1	548695
ENSPANG00000015987	AAA35680	1:1	553495
ENSPANG00000007108	AAC04501	1:1	796777
ENSPANG00000016259	ENSG00000106013.14	1:1	553223
ENSPANG00000007107	AAD17317	1:1	797244
ENSPANG00000018195	AAF28979	1:1	548430
ENSPANG00000016466	AAH30538	1:1	818478
ENSPANG00000025364	AAD38052	1:1	843679
ENSPANG00000006062	AAH24200	1:1	747580
ENSPANG00000019044	AAA60225	1:1	
ENSPANG00000015986	AAF03526	1:1	522079
ENSPANG00000013797	AAI27715	1:1	553678
ENSPANG00000007855	AAF43912	1:1	272284
ENSPANG00000016311	AAG60583	1:1	548399
ENSPANG00000011913	AAH26173	1:1	824595
ENSPANG00000005392	AAB02224	1:1	763430
ENSPANG00000000491	AAI00875	1:1	552266
ENSPANG00000000492	AAH17911	1:1	268184
ENSPANG00000012990	AAC98883	1:1	843257
ENSPANG00000011912	AAC60607	1:1	306989
ENSPANG00000014413	AAI57829	1:1	724539
ENSPANG00000019353	AAB70008	1:1	837029
ENSPANG00000020726	AAD08852	1:1	
ABX89288.1	AAG17274	1:1	747604
ENSPANG00000024025	AAH08902	1:1	548355
ABX89290.1	AAA90927	1:1	775038
ABX89291.1	AAF91439	1:1	303788
ENSPANG00000011997	AAA80488	1:1	
ENSPANG00000000836	AAG28019	1:1	549764
ENSPANG00000000989	AAA60470	1:1	778542
