mouse_ID	drosophila_ID	orthotype	OMAgroup
ENSMUSG00000070645.5	FBgn0033933	1:1	698880
ENSMUSG00000070644.13	FBgn0000536	n:1	
ENSMUSG00000090553.8	FBgn0261790	1:1	795836
ENSMUSG00000094410.7	FBgn0031874	1:1	531543
ENSMUSG00000026463.17	FBgn0259214	n:1	
ENSMUSG00000026450.14	FBgn0034580	n:m	760490
ENSMUSG00000026450.14	FBgn0022700	n:m	
ENSMUSG00000026450.14	FBgn0034582	n:m	
ENSMUSG00000026458.13	FBgn0046704	n:1	
ENSMUSG00000026457.14	FBgn0038984	n:1	771013
ENSMUSG00000042229.9	FBgn0032020	1:1	
ENSMUSG00000042207.17	FBgn0031759	n:1	
ENSMUSG00000026452.15	FBgn0004242	1:1	745738
ENSMUSG00000026426.10	FBgn0037551	n:1	
ENSMUSG00000062580.9	FBgn0020371	n:m	
ENSMUSG00000062580.9	FBgn0263977	n:m	
ENSMUSG00000041879.13	FBgn0037894	1:1	822966
ENSMUSG00000026418.16	FBgn0004028	n:1	
ENSMUSG00000026407.17	FBgn0001991	n:1	
ENSMUSG00000041570.14	FBgn0263197	n:1	
ENSMUSG00000056268.15	FBgn0027561	1:1	814642
ENSMUSG00000052726.15	FBgn0261698	n:1	643284
ENSMUSG00000026361.9	FBgn0037657	1:1	530932
ENSMUSG00000033849.3	FBgn0031986	1:1	
ENSMUSG00000018196.18	FBgn0034658	1:m	736126
ENSMUSG00000018196.18	FBgn0036820	1:m	
ENSMUSG00000018199.8	FBgn0029666	1:1	
ENSMUSG00000018189.12	FBgn0011327	1:1	813267
ENSMUSG00000006010.14	FBgn0036286	1:1	
ENSMUSG00000006005.17	FBgn0013756	1:1	547332
ENSMUSG00000026484.13	FBgn0003330	1:1	848484
ENSMUSG00000043019.12	FBgn0032480	1:1	526737
ENSMUSG00000032649.14	FBgn0051915	n:1	852067
ENSMUSG00000026482.13	FBgn0026376	n:1	731502
ENSMUSG00000008475.13	FBgn0031437	n:1	693030
ENSMUSG00000042699.11	FBgn0002774	1:1	846774
ENSMUSG00000026473.15	FBgn0001145	1:1	791560
ENSMUSG00000004110.16	FBgn0263111	n:1	
ENSMUSG00000026470.14	FBgn0037084	1:1	494703
ENSMUSG00000026469.14	FBgn0035649	1:m	
ENSMUSG00000026469.14	FBgn0030890	1:m	832324
ENSMUSG00000033701.13	FBgn0064116	1:1	547585
ENSMUSG00000033684.14	FBgn0033814	n:m	833465
ENSMUSG00000033684.14	FBgn0038919	n:m	
ENSMUSG00000078193.2	FBgn0029785	n:1	857555
ENSMUSG00000026600.12	FBgn0037612	n:1	747427
ENSMUSG00000101523.1	FBgn0264492	n:1	547072
ENSMUSG00000033557.17	FBgn0038268	1:1	
ENSMUSG00000026594.14	FBgn0034158	n:1	813187
ENSMUSG00000058267.13	FBgn0044030	1:1	862175
ENSMUSG00000014226.10	FBgn0029882	1:1	722939
ENSMUSG00000026721.15	FBgn0035879	n:1	
ENSMUSG00000026715.12	FBgn0051902	n:m	
ENSMUSG00000026715.12	FBgn0265137	n:m	
ENSMUSG00000026715.12	FBgn0033112	n:m	
ENSMUSG00000026715.12	FBgn0033113	n:m	
ENSMUSG00000026715.12	FBgn0028988	n:m	
ENSMUSG00000026715.12	FBgn0024294	n:m	
ENSMUSG00000026715.12	FBgn0028983	n:m	
ENSMUSG00000026705.16	FBgn0040230	1:1	549759
ENSMUSG00000026701.15	FBgn0031479	n:1	546930
ENSMUSG00000026698.8	FBgn0035435	1:1	753802
ENSMUSG00000040265.16	FBgn0003392	n:1	
ENSMUSG00000026694.19	FBgn0032873	1:1	753708
ENSMUSG00000040181.14	FBgn0033079	n:1	
ENSMUSG00000026585.13	FBgn0028421	1:1	830255
ENSMUSG00000026580.16	FBgn0001083	1:1	
ENSMUSG00000040918.12	FBgn0032449	n:m	814833
ENSMUSG00000040918.12	FBgn0037846	n:m	
ENSMUSG00000026575.15	FBgn0028997	1:1	865871
ENSMUSG00000026576.12	FBgn0015776	n:m	858471
ENSMUSG00000026576.12	FBgn0015777	n:m	
ENSMUSG00000026576.12	FBgn0032946	n:m	
ENSMUSG00000040848.11	FBgn0037009	n:1	
ENSMUSG00000040843.10	FBgn0031094	1:1	849999
ENSMUSG00000026568.6	FBgn0037715	1:1	803709
ENSMUSG00000040713.12	FBgn0025456	1:1	802370
ENSMUSG00000040629.8	FBgn0016034	1:1	822919
ENSMUSG00000026563.13	FBgn0051866	1:m	836298
ENSMUSG00000026563.13	FBgn0051865	1:m	
ENSMUSG00000051081.7	FBgn0033079	n:1	
ENSMUSG00000026558.13	FBgn0263398	n:1	
ENSMUSG00000052428.10	FBgn0032746	1:1	799468
ENSMUSG00000015843.10	FBgn0003964	n:1	
ENSMUSG00000052534.15	FBgn0000611	n:1	
ENSMUSG00000026674.9	FBgn0053531	n:1	551222
ENSMUSG00000026670.15	FBgn0259749	1:1	745551
ENSMUSG00000038473.14	FBgn0261555	1:1	
ENSMUSG00000058076.12	FBgn0037873	1:1	865277
ENSMUSG00000005674.9	FBgn0033074	n:m	
ENSMUSG00000005674.9	FBgn0016041	n:m	
ENSMUSG00000013593.12	FBgn0039909	1:1	809219
ENSMUSG00000062729.11	FBgn0020018	1:1	816809
ENSMUSG00000062963.10	FBgn0034061	1:1	862255
ENSMUSG00000006412.10	FBgn0010741	1:1	848621
ENSMUSG00000103711.1	FBgn0001228	n:m	641875
ENSMUSG00000103711.1	FBgn0038080	n:m	
ENSMUSG00000103711.1	FBgn0039145	n:m	
ENSMUSG00000060244.1	FBgn0010774	n:1	
ENSMUSG00000026556.15	FBgn0015838	n:1	
ENSMUSG00000051251.3	FBgn0053557	1:1	
ENSMUSG00000003458.12	FBgn0039234	1:1	839371
ENSMUSG00000026553.17	FBgn0025725	1:1	546997
ENSMUSG00000003464.13	FBgn0032407	1:1	497876
ENSMUSG00000007097.14	FBgn0002921	n:1	
ENSMUSG00000044708.5	FBgn0032706	n:1	
ENSMUSG00000050229.3	FBgn0034649	1:1	786171
ENSMUSG00000026547.15	FBgn0002789	n:m	
ENSMUSG00000026547.15	FBgn0035499	n:m	542526
ENSMUSG00000026526.14	FBgn0028336	1:1	856926
ENSMUSG00000039783.15	FBgn0000337	1:1	646738
ENSMUSG00000078185.3	FBgn0026378	n:1	
ENSMUSG00000078184.1	FBgn0033378	n:1	
ENSMUSG00000057335.11	FBgn0085427	1:1	
ENSMUSG00000019699.16	FBgn0010379	n:1	548287
ENSMUSG00000063659.11	FBgn0003870	n:1	548918
ENSMUSG00000015961.8	FBgn0027493	n:1	
ENSMUSG00000026502.13	FBgn0033551	1:1	495290
ENSMUSG00000026500.6	FBgn0002354	1:1	847575
ENSMUSG00000039630.10	FBgn0050122	1:1	749400
ENSMUSG00000026495.8	FBgn0034481	1:m	548659
ENSMUSG00000026495.8	FBgn0034592	1:m	
ENSMUSG00000055067.15	FBgn0011566	1:1	771968
ENSMUSG00000026492.11	FBgn0037778	1:1	843751
ENSMUSG00000038936.13	FBgn0037298	1:m	677133
ENSMUSG00000038936.13	FBgn0038038	1:m	
ENSMUSG00000026490.18	FBgn0023081	n:1	551318
ENSMUSG00000026489.13	FBgn0052649	n:1	
ENSMUSG00000010609.15	FBgn0019947	n:1	713321
ENSMUSG00000026496.11	FBgn0010247	1:1	493292
ENSMUSG00000058729.13	FBgn0004372	1:1	754723
ENSMUSG00000026499.5	FBgn0031061	1:1	804528
ENSMUSG00000060743.12	FBgn0014857	n:m	
ENSMUSG00000060743.12	FBgn0004828	n:m	497241
ENSMUSG00000026520.8	FBgn0038516	n:m	
ENSMUSG00000026520.8	FBgn0015781	n:m	
ENSMUSG00000026519.16	FBgn0033259	n:1	
ENSMUSG00000038776.13	FBgn0010053	1:m	678869
ENSMUSG00000038776.13	FBgn0034405	1:m	
ENSMUSG00000026516.8	FBgn0016983	1:1	848766
ENSMUSG00000062169.13	FBgn0243513	1:1	860023
ENSMUSG00000038733.13	FBgn0037094	1:1	547299
ENSMUSG00000026514.14	FBgn0000339	n:1	
ENSMUSG00000004880.11	FBgn0034657	1:1	703062
ENSMUSG00000022995.16	FBgn0000578	1:1	549967
ENSMUSG00000026511.7	FBgn0035827	1:1	685689
ENSMUSG00000026510.10	FBgn0034606	n:1	810777
ENSMUSG00000030768.12	FBgn0029088	1:1	842996
ENSMUSG00000026621.13	FBgn0033451	1:1	831970
ENSMUSG00000039318.12	FBgn0027505	1:1	790126
ENSMUSG00000026618.11	FBgn0036569	1:1	490197
ENSMUSG00000026617.16	FBgn0039698	1:1	853558
ENSMUSG00000026615.14	FBgn0005674	1:1	836951
ENSMUSG00000039246.8	FBgn0037842	1:1	833707
ENSMUSG00000001305.5	FBgn0038275	1:1	
ENSMUSG00000039224.1	FBgn0263231	n:1	
ENSMUSG00000026610.13	FBgn0035849	n:1	
ENSMUSG00000026608.12	FBgn0037758	1:1	818642
ENSMUSG00000037624.15	FBgn0262685	1:1	
ENSMUSG00000026604.17	FBgn0031799	n:1	850604
ENSMUSG00000066595.9	FBgn0033196	n:1	547327
ENSMUSG00000026626.11	FBgn0027492	1:1	674993
ENSMUSG00000037461.10	FBgn0036038	1:1	805942
ENSMUSG00000037434.7	FBgn0035432	1:1	810851
ENSMUSG00000058248.12	FBgn0000535	n:1	702797
ENSMUSG00000016181.9	FBgn0034933	1:1	855231
ENSMUSG00000026640.12	FBgn0025741	n:1	549815
ENSMUSG00000026643.16	FBgn0020392	n:1	
ENSMUSG00000026644.7	FBgn0035742	1:m	
ENSMUSG00000026644.7	FBgn0250836	1:m	854989
ENSMUSG00000039449.14	FBgn0027784	1:1	808196
ENSMUSG00000026662.13	FBgn0261270	n:1	
ENSMUSG00000026669.14	FBgn0032929	1:1	812018
ENSMUSG00000039145.16	FBgn0016126	n:1	
ENSMUSG00000025816.15	FBgn0086357	n:1	
ENSMUSG00000025815.13	FBgn0039827	1:1	864283
ENSMUSG00000043241.14	FBgn0029992	1:1	801747
ENSMUSG00000039063.5	FBgn0034191	1:1	547000
ENSMUSG00000002107.18	FBgn0000114	n:m	
ENSMUSG00000002107.18	FBgn0262475	n:m	
ENSMUSG00000025781.14	FBgn0020235	1:1	814774
ENSMUSG00000037262.7	FBgn0024887	1:1	861329
ENSMUSG00000026773.19	FBgn0027621	n:1	691229
ENSMUSG00000037197.11	FBgn0086683	1:1	
ENSMUSG00000026767.12	FBgn0030973	1:1	830074
ENSMUSG00000026730.12	FBgn0037683	1:1	839541
ENSMUSG00000026727.10	FBgn0028546	1:1	549680
ENSMUSG00000026726.10	FBgn0052702	1:1	265969
ENSMUSG00000026723.10	FBgn0028707	1:1	831046
ENSMUSG00000063275.15	FBgn0032394	n:1	831710
ENSMUSG00000057914.15	FBgn0259822	n:1	
ENSMUSG00000026707.15	FBgn0037200	1:1	791085
ENSMUSG00000017418.13	FBgn0035866	n:1	775028
ENSMUSG00000026748.13	FBgn0028331	1:1	
ENSMUSG00000053702.16	FBgn0063485	n:1	
ENSMUSG00000026740.12	FBgn0030990	1:1	830358
ENSMUSG00000026737.12	FBgn0039924	n:1	
ENSMUSG00000026679.3	FBgn0062517	1:1	818821
ENSMUSG00000026787.3	FBgn0004516	n:1	
ENSMUSG00000026784.14	FBgn0051005	1:1	858645
ENSMUSG00000058835.14	FBgn0020510	1:1	
ENSMUSG00000026779.6	FBgn0260399	1:1	831759
ENSMUSG00000026771.14	FBgn0264493	n:1	
ENSMUSG00000004113.18	FBgn0263111	n:1	788275
ENSMUSG00000026972.15	FBgn0037519	1:m	
ENSMUSG00000026972.15	FBgn0037853	1:m	
ENSMUSG00000026975.10	FBgn0029892	1:1	495432
ENSMUSG00000036833.16	FBgn0003656	1:1	
ENSMUSG00000013465.19	FBgn0027553	1:1	516327
ENSMUSG00000036752.4	FBgn0003889	n:1	
ENSMUSG00000006471.18	FBgn0035890	n:1	800887
ENSMUSG00000115074.1	FBgn0035890	n:1	
ENSMUSG00000078201.5	FBgn0066303	1:1	836974
ENSMUSG00000026965.12	FBgn0002791	1:1	665594
ENSMUSG00000026961.6	FBgn0034602	1:1	
ENSMUSG00000026959.13	FBgn0010399	1:1	770481
ENSMUSG00000036646.13	FBgn0039634	1:1	526731
ENSMUSG00000015093.15	FBgn0030529	n:1	
ENSMUSG00000015095.12	FBgn0031773	1:1	808271
ENSMUSG00000015092.9	FBgn0262732	1:1	764160
ENSMUSG00000036504.6	FBgn0001280	1:1	657225
ENSMUSG00000026939.12	FBgn0259991	1:1	839265
ENSMUSG00000058740.14	FBgn0261698	n:1	
ENSMUSG00000026933.17	FBgn0263197	n:1	853664
ENSMUSG00000036352.16	FBgn0028372	1:1	
ENSMUSG00000036327.18	FBgn0033814	n:m	
ENSMUSG00000036327.18	FBgn0038919	n:m	833464
ENSMUSG00000026930.15	FBgn0040080	n:1	
ENSMUSG00000026926.14	FBgn0033235	1:1	761732
ENSMUSG00000026923.15	FBgn0004647	n:1	549699
ENSMUSG00000015776.12	FBgn0040339	1:1	734903
ENSMUSG00000062647.16	FBgn0014026	n:1	497205
ENSMUSG00000015790.16	FBgn0029117	1:1	829086
ENSMUSG00000014867.9	FBgn0019925	1:1	851323
ENSMUSG00000015488.14	FBgn0261722	1:1	856134
ENSMUSG00000000889.8	FBgn0010329	1:1	738337
ENSMUSG00000009614.16	FBgn0034276	1:1	852571
ENSMUSG00000009621.18	FBgn0040068	n:1	844350
ENSMUSG00000026917.15	FBgn0040066	1:1	547331
ENSMUSG00000015846.14	FBgn0003964	n:1	730598
ENSMUSG00000035772.11	FBgn0031639	1:1	855447
ENSMUSG00000026821.15	FBgn0026376	n:1	
ENSMUSG00000026816.14	FBgn0086445	1:1	788511
ENSMUSG00000026812.16	FBgn0026317	1:1	844346
ENSMUSG00000026799.15	FBgn0037359	1:1	259248
ENSMUSG00000039826.13	FBgn0033060	1:1	860954
ENSMUSG00000026798.10	FBgn0052174	1:1	741997
ENSMUSG00000059316.2	FBgn0021953	n:m	
ENSMUSG00000059316.2	FBgn0265187	n:m	547773
ENSMUSG00000069020.9	FBgn0053276	1:1	801397
ENSMUSG00000039787.13	FBgn0051915	n:1	
ENSMUSG00000019715.14	FBgn0033316	1:1	725251
ENSMUSG00000057738.13	FBgn0250789	1:1	550808
ENSMUSG00000054766.13	FBgn0014879	1:1	813371
ENSMUSG00000039686.14	FBgn0043458	1:1	771002
ENSMUSG00000039678.12	FBgn0035916	1:1	547405
ENSMUSG00000015337.5	FBgn0033690	1:1	698434
ENSMUSG00000039660.16	FBgn0033473	1:1	854835
ENSMUSG00000079484.12	FBgn0037819	1:1	511086
ENSMUSG00000052533.14	FBgn0033766	1:1	790080
ENSMUSG00000026860.16	FBgn0034433	n:1	
ENSMUSG00000026858.18	FBgn0030037	1:1	807449
ENSMUSG00000026853.15	FBgn0037440	1:m	775314
ENSMUSG00000026853.15	FBgn0038486	1:m	
ENSMUSG00000039515.11	FBgn0016698	1:1	843106
ENSMUSG00000026857.9	FBgn0033457	1:1	833571
ENSMUSG00000026848.14	FBgn0025615	n:1	
ENSMUSG00000026849.18	FBgn0025615	n:1	828381
ENSMUSG00000026851.9	FBgn0035254	1:1	812093
ENSMUSG00000026854.16	FBgn0033916	n:1	
ENSMUSG00000075415.13	FBgn0035533	n:1	547503
ENSMUSG00000062661.6	FBgn0030897	1:m	
ENSMUSG00000062661.6	FBgn0083228	1:m	547129
ENSMUSG00000055632.18	FBgn0086906	1:1	
ENSMUSG00000076441.9	FBgn0026565	1:1	861480
ENSMUSG00000039356.15	FBgn0034879	1:1	834559
ENSMUSG00000026840.14	FBgn0267348	1:1	
ENSMUSG00000001855.15	FBgn0010660	1:1	548471
ENSMUSG00000051373.5	FBgn0051717	1:1	
ENSMUSG00000039254.16	FBgn0003292	1:1	547103
ENSMUSG00000002550.16	FBgn0263398	n:1	865052
ENSMUSG00000002546.16	FBgn0034697	1:1	548549
ENSMUSG00000026825.17	FBgn0003392	n:1	
ENSMUSG00000026820.5	FBgn0004465	1:1	839883
ENSMUSG00000026819.15	FBgn0052103	1:1	
ENSMUSG00000039157.12	FBgn0032938	n:1	
ENSMUSG00000026817.14	FBgn0022709	n:1	864441
ENSMUSG00000009566.12	FBgn0030407	1:1	
ENSMUSG00000009555.16	FBgn0019949	1:1	547599
ENSMUSG00000059013.12	FBgn0031762	n:1	852290
ENSMUSG00000009563.16	FBgn0025615	n:1	
ENSMUSG00000038987.8	FBgn0036962	1:1	
ENSMUSG00000026797.16	FBgn0004574	1:1	738124
ENSMUSG00000038900.17	FBgn0034968	n:1	866046
ENSMUSG00000026791.14	FBgn0050035	1:m	
ENSMUSG00000026791.14	FBgn0033644	1:m	
ENSMUSG00000038831.16	FBgn0034158	n:1	
ENSMUSG00000038718.15	FBgn0000611	n:1	841735
ENSMUSG00000038696.14	FBgn0033935	1:1	838836
ENSMUSG00000026867.18	FBgn0030286	1:1	826310
ENSMUSG00000026864.13	FBgn0001218	1:1	546975
ENSMUSG00000026869.12	FBgn0030457	1:1	844603
ENSMUSG00000057110.15	FBgn0037117	1:m	
ENSMUSG00000057110.15	FBgn0261004	1:m	
ENSMUSG00000026878.16	FBgn0015791	1:1	522101
ENSMUSG00000026879.14	FBgn0010225	n:1	547808
ENSMUSG00000026880.11	FBgn0030992	1:m	547087
ENSMUSG00000026880.11	FBgn0030993	1:m	
ENSMUSG00000026895.7	FBgn0035046	1:1	803884
ENSMUSG00000026889.12	FBgn0030571	1:1	548148
ENSMUSG00000026887.9	FBgn0035980	1:1	863291
ENSMUSG00000009030.14	FBgn0036519	1:1	803158
ENSMUSG00000066798.3	FBgn0037620	1:1	
ENSMUSG00000035437.15	FBgn0035879	n:1	849908
ENSMUSG00000026750.6	FBgn0023174	1:1	860127
ENSMUSG00000062997.6	FBgn0029785	n:1	
ENSMUSG00000026755.14	FBgn0031437	n:1	
ENSMUSG00000026754.16	FBgn0086757	1:1	547873
ENSMUSG00000035236.17	FBgn0035677	1:1	720788
ENSMUSG00000026753.5	FBgn0003139	1:1	547105
ENSMUSG00000036890.13	FBgn0030700	1:1	828748
ENSMUSG00000052155.5	FBgn0003169	n:1	
ENSMUSG00000026761.12	FBgn0023181	1:1	
ENSMUSG00000026764.15	FBgn0001308	n:1	
ENSMUSG00000036093.7	FBgn0035866	n:1	
ENSMUSG00000017412.15	FBgn0259822	n:1	738200
ENSMUSG00000036053.17	FBgn0267795	n:1	551557
ENSMUSG00000061136.14	FBgn0031492	n:1	547242
ENSMUSG00000060988.12	FBgn0031681	n:1	
ENSMUSG00000026827.12	FBgn0022160	1:1	852558
ENSMUSG00000026839.16	FBgn0034800	n:m	
ENSMUSG00000026839.16	FBgn0039464	n:m	791980
ENSMUSG00000026914.15	FBgn0028694	1:1	864405
ENSMUSG00000026904.17	FBgn0259111	n:1	
ENSMUSG00000035000.8	FBgn0259175	n:1	
ENSMUSG00000000392.17	FBgn0259175	n:1	763676
ENSMUSG00000061171.15	FBgn0033368	1:1	547219
ENSMUSG00000057182.14	FBgn0264255	n:1	
ENSMUSG00000064329.13	FBgn0264255	n:1	
ENSMUSG00000075316.11	FBgn0264255	n:1	
ENSMUSG00000034780.6	FBgn0050036	1:1	
ENSMUSG00000027030.15	FBgn0023083	n:1	548117
ENSMUSG00000027035.10	FBgn0040918	n:1	
ENSMUSG00000005232.11	FBgn0031463	n:1	
ENSMUSG00000063145.10	FBgn0037280	1:1	802381
ENSMUSG00000027088.10	FBgn0031048	n:1	671192
ENSMUSG00000051730.15	FBgn0036856	1:1	842427
ENSMUSG00000044308.17	FBgn0260970	1:1	774427
ENSMUSG00000075304.2	FBgn0001325	1:1	
ENSMUSG00000070880.10	FBgn0004516	n:1	824800
ENSMUSG00000027012.15	FBgn0067861	n:m	
ENSMUSG00000027012.15	FBgn0053497	n:m	
ENSMUSG00000027012.15	FBgn0052823	n:m	
ENSMUSG00000027012.15	FBgn0003654	n:m	685499
ENSMUSG00000027010.16	FBgn0028646	n:1	864012
ENSMUSG00000027018.11	FBgn0037376	1:1	811563
ENSMUSG00000041921.16	FBgn0032247	1:1	863502
ENSMUSG00000027111.15	FBgn0004456	n:1	
ENSMUSG00000006494.11	FBgn0017558	n:1	797165
ENSMUSG00000049044.16	FBgn0085421	1:1	844704
ENSMUSG00000027108.15	FBgn0030151	1:1	862542
ENSMUSG00000041777.11	FBgn0036827	1:1	
ENSMUSG00000041762.16	FBgn0036741	1:1	807737
ENSMUSG00000009207.15	FBgn0033309	1:1	665462
ENSMUSG00000027099.9	FBgn0036920	1:1	839872
ENSMUSG00000059005.13	FBgn0004237	n:m	
ENSMUSG00000059005.13	FBgn0001215	n:m	
ENSMUSG00000042410.15	FBgn0033983	1:1	844145
ENSMUSG00000075273.4	FBgn0032470	n:1	
ENSMUSG00000075272.4	FBgn0032470	n:1	
ENSMUSG00000075271.4	FBgn0032470	n:1	
ENSMUSG00000042369.8	FBgn0035526	1:1	549467
ENSMUSG00000027011.14	FBgn0015320	n:1	547737
ENSMUSG00000027009.18	FBgn0003328	1:m	
ENSMUSG00000027009.18	FBgn0034880	1:m	
ENSMUSG00000050114.7	FBgn0031479	n:1	
ENSMUSG00000027002.13	FBgn0011771	1:1	685705
ENSMUSG00000027001.10	FBgn0083992	1:1	709083
ENSMUSG00000026999.14	FBgn0030943	n:1	853964
ENSMUSG00000027091.14	FBgn0033317	1:1	850694
ENSMUSG00000059588.13	FBgn0052843	n:m	657286
ENSMUSG00000059588.13	FBgn0030437	n:m	
ENSMUSG00000034101.14	FBgn0260799	1:1	
ENSMUSG00000050043.16	FBgn0034455	1:1	675645
ENSMUSG00000027079.15	FBgn0033842	1:1	852861
ENSMUSG00000027076.10	FBgn0027360	1:1	711946
ENSMUSG00000027067.16	FBgn0010278	1:1	495134
ENSMUSG00000051329.13	FBgn0262647	1:1	817138
ENSMUSG00000040812.14	FBgn0265726	1:1	
ENSMUSG00000027282.17	FBgn0027786	n:1	
ENSMUSG00000005510.9	FBgn0266582	1:1	547170
ENSMUSG00000005506.16	FBgn0000114	n:m	
ENSMUSG00000005506.16	FBgn0262475	n:m	
ENSMUSG00000002104.11	FBgn0039911	1:1	548902
ENSMUSG00000002102.15	FBgn0028684	1:1	848758
ENSMUSG00000002105.15	FBgn0039714	1:1	789339
ENSMUSG00000040687.16	FBgn0030613	1:1	838844
ENSMUSG00000002103.15	FBgn0000032	n:1	
ENSMUSG00000027255.14	FBgn0037182	n:1	547311
ENSMUSG00000027253.15	FBgn0030706	1:1	550656
ENSMUSG00000040549.16	FBgn0027948	1:1	861237
ENSMUSG00000027247.16	FBgn0036257	n:1	734461
ENSMUSG00000027243.8	FBgn0262534	1:1	
ENSMUSG00000040479.11	FBgn0261549	n:1	
ENSMUSG00000027222.14	FBgn0037019	1:1	842719
ENSMUSG00000049922.8	FBgn0265351	1:1	778636
ENSMUSG00000027198.16	FBgn0029175	1:1	531255
ENSMUSG00000027195.10	FBgn0029975	1:1	508560
ENSMUSG00000027193.12	FBgn0027885	1:1	814657
ENSMUSG00000027164.8	FBgn0265464	1:1	716065
ENSMUSG00000010911.12	FBgn0030518	1:1	807808
ENSMUSG00000027187.10	FBgn0000261	1:1	710656
ENSMUSG00000032724.5	FBgn0264711	n:1	
ENSMUSG00000032698.15	FBgn0051624	1:m	
ENSMUSG00000032698.15	FBgn0051988	1:m	
ENSMUSG00000027176.8	FBgn0003559	1:1	531025
ENSMUSG00000027175.10	FBgn0029820	n:1	757618
ENSMUSG00000074997.3	FBgn0015379	n:1	
ENSMUSG00000027170.12	FBgn0033902	1:1	845671
ENSMUSG00000005973.6	FBgn0025682	n:1	
ENSMUSG00000027167.11	FBgn0031711	1:1	848734
ENSMUSG00000042670.5	FBgn0030669	1:1	837219
ENSMUSG00000027166.14	FBgn0037350	1:1	
ENSMUSG00000016386.15	FBgn0036028	n:1	
ENSMUSG00000057234.9	FBgn0037822	1:1	843044
ENSMUSG00000027162.7	FBgn0039269	n:1	830614
ENSMUSG00000041660.8	FBgn0033830	1:m	492681
ENSMUSG00000041660.8	FBgn0014903	1:m	
ENSMUSG00000041660.8	FBgn0030575	1:m	
ENSMUSG00000027133.3	FBgn0033548	1:1	864200
ENSMUSG00000027130.15	FBgn0261794	n:1	756789
ENSMUSG00000096764.1	FBgn0261794	n:1	
ENSMUSG00000027131.3	FBgn0037199	1:1	853786
ENSMUSG00000055943.5	FBgn0034066	1:1	497746
ENSMUSG00000057378.15	FBgn0011286	n:1	261712
ENSMUSG00000040383.16	FBgn0051368	1:1	515677
ENSMUSG00000027210.20	FBgn0001235	1:1	
ENSMUSG00000027351.14	FBgn0020767	n:1	
ENSMUSG00000027349.5	FBgn0039385	n:1	779508
ENSMUSG00000005102.13	FBgn0019990	1:1	865203
ENSMUSG00000009549.14	FBgn0038808	1:1	796417
ENSMUSG00000027332.11	FBgn0035911	1:1	832457
ENSMUSG00000027324.1	FBgn0032256	1:1	854565
ENSMUSG00000027323.10	FBgn0003479	1:1	858891
ENSMUSG00000034278.3	FBgn0037882	1:1	496795
ENSMUSG00000068580.11	FBgn0030694	1:1	843940
ENSMUSG00000034216.12	FBgn0000482	1:1	854071
ENSMUSG00000034154.15	FBgn0086613	1:1	547740
ENSMUSG00000014077.13	FBgn0037358	1:1	547461
ENSMUSG00000027304.9	FBgn0034722	1:1	547249
ENSMUSG00000034032.15	FBgn0052104	1:1	762109
ENSMUSG00000098789.7	FBgn0036366	1:1	764005
ENSMUSG00000027293.13	FBgn0016693	n:1	
ENSMUSG00000027291.15	FBgn0038593	1:1	742370
ENSMUSG00000027287.14	FBgn0011288	n:m	
ENSMUSG00000027287.14	FBgn0266720	n:m	719058
ENSMUSG00000027286.16	FBgn0029925	1:1	547489
ENSMUSG00000027284.16	FBgn0024510	1:1	843323
ENSMUSG00000027272.5	FBgn0030809	n:1	
ENSMUSG00000027259.15	FBgn0037661	1:1	813316
ENSMUSG00000027263.12	FBgn0026431	1:1	834251
ENSMUSG00000033526.16	FBgn0027279	n:1	
ENSMUSG00000074884.12	FBgn0038421	n:1	542636
ENSMUSG00000027245.11	FBgn0038196	1:1	
ENSMUSG00000048222.3	FBgn0035294	n:1	547313
ENSMUSG00000068479.5	FBgn0035294	n:1	
ENSMUSG00000027238.17	FBgn0032225	1:1	
ENSMUSG00000027236.8	FBgn0027619	n:1	685483
ENSMUSG00000033396.13	FBgn0034786	1:1	
ENSMUSG00000027227.7	FBgn0024289	1:m	
ENSMUSG00000027227.7	FBgn0022359	1:m	786334
ENSMUSG00000068452.7	FBgn0031464	n:1	
ENSMUSG00000033268.8	FBgn0031464	n:1	548147
ENSMUSG00000005802.12	FBgn0025693	1:1	
ENSMUSG00000005803.14	FBgn0035515	1:1	510543
ENSMUSG00000027201.16	FBgn0267790	1:1	547629
ENSMUSG00000027202.12	FBgn0036279	n:1	
ENSMUSG00000027203.15	FBgn0250837	1:1	856222
ENSMUSG00000027206.13	FBgn0013746	1:1	830929
ENSMUSG00000027207.15	FBgn0263199	1:1	797049
ENSMUSG00000023330.12	FBgn0039664	1:1	719156
ENSMUSG00000060131.11	FBgn0037989	n:1	
ENSMUSG00000027360.5	FBgn0005619	1:1	824805
ENSMUSG00000034906.15	FBgn0014127	1:1	823987
ENSMUSG00000003660.10	FBgn0263599	1:1	823913
ENSMUSG00000003662.10	FBgn0033972	1:1	547276
ENSMUSG00000058620.5	FBgn0038653	1:1	657364
ENSMUSG00000046338.4	FBgn0027579	n:1	
ENSMUSG00000027371.10	FBgn0038924	1:1	833606
ENSMUSG00000027376.15	FBgn0026189	n:1	
ENSMUSG00000027374.12	FBgn0044510	1:1	842117
ENSMUSG00000027379.13	FBgn0031696	1:1	851683
ENSMUSG00000014355.10	FBgn0004391	1:1	641025
ENSMUSG00000014353.14	FBgn0031356	1:1	665267
