zebrafish_ID	baboon_ID	orthotype	OMAgroup
ENSDARG00000043986	ENSPANG00000017644	1:1	495909
ENSDARG00000101578	ENSPANG00000016794	1:1	734864
ENSDARG00000042126	ENSPANG00000005501	1:1	795202
ENSDARG00000042107	ENSPANG00000024220	n:1	
ENSDARG00000014303	ENSPANG00000018041	1:1	864155
ENSDARG00000045773	ENSPANG00000005476	1:1	303546
ENSDARG00000062674	ENSPANG00000010377	n:1	
ENSDARG00000006791	ENSPANG00000006538	1:1	
ENSDARG00000077830	ENSPANG00000017446	1:1	758920
ENSDARG00000045785	ENSPANG00000020430	1:1	799744
ENSDARG00000062727	ENSPANG00000004601	1:1	548748
ENSDARG00000062846	ENSPANG00000022133	1:1	549844
ENSDARG00000070914	ENSPANG00000011325	1:1	709084
ENSDARG00000038500	ENSPANG00000014228	1:1	812853
ENSDARG00000030915	ENSPANG00000009821	n:1	539180
ENSDARG00000021339	ENSPANG00000009821	n:1	
ENSDARG00000051857	ENSPANG00000008934	1:1	
ENSDARG00000052000	ENSPANG00000017582	1:1	519358
ENSDARG00000103747	ENSPANG00000015174	1:1	519357
ENSDARG00000070903	ENSPANG00000024383	1:1	553986
ENSDARG00000019142	ENSPANG00000007609	1:1	846750
ENSDARG00000076191	ENSPANG00000018070	1:1	549632
ENSDARG00000062960	ENSPANG00000000473	1:1	839533
ENSDARG00000062949	ENSPANG00000019453	1:1	726859
ENSDARG00000045797	ENSPANG00000005559	1:1	308456
ENSDARG00000045814	ENSPANG00000017138	1:1	859527
ENSDARG00000023886	ENSPANG00000010413	n:1	
ENSDARG00000045808	ENSPANG00000011182	n:1	530531
ENSDARG00000045804	ENSPANG00000025597	n:1	
ENSDARG00000045803	ENSPANG00000026189	n:1	
ENSDARG00000045802	ENSPANG00000025601	1:1	
ENSDARG00000073909	ENSPANG00000018331	n:1	857453
ENSDARG00000013472	ENSPANG00000023046	1:1	548581
ENSDARG00000045827	ENSPANG00000012067	n:1	
ENSDARG00000013438	ENSPANG00000000419	1:1	764317
ENSDARG00000021370	ENSPANG00000007907	1:1	784104
ENSDARG00000013719	ENSPANG00000017901	1:1	808429
ENSDARG00000058259	ENSPANG00000004310	n:1	
ENSDARG00000062942	ENSPANG00000014957	n:1	710836
ENSDARG00000007045	ENSPANG00000017724	n:1	829673
ENSDARG00000036671	ENSPANG00000018446	1:1	
ENSDARG00000070826	ENSPANG00000006917	1:1	691235
ENSDARG00000086391	ENSPANG00000021640	1:1	550462
ENSDARG00000015006	ENSPANG00000017980	1:1	811179
ENSDARG00000052072	ENSPANG00000000547	n:1	
ENSDARG00000045893	ENSPANG00000012956	1:1	836749
ENSDARG00000012986	ENSPANG00000018488	1:1	813316
ENSDARG00000062508	ENSPANG00000016002	n:1	
ENSDARG00000067996	ENSPANG00000016000	1:1	550848
ENSDARG00000051931	ENSPANG00000015997	1:1	803523
ENSDARG00000051934	ENSPANG00000004389	1:1	651895
ENSDARG00000075977	ENSPANG00000018657	1:1	
ENSDARG00000078992	ENSPANG00000025416	n:1	
ENSDARG00000025346	ENSPANG00000012693	1:1	671279
ENSDARG00000062168	ENSPANG00000025365	n:1	
ENSDARG00000062181	ENSPANG00000022368	1:1	835906
ENSDARG00000016598	ENSPANG00000018276	n:1	
ENSDARG00000062195	ENSPANG00000022200	1:1	796807
ENSDARG00000089952	ENSPANG00000021879	1:1	743962
ENSDARG00000062204	ENSPANG00000011531	1:1	813595
ENSDARG00000052113	ENSPANG00000016158	1:1	636375
ENSDARG00000045904	ENSPANG00000016257	1:1	730596
ENSDARG00000062142	ENSPANG00000016053	1:1	817576
ENSDARG00000092696	ENSPANG00000016014	n:1	819184
ENSDARG00000002347	ENSPANG00000016014	n:1	
ENSDARG00000051874	ENSPANG00000016012	1:1	264163
ENSDARG00000051875	ENSPANG00000016011	1:1	267111
ENSDARG00000051876	ENSPANG00000020256	1:1	834656
ENSDARG00000051879	ENSPANG00000007182	1:1	550799
ENSDARG00000051880	ENSPANG00000016190	1:1	824410
ENSDARG00000023214	ENSPANG00000013064	n:1	
ENSDARG00000009299	ENSPANG00000022957	n:1	
ENSDARG00000070560	ENSPANG00000008348	n:1	
ENSDARG00000062054	ENSPANG00000020294	1:1	775315
ENSDARG00000045696	ENSPANG00000018813	1:m	496675
ENSDARG00000045696	ENSPANG00000026200	1:m	
ENSDARG00000033307	ENSPANG00000005120	n:1	765456
ENSDARG00000030621	ENSPANG00000006616	1:1	816688
ENSDARG00000009266	ENSPANG00000007976	1:1	799989
ENSDARG00000033889	ENSPANG00000007552	1:1	548600
ENSDARG00000044034	ENSPANG00000014365	1:1	507469
ENSDARG00000046150	ENSPANG00000007474	n:1	498990
ENSDARG00000062000	ENSPANG00000015046	1:1	762142
ENSDARG00000061421	ENSPANG00000019206	n:1	548987
ENSDARG00000040854	ENSPANG00000005375	1:1	547345
ENSDARG00000070378	ENSPANG00000023035	n:m	
ENSDARG00000070378	ENSPANG00000022940	n:m	
ENSDARG00000070378	ENSPANG00000021954	n:m	
ENSDARG00000070378	ENSPANG00000007642	n:m	704029
ENSDARG00000070378	ENSPANG00000006658	n:m	
ENSDARG00000070378	ENSPANG00000011793	n:m	
ENSDARG00000096060	ENSPANG00000023037	n:1	
ENSDARG00000098497	ENSPANG00000008022	n:m	522167
ENSDARG00000098497	ENSPANG00000016633	n:m	
ENSDARG00000096081	ENSPANG00000018815	1:1	671917
ENSDARG00000079917	ENSPANG00000002374	n:1	828419
ENSDARG00000075252	ENSPANG00000006038	1:1	551774
ENSDARG00000045661	ENSPANG00000007390	1:1	827894
ENSDARG00000061986	ENSPANG00000015846	1:1	553177
ENSDARG00000102820	ENSPANG00000015842	1:1	553343
ENSDARG00000077357	ENSPANG00000016762	1:1	498588
ENSDARG00000030278	ENSPANG00000015843	1:1	847129
ENSDARG00000062077	ENSPANG00000015826	1:1	
ENSDARG00000045641	ENSPANG00000016961	1:1	548547
ENSDARG00000045644	ENSPANG00000016960	1:1	638897
ENSDARG00000079835	ENSPANG00000017955	1:1	812971
ENSDARG00000018061	ENSPANG00000002939	1:1	753960
ENSDARG00000061946	ENSPANG00000022428	1:m	727198
ENSDARG00000061946	ENSPANG00000021172	1:m	
ENSDARG00000078707	ENSPANG00000016008	1:1	772164
ENSDARG00000008785	ENSPANG00000025127	1:1	510537
ENSDARG00000092825	ENSPANG00000021182	1:1	659139
ENSDARG00000004594	ENSPANG00000009849	1:1	747604
ENSDARG00000004199	ENSPANG00000011912	1:1	
ENSDARG00000051823	ENSPANG00000012990	1:1	843257
ENSDARG00000038166	ENSPANG00000022913	1:1	
ENSDARG00000045633	ENSPANG00000000491	n:1	
ENSDARG00000061899	ENSPANG00000011913	1:1	824595
ENSDARG00000045638	ENSPANG00000016311	1:1	548399
ENSDARG00000010270	ENSPANG00000013797	1:1	553678
ENSDARG00000051816	ENSPANG00000015986	1:1	522079
ENSDARG00000074518	ENSPANG00000019048	1:1	776015
ENSDARG00000079983	ENSPANG00000005171	1:1	801358
ENSDARG00000051800	ENSPANG00000006036	1:1	829528
ENSDARG00000045612	ENSPANG00000011808	1:1	553449
ENSDARG00000061802	ENSPANG00000018112	1:1	551207
ENSDARG00000061719	ENSPANG00000006617	1:1	840994
ENSDARG00000045611	ENSPANG00000022085	n:1	556945
ENSDARG00000070478	ENSPANG00000025713	1:1	552415
ENSDARG00000079080	ENSPANG00000013652	1:1	729775
ENSDARG00000104034	ENSPANG00000016010	1:1	
ENSDARG00000088383	ENSPANG00000015978	n:1	808407
ENSDARG00000070473	ENSPANG00000016245	1:1	807900
ENSDARG00000099860	ENSPANG00000022417	1:1	
ENSDARG00000013990	ENSPANG00000015898	n:1	659170
ENSDARG00000089131	ENSPANG00000022353	1:1	784021
ENSDARG00000013907	ENSPANG00000007309	n:1	
ENSDARG00000055129	ENSPANG00000022351	n:1	
ENSDARG00000051798	ENSPANG00000018351	n:1	
ENSDARG00000045608	ENSPANG00000021085	n:1	
ENSDARG00000029431	ENSPANG00000006440	1:1	263827
ENSDARG00000033597	ENSPANG00000008592	1:1	814657
ENSDARG00000015709	ENSPANG00000010432	n:1	
ENSDARG00000045606	ENSPANG00000003104	1:1	856697
ENSDARG00000102640	ENSPANG00000018143	1:1	780354
ENSDARG00000104818	ENSPANG00000009781	1:1	
ENSDARG00000002754	ENSPANG00000006737	1:1	855515
ENSDARG00000017562	ENSPANG00000011256	1:1	259698
ENSDARG00000045592	ENSPANG00000008021	n:1	551594
ENSDARG00000029069	ENSPANG00000008021	n:1	
ENSDARG00000030270	ENSPANG00000007734	n:1	
ENSDARG00000030110	ENSPANG00000011946	1:1	
ENSDARG00000010844	ENSPANG00000013197	1:1	
ENSDARG00000101209	ENSPANG00000025367	1:1	836732
ENSDARG00000039133	ENSPANG00000022685	1:1	835712
ENSDARG00000018743	ENSPANG00000015961	1:1	659094
ENSDARG00000018593	ENSPANG00000016725	1:1	804752
ENSDARG00000097988	ENSPANG00000018029	n:m	
ENSDARG00000097988	ENSPANG00000026271	n:m	685486
ENSDARG00000012603	ENSPANG00000018029	n:m	
ENSDARG00000012603	ENSPANG00000026271	n:m	
ENSDARG00000078962	ENSPANG00000017915	1:m	846633
ENSDARG00000078962	ENSPANG00000017916	1:m	
ENSDARG00000062632	ENSPANG00000017925	1:m	
ENSDARG00000062632	ENSPANG00000017834	1:m	548147
ENSDARG00000079374	ENSPANG00000020052	n:1	548676
ENSDARG00000100731	ENSPANG00000017686	1:1	
ENSDARG00000075725	ENSPANG00000024553	1:1	
ENSDARG00000004785	ENSPANG00000017736	1:1	830929
ENSDARG00000004059	ENSPANG00000017737	1:1	797049
ENSDARG00000017034	ENSPANG00000017769	1:1	510543
ENSDARG00000003971	ENSPANG00000015869	n:1	
ENSDARG00000101631	ENSPANG00000015868	1:1	678914
ENSDARG00000040803	ENSPANG00000016984	1:1	722061
ENSDARG00000031768	ENSPANG00000017172	1:1	791415
ENSDARG00000086670	ENSPANG00000017201	1:1	771122
ENSDARG00000003216	ENSPANG00000022041	n:m	
ENSDARG00000003216	ENSPANG00000017200	n:m	
ENSDARG00000089042	ENSPANG00000000869	1:1	785233
ENSDARG00000013397	ENSPANG00000017199	1:1	822616
ENSDARG00000060471	ENSPANG00000025696	1:1	739000
ENSDARG00000051762	ENSPANG00000015827	1:1	
ENSDARG00000045556	ENSPANG00000019951	1:1	812850
ENSDARG00000061368	ENSPANG00000019999	1:1	
ENSDARG00000103476	ENSPANG00000020025	n:1	
ENSDARG00000103934	ENSPANG00000016985	n:1	
ENSDARG00000027140	ENSPANG00000023008	1:1	817138
ENSDARG00000061345	ENSPANG00000023569	1:1	739651
ENSDARG00000061348	ENSPANG00000015739	1:1	809886
ENSDARG00000027200	ENSPANG00000013426	1:1	
ENSDARG00000042272	ENSPANG00000007616	1:1	
ENSDARG00000061357	ENSPANG00000008336	1:1	500234
ENSDARG00000003084	ENSPANG00000025451	1:1	812610
ENSDARG00000051763	ENSPANG00000017860	1:1	790824
ENSDARG00000030114	ENSPANG00000023064	1:1	848762
ENSDARG00000034256	ENSPANG00000021928	1:1	547161
ENSDARG00000091728	ENSPANG00000017354	n:m	
ENSDARG00000091728	ENSPANG00000011874	n:m	
ENSDARG00000091728	ENSPANG00000002232	n:m	
ENSDARG00000091728	ENSPANG00000018082	n:m	
ENSDARG00000091728	ENSPANG00000000299	n:m	
ENSDARG00000091728	ENSPANG00000014836	n:m	
ENSDARG00000091728	ENSPANG00000022805	n:m	
ENSDARG00000091728	ENSPANG00000008217	n:m	
ENSDARG00000091728	ENSPANG00000001083	n:m	
ENSDARG00000091728	ENSPANG00000020453	n:m	801598
ENSDARG00000091728	ENSPANG00000009926	n:m	
ENSDARG00000091728	ENSPANG00000008441	n:m	
ENSDARG00000091728	ENSPANG00000022803	n:m	
ENSDARG00000090149	ENSPANG00000005790	n:m	681428
ENSDARG00000090149	ENSPANG00000007362	n:m	
ENSDARG00000090149	ENSPANG00000003220	n:m	
ENSDARG00000051770	ENSPANG00000013673	n:m	
ENSDARG00000051770	ENSPANG00000008661	n:m	
ENSDARG00000051770	ENSPANG00000025163	n:m	
ENSDARG00000051770	ENSPANG00000005443	n:m	
ENSDARG00000051770	ENSPANG00000016111	n:m	
ENSDARG00000051770	ENSPANG00000010426	n:m	
ENSDARG00000051770	ENSPANG00000013665	n:m	
ENSDARG00000051770	ENSPANG00000001579	n:m	
ENSDARG00000051770	ENSPANG00000010713	n:m	
ENSDARG00000051770	ENSPANG00000004164	n:m	
ENSDARG00000051770	ENSPANG00000024141	n:m	
ENSDARG00000051770	ENSPANG00000000917	n:m	
ENSDARG00000051770	ENSPANG00000006801	n:m	
ENSDARG00000034203	ENSPANG00000017354	n:m	
ENSDARG00000034203	ENSPANG00000011874	n:m	
ENSDARG00000034203	ENSPANG00000002232	n:m	
ENSDARG00000034203	ENSPANG00000018082	n:m	
ENSDARG00000034203	ENSPANG00000000299	n:m	
ENSDARG00000034203	ENSPANG00000014836	n:m	
ENSDARG00000034203	ENSPANG00000022805	n:m	
ENSDARG00000034203	ENSPANG00000008217	n:m	
ENSDARG00000034203	ENSPANG00000001083	n:m	
ENSDARG00000034203	ENSPANG00000020453	n:m	
ENSDARG00000034203	ENSPANG00000009926	n:m	
ENSDARG00000034203	ENSPANG00000008441	n:m	
ENSDARG00000034203	ENSPANG00000022803	n:m	
ENSDARG00000075508	ENSPANG00000020060	n:m	
ENSDARG00000075508	ENSPANG00000016808	n:m	
ENSDARG00000075508	ENSPANG00000019389	n:m	
ENSDARG00000075508	ENSPANG00000007462	n:m	
ENSDARG00000094154	ENSPANG00000014056	n:m	497237
ENSDARG00000094154	ENSPANG00000008798	n:m	
ENSDARG00000094154	ENSPANG00000008656	n:m	
ENSDARG00000094154	ENSPANG00000014100	n:m	
ENSDARG00000094154	ENSPANG00000004786	n:m	
ENSDARG00000094154	ENSPANG00000021397	n:m	
ENSDARG00000089719	ENSPANG00000017354	n:m	
ENSDARG00000089719	ENSPANG00000011874	n:m	
ENSDARG00000089719	ENSPANG00000002232	n:m	
ENSDARG00000089719	ENSPANG00000018082	n:m	
ENSDARG00000089719	ENSPANG00000000299	n:m	
ENSDARG00000089719	ENSPANG00000014836	n:m	801587
ENSDARG00000089719	ENSPANG00000022805	n:m	
ENSDARG00000089719	ENSPANG00000008217	n:m	
ENSDARG00000089719	ENSPANG00000001083	n:m	
ENSDARG00000089719	ENSPANG00000020453	n:m	
ENSDARG00000089719	ENSPANG00000009926	n:m	
ENSDARG00000089719	ENSPANG00000008441	n:m	
ENSDARG00000089719	ENSPANG00000022803	n:m	
ENSDARG00000087543	ENSPANG00000005790	n:m	
ENSDARG00000087543	ENSPANG00000007362	n:m	
ENSDARG00000087543	ENSPANG00000003220	n:m	681429
ENSDARG00000087854	ENSPANG00000017354	n:m	
ENSDARG00000087854	ENSPANG00000011874	n:m	
ENSDARG00000087854	ENSPANG00000002232	n:m	
ENSDARG00000087854	ENSPANG00000018082	n:m	
ENSDARG00000087854	ENSPANG00000000299	n:m	
ENSDARG00000087854	ENSPANG00000014836	n:m	
ENSDARG00000087854	ENSPANG00000022805	n:m	
ENSDARG00000087854	ENSPANG00000008217	n:m	
ENSDARG00000087854	ENSPANG00000001083	n:m	
ENSDARG00000087854	ENSPANG00000020453	n:m	
ENSDARG00000087854	ENSPANG00000009926	n:m	
ENSDARG00000087854	ENSPANG00000008441	n:m	
ENSDARG00000087854	ENSPANG00000022803	n:m	
ENSDARG00000088889	ENSPANG00000020060	n:m	
ENSDARG00000088889	ENSPANG00000016808	n:m	
ENSDARG00000088889	ENSPANG00000019389	n:m	
ENSDARG00000088889	ENSPANG00000007462	n:m	
ENSDARG00000068941	ENSPANG00000014056	n:m	
ENSDARG00000068941	ENSPANG00000008798	n:m	497239
ENSDARG00000068941	ENSPANG00000008656	n:m	
ENSDARG00000068941	ENSPANG00000014100	n:m	
ENSDARG00000068941	ENSPANG00000004786	n:m	
ENSDARG00000068941	ENSPANG00000021397	n:m	
ENSDARG00000051775	ENSPANG00000013673	n:m	
ENSDARG00000051775	ENSPANG00000008661	n:m	
ENSDARG00000051775	ENSPANG00000025163	n:m	
ENSDARG00000051775	ENSPANG00000005443	n:m	
ENSDARG00000051775	ENSPANG00000016111	n:m	
ENSDARG00000051775	ENSPANG00000010426	n:m	
ENSDARG00000051775	ENSPANG00000013665	n:m	
ENSDARG00000051775	ENSPANG00000001579	n:m	
ENSDARG00000051775	ENSPANG00000010713	n:m	
ENSDARG00000051775	ENSPANG00000004164	n:m	
ENSDARG00000051775	ENSPANG00000024141	n:m	
ENSDARG00000051775	ENSPANG00000000917	n:m	862335
ENSDARG00000051775	ENSPANG00000006801	n:m	
ENSDARG00000097103	ENSPANG00000005790	n:m	
ENSDARG00000097103	ENSPANG00000007362	n:m	681430
ENSDARG00000097103	ENSPANG00000003220	n:m	
ENSDARG00000092743	ENSPANG00000017354	n:m	
ENSDARG00000092743	ENSPANG00000011874	n:m	
ENSDARG00000092743	ENSPANG00000002232	n:m	
ENSDARG00000092743	ENSPANG00000018082	n:m	
ENSDARG00000092743	ENSPANG00000000299	n:m	
ENSDARG00000092743	ENSPANG00000014836	n:m	
ENSDARG00000092743	ENSPANG00000022805	n:m	
ENSDARG00000092743	ENSPANG00000008217	n:m	
ENSDARG00000092743	ENSPANG00000001083	n:m	
ENSDARG00000092743	ENSPANG00000020453	n:m	
ENSDARG00000092743	ENSPANG00000009926	n:m	
ENSDARG00000092743	ENSPANG00000008441	n:m	
ENSDARG00000092743	ENSPANG00000022803	n:m	
ENSDARG00000012073	ENSPANG00000021940	1:1	551958
ENSDARG00000092846	ENSPANG00000019855	n:1	
ENSDARG00000097836	ENSPANG00000014056	n:m	
ENSDARG00000097836	ENSPANG00000008798	n:m	
ENSDARG00000097836	ENSPANG00000008656	n:m	
ENSDARG00000097836	ENSPANG00000014100	n:m	
ENSDARG00000097836	ENSPANG00000004786	n:m	
ENSDARG00000097836	ENSPANG00000021397	n:m	
ENSDARG00000091905	ENSPANG00000020060	n:m	
ENSDARG00000091905	ENSPANG00000016808	n:m	
ENSDARG00000091905	ENSPANG00000019389	n:m	
ENSDARG00000091905	ENSPANG00000007462	n:m	
ENSDARG00000051778	ENSPANG00000017354	n:m	
ENSDARG00000051778	ENSPANG00000011874	n:m	
ENSDARG00000051778	ENSPANG00000002232	n:m	
ENSDARG00000051778	ENSPANG00000018082	n:m	
ENSDARG00000051778	ENSPANG00000000299	n:m	
ENSDARG00000051778	ENSPANG00000014836	n:m	
ENSDARG00000051778	ENSPANG00000022805	n:m	
ENSDARG00000051778	ENSPANG00000008217	n:m	
ENSDARG00000051778	ENSPANG00000001083	n:m	
ENSDARG00000051778	ENSPANG00000020453	n:m	
ENSDARG00000051778	ENSPANG00000009926	n:m	801600
ENSDARG00000051778	ENSPANG00000008441	n:m	
ENSDARG00000051778	ENSPANG00000022803	n:m	
ENSDARG00000089737	ENSPANG00000005790	n:m	
ENSDARG00000089737	ENSPANG00000007362	n:m	
ENSDARG00000089737	ENSPANG00000003220	n:m	
ENSDARG00000097258	ENSPANG00000014056	n:m	
ENSDARG00000097258	ENSPANG00000008798	n:m	
ENSDARG00000097258	ENSPANG00000008656	n:m	
ENSDARG00000097258	ENSPANG00000014100	n:m	497240
ENSDARG00000097258	ENSPANG00000004786	n:m	
ENSDARG00000097258	ENSPANG00000021397	n:m	
ENSDARG00000068928	ENSPANG00000013673	n:m	
ENSDARG00000068928	ENSPANG00000008661	n:m	
ENSDARG00000068928	ENSPANG00000025163	n:m	
ENSDARG00000068928	ENSPANG00000005443	n:m	
ENSDARG00000068928	ENSPANG00000016111	n:m	
ENSDARG00000068928	ENSPANG00000010426	n:m	
ENSDARG00000068928	ENSPANG00000013665	n:m	
ENSDARG00000068928	ENSPANG00000001579	n:m	
ENSDARG00000068928	ENSPANG00000010713	n:m	
ENSDARG00000068928	ENSPANG00000004164	n:m	
ENSDARG00000068928	ENSPANG00000024141	n:m	
ENSDARG00000068928	ENSPANG00000000917	n:m	
ENSDARG00000068928	ENSPANG00000006801	n:m	
ENSDARG00000051726	ENSPANG00000017354	n:m	
ENSDARG00000051726	ENSPANG00000011874	n:m	
ENSDARG00000051726	ENSPANG00000002232	n:m	
ENSDARG00000051726	ENSPANG00000018082	n:m	
ENSDARG00000051726	ENSPANG00000000299	n:m	
ENSDARG00000051726	ENSPANG00000014836	n:m	
ENSDARG00000051726	ENSPANG00000022805	n:m	
ENSDARG00000051726	ENSPANG00000008217	n:m	
ENSDARG00000051726	ENSPANG00000001083	n:m	
ENSDARG00000051726	ENSPANG00000020453	n:m	
ENSDARG00000051726	ENSPANG00000009926	n:m	
ENSDARG00000051726	ENSPANG00000008441	n:m	
ENSDARG00000051726	ENSPANG00000022803	n:m	
ENSDARG00000087670	ENSPANG00000005790	n:m	
ENSDARG00000087670	ENSPANG00000007362	n:m	
ENSDARG00000087670	ENSPANG00000003220	n:m	
ENSDARG00000104944	ENSPANG00000014056	n:m	
ENSDARG00000104944	ENSPANG00000008798	n:m	
ENSDARG00000104944	ENSPANG00000008656	n:m	
ENSDARG00000104944	ENSPANG00000014100	n:m	
ENSDARG00000104944	ENSPANG00000004786	n:m	497242
ENSDARG00000104944	ENSPANG00000021397	n:m	
ENSDARG00000092395	ENSPANG00000020060	n:m	
ENSDARG00000092395	ENSPANG00000016808	n:m	
ENSDARG00000092395	ENSPANG00000019389	n:m	
ENSDARG00000092395	ENSPANG00000007462	n:m	
ENSDARG00000076129	ENSPANG00000017354	n:m	
ENSDARG00000076129	ENSPANG00000011874	n:m	
ENSDARG00000076129	ENSPANG00000002232	n:m	
ENSDARG00000076129	ENSPANG00000018082	n:m	
ENSDARG00000076129	ENSPANG00000000299	n:m	
ENSDARG00000076129	ENSPANG00000014836	n:m	
ENSDARG00000076129	ENSPANG00000022805	n:m	
ENSDARG00000076129	ENSPANG00000008217	n:m	
ENSDARG00000076129	ENSPANG00000001083	n:m	
ENSDARG00000076129	ENSPANG00000020453	n:m	
ENSDARG00000076129	ENSPANG00000009926	n:m	
ENSDARG00000076129	ENSPANG00000008441	n:m	
ENSDARG00000076129	ENSPANG00000022803	n:m	
ENSDARG00000090941	ENSPANG00000005790	n:m	
ENSDARG00000090941	ENSPANG00000007362	n:m	
ENSDARG00000090941	ENSPANG00000003220	n:m	
ENSDARG00000086304	ENSPANG00000013673	n:m	
ENSDARG00000086304	ENSPANG00000008661	n:m	
ENSDARG00000086304	ENSPANG00000025163	n:m	
ENSDARG00000086304	ENSPANG00000005443	n:m	
ENSDARG00000086304	ENSPANG00000016111	n:m	
ENSDARG00000086304	ENSPANG00000010426	n:m	
ENSDARG00000086304	ENSPANG00000013665	n:m	
ENSDARG00000086304	ENSPANG00000001579	n:m	
ENSDARG00000086304	ENSPANG00000010713	n:m	
ENSDARG00000086304	ENSPANG00000004164	n:m	
ENSDARG00000086304	ENSPANG00000024141	n:m	
ENSDARG00000086304	ENSPANG00000000917	n:m	
ENSDARG00000086304	ENSPANG00000006801	n:m	
ENSDARG00000093195	ENSPANG00000017354	n:m	
ENSDARG00000093195	ENSPANG00000011874	n:m	
ENSDARG00000093195	ENSPANG00000002232	n:m	
ENSDARG00000093195	ENSPANG00000018082	n:m	
ENSDARG00000093195	ENSPANG00000000299	n:m	
ENSDARG00000093195	ENSPANG00000014836	n:m	
ENSDARG00000093195	ENSPANG00000022805	n:m	
ENSDARG00000093195	ENSPANG00000008217	n:m	
ENSDARG00000093195	ENSPANG00000001083	n:m	
ENSDARG00000093195	ENSPANG00000020453	n:m	
ENSDARG00000093195	ENSPANG00000009926	n:m	
ENSDARG00000093195	ENSPANG00000008441	n:m	
ENSDARG00000093195	ENSPANG00000022803	n:m	
ENSDARG00000070265	ENSPANG00000013673	n:m	
ENSDARG00000070265	ENSPANG00000008661	n:m	
ENSDARG00000070265	ENSPANG00000025163	n:m	
ENSDARG00000070265	ENSPANG00000005443	n:m	
ENSDARG00000070265	ENSPANG00000016111	n:m	
ENSDARG00000070265	ENSPANG00000010426	n:m	
ENSDARG00000070265	ENSPANG00000013665	n:m	
ENSDARG00000070265	ENSPANG00000001579	n:m	
ENSDARG00000070265	ENSPANG00000010713	n:m	
ENSDARG00000070265	ENSPANG00000004164	n:m	
ENSDARG00000070265	ENSPANG00000024141	n:m	
ENSDARG00000070265	ENSPANG00000000917	n:m	
ENSDARG00000070265	ENSPANG00000006801	n:m	
ENSDARG00000097020	ENSPANG00000014056	n:m	
ENSDARG00000097020	ENSPANG00000008798	n:m	
ENSDARG00000097020	ENSPANG00000008656	n:m	
ENSDARG00000097020	ENSPANG00000014100	n:m	
ENSDARG00000097020	ENSPANG00000004786	n:m	
ENSDARG00000097020	ENSPANG00000021397	n:m	497243
ENSDARG00000089039	ENSPANG00000014104	n:m	
ENSDARG00000089039	ENSPANG00000024793	n:m	
ENSDARG00000089039	ENSPANG00000013591	n:m	
ENSDARG00000076930	ENSPANG00000005790	n:m	
ENSDARG00000076930	ENSPANG00000007362	n:m	
ENSDARG00000076930	ENSPANG00000003220	n:m	
ENSDARG00000097785	ENSPANG00000014056	n:m	
ENSDARG00000097785	ENSPANG00000008798	n:m	
ENSDARG00000097785	ENSPANG00000008656	n:m	
ENSDARG00000097785	ENSPANG00000014100	n:m	
ENSDARG00000097785	ENSPANG00000004786	n:m	
ENSDARG00000097785	ENSPANG00000021397	n:m	
ENSDARG00000075379	ENSPANG00000013673	n:m	
ENSDARG00000075379	ENSPANG00000008661	n:m	
ENSDARG00000075379	ENSPANG00000025163	n:m	
ENSDARG00000075379	ENSPANG00000005443	n:m	
ENSDARG00000075379	ENSPANG00000016111	n:m	
ENSDARG00000075379	ENSPANG00000010426	n:m	
ENSDARG00000075379	ENSPANG00000013665	n:m	
ENSDARG00000075379	ENSPANG00000001579	n:m	
ENSDARG00000075379	ENSPANG00000010713	n:m	
ENSDARG00000075379	ENSPANG00000004164	n:m	
ENSDARG00000075379	ENSPANG00000024141	n:m	
ENSDARG00000075379	ENSPANG00000000917	n:m	
ENSDARG00000075379	ENSPANG00000006801	n:m	862327
ENSDARG00000032637	ENSPANG00000020060	n:m	
ENSDARG00000032637	ENSPANG00000016808	n:m	
ENSDARG00000032637	ENSPANG00000019389	n:m	
ENSDARG00000032637	ENSPANG00000007462	n:m	
ENSDARG00000090591	ENSPANG00000005790	n:m	
ENSDARG00000090591	ENSPANG00000007362	n:m	
ENSDARG00000090591	ENSPANG00000003220	n:m	
ENSDARG00000090182	ENSPANG00000013673	n:m	
ENSDARG00000090182	ENSPANG00000008661	n:m	
ENSDARG00000090182	ENSPANG00000025163	n:m	
ENSDARG00000090182	ENSPANG00000005443	n:m	
ENSDARG00000090182	ENSPANG00000016111	n:m	
ENSDARG00000090182	ENSPANG00000010426	n:m	
ENSDARG00000090182	ENSPANG00000013665	n:m	
ENSDARG00000090182	ENSPANG00000001579	n:m	
ENSDARG00000090182	ENSPANG00000010713	n:m	
ENSDARG00000090182	ENSPANG00000004164	n:m	
ENSDARG00000090182	ENSPANG00000024141	n:m	
ENSDARG00000090182	ENSPANG00000000917	n:m	
ENSDARG00000090182	ENSPANG00000006801	n:m	
ENSDARG00000070254	ENSPANG00000017354	n:m	
ENSDARG00000070254	ENSPANG00000011874	n:m	
ENSDARG00000070254	ENSPANG00000002232	n:m	
ENSDARG00000070254	ENSPANG00000018082	n:m	
ENSDARG00000070254	ENSPANG00000000299	n:m	
ENSDARG00000070254	ENSPANG00000014836	n:m	
ENSDARG00000070254	ENSPANG00000022805	n:m	
ENSDARG00000070254	ENSPANG00000008217	n:m	
ENSDARG00000070254	ENSPANG00000001083	n:m	
ENSDARG00000070254	ENSPANG00000020453	n:m	
ENSDARG00000070254	ENSPANG00000009926	n:m	
