drosophila_ID	aedes_ID	orthotype	OMAgroup
FBgn0036116	AAEL007191	1:m	549056
FBgn0036116	AAEL008913	1:m	
FBgn0036117	AAEL013166	1:1	791685
FBgn0036118	AAEL011939	1:1	515993
FBgn0052069	AAEL001944	1:1	778433
FBgn0052075	AAEL002249	1:1	802817
FBgn0036121	AAEL000096	1:m	
FBgn0036121	AAEL009086	1:m	762213
FBgn0010741	AAEL012507	1:m	
FBgn0010741	AAEL013212	1:m	848621
FBgn0036124	AAEL009738	1:1	785571
FBgn0036125	AAEL009735	1:1	538990
FBgn0261112	AAEL007738	1:m	841030
FBgn0261112	AAEL012097	1:m	
FBgn0036128	AAEL003977	n:1	
FBgn0052072	AAEL003977	n:1	
FBgn0036133	AAEL001250	1:1	850897
FBgn0003462	AAEL000274	1:1	761250
FBgn0036135	AAEL000210	1:1	865816
FBgn0036136	AAEL009042	1:1	696061
FBgn0260795	AAEL007019	1:1	746996
FBgn0052082	AAEL006250	1:1	550912
FBgn0036139	AAEL006404	1:1	755721
FBgn0052076	AAEL007809	1:1	794165
FBgn0036141	AAEL007842	1:1	834625
FBgn0036142	AAEL007472	1:m	777444
FBgn0036142	AAEL014826	1:m	
FBgn0036143	AAEL007806	1:1	529679
FBgn0036144	AAEL006254	1:1	822662
FBgn0036147	AAEL008099	1:1	531234
FBgn0036146	AAEL008111	1:1	793439
FBgn0061469	AAEL012500	1:1	829577
FBgn0064766	AAEL001581	1:1	
FBgn0261553	AAEL010308	1:1	727418
FBgn0036150	AAEL005039	1:1	771137
FBgn0036157	AAEL007463	1:1	704878
FBgn0036169	AAEL010653	1:1	755959
FBgn0259481	AAEL007920	1:1	755374
FBgn0036173	AAEL005914	1:1	680786
FBgn0003292	AAEL000855	1:1	547103
FBgn0036179	AAEL007260	1:1	766778
FBgn0086254	AAEL004088	1:1	798229
FBgn0036184	AAEL000241	1:1	809170
FBgn0042138	AAEL009539	1:1	833703
FBgn0052091	AAEL011863	1:1	550636
FBgn0036187	AAEL011857	1:1	547152
FBgn0036188	AAEL011866	1:1	838676
FBgn0015828	AAEL012202	1:1	854170
FBgn0036191	AAEL011465	1:m	553589
FBgn0036191	AAEL012205	1:m	
FBgn0036192	AAEL011466	1:m	
FBgn0036192	AAEL012197	1:m	846476
FBgn0036194	AAEL011865	1:1	851990
FBgn0036195	AAEL010197	1:1	685497
FBgn0036196	AAEL009533	1:1	838961
FBgn0261353	AAEL009526	1:1	829019
FBgn0261381	AAEL009534	1:1	845379
FBgn0036198	AAEL013220	1:1	838940
FBgn0040817	AAEL000200	1:1	689989
FBgn0036199	AAEL011842	1:1	498016
FBgn0036204	AAEL008128	n:1	
FBgn0015278	AAEL000386	1:1	515610
FBgn0036206	AAEL006760	1:1	555695
FBgn0036207	AAEL009282	1:1	549264
FBgn0004381	AAEL000822	1:1	550164
FBgn0036208	AAEL012318	1:1	805410
FBgn0036211	AAEL013225	1:1	
FBgn0036213	AAEL013221	1:1	865552
FBgn0000404	AAEL000672	1:1	
FBgn0036219	AAEL010214	1:1	776395
FBgn0011723	AAEL011926	1:1	747611
FBgn0036226	AAEL002467	1:1	
FBgn0036227	AAEL001219	1:1	558512
FBgn0036229	AAEL000585	1:1	562541
FBgn0036230	AAEL009528	1:m	
FBgn0036230	AAEL003284	1:m	
FBgn0036235	AAEL007716	1:1	796217
FBgn0036236	AAEL007720	1:1	542216
FBgn0036237	AAEL007713	1:1	848301
FBgn0026432	AAEL002312	1:1	846080
FBgn0036239	AAEL009400	1:m	
FBgn0036239	AAEL009400	1:m	
FBgn0036240	AAEL010822	1:1	771354
FBgn0041096	AAEL005908	1:1	815829
FBgn0250876	AAEL007804	1:1	822265
FBgn0022959	AAEL001375	1:1	557268
FBgn0002565	AAEL000765	n:m	
FBgn0002565	AAEL008817	n:m	
FBgn0002565	AAB46714.1	n:m	
FBgn0002565	AAEL013759	n:m	773925
FBgn0002565	AAB64174.1	n:m	
FBgn0002565	AAEL013983	n:m	
FBgn0002565	AAEL013981	n:m	
FBgn0036254	AAEL009084	1:1	547188
FBgn0036255	AAEL009089	1:1	665759
FBgn0011455	AAEL009078	1:1	854943
FBgn0036257	AAEL009085	1:1	734461
FBgn0036258	AAEL014715	1:1	835702
FBgn0013997	AAEL005321	1:1	
FBgn0052099	AAEL013942	1:1	740672
FBgn0036259	AAEL005315	1:1	336405
FBgn0027843	AAEL005337	1:1	638899
FBgn0036262	AAEL008701	1:1	744553
FBgn0000592	AAEL012509	n:1	780909
FBgn0036263	AAEL006547	1:m	835100
FBgn0036263	AAEL015532	1:m	
FBgn0000594	AAEL012509	n:1	
FBgn0022709	AAEL009337	1:m	
FBgn0022709	AAEL009337	1:m	864441
FBgn0036266	AAEL012275	1:m	
FBgn0036266	AAEL014934	1:m	727408
FBgn0052100	AAEL001359	1:1	753978
FBgn0036271	AAEL002304	1:1	865627
FBgn0036272	AAEL001378	1:1	858379
FBgn0036277	AAEL001363	1:1	776707
FBgn0036279	AAEL006180	1:1	
FBgn0011279	AAEL006176	1:1	
FBgn0036282	AAEL001050	1:1	771988
FBgn0052103	AAEL004589	1:1	
FBgn0020655	AAEL010834	1:1	
FBgn0036286	AAEL001705	1:1	
FBgn0036288	AAEL010009	1:m	774064
FBgn0036288	AAEL011347	1:m	
FBgn0036289	AAEL007997	1:1	271146
FBgn0036292	AAEL006724	1:1	640936
FBgn0264848	AAEL006728	1:1	547155
FBgn0036294	AAEL002454	1:m	
FBgn0036294	AAEL002750	1:m	
FBgn0002466	AAEL011879	1:m	548227
FBgn0002466	AAEL015177	1:m	
FBgn0041775	AAEL011870	1:1	
FBgn0020388	AAEL000452	1:1	665374
FBgn0004926	AAEL011527	1:1	849777
FBgn0036298	AAEL011536	1:1	803284
FBgn0036299	AAEL011949	1:1	852304
FBgn0036300	AAEL009497	1:1	
FBgn0036301	AAEL010118	1:1	547169
FBgn0014343	AAEL007502	1:1	782648
FBgn0261933	AAEL004263	1:1	763369
FBgn0014007	AAEL006320	1:1	766752
FBgn0052112	AAEL005342	1:1	728554
FBgn0052109	AAEL000380	1:1	302741
FBgn0010235	AAEL012472	1:1	548354
FBgn0036305	AAEL014962	1:1	555466
FBgn0036306	AAEL001800	1:1	711922
FBgn0052113	AAEL007551	1:1	529992
FBgn0036309	AAEL010449	1:m	864189
FBgn0036309	AAEL014598	1:m	
FBgn0261674	AAEL003859	1:1	
FBgn0262714	AAEL007252	1:1	557156
FBgn0036314	AAEL000394	1:1	547121
FBgn0260965	AAEL007258	1:1	696944
FBgn0036316	AAEL008232	1:m	547596
FBgn0036316	AAEL003808	1:m	
FBgn0036316	AAEL003810	1:m	
FBgn0036316	AAEL003809	1:m	
FBgn0036318	AAEL002597	1:1	830273
FBgn0036319	AAEL002614	1:1	712029
FBgn0036323	AAEL006326	n:m	
FBgn0036323	AAEL006348	n:m	
FBgn0036323	AAEL004092	n:m	712570
FBgn0036323	AAEL004103	n:m	
FBgn0036333	AAEL007011	1:1	548814
FBgn0036334	AAEL001052	1:1	859373
FBgn0036335	AAEL013964	1:1	811510
FBgn0036336	AAEL011969	1:1	
FBgn0036337	AAEL001102	1:1	783684
FBgn0260441	AAEL010299	1:1	766653
FBgn0266709	AAEL010315	1:1	793919
FBgn0083978	AAEL013120	1:1	
FBgn0036341	AAEL009398	1:1	795553
FBgn0036343	AAEL008713	n:m	
FBgn0036343	AAEL008711	n:m	
FBgn0036343	AAEL011585	n:m	
FBgn0036343	AAEL001728	n:m	686450
FBgn0085457	AAEL011579	n:1	544964
FBgn0010452	AAEL013159	n:1	609506
FBgn0053262	AAEL011579	n:1	
FBgn0086916	AAEL002356	1:1	767569
FBgn0023095	AAEL013159	n:1	
FBgn0036353	AAEL007259	1:1	834628
FBgn0036354	AAEL003127	1:1	548771
FBgn0002573	AAEL000869	1:1	796977
FBgn0036356	AAEL011782	1:1	810422
FBgn0260049	AAEL011778	1:1	546995
FBgn0052121	AAEL011779	1:1	
FBgn0036359	AAEL000897	1:1	709392
FBgn0036361	AAEL011335	1:1	
FBgn0036362	AAEL001514	n:m	772990
FBgn0036362	AAD28248.1	n:m	
FBgn0036362	AAEL002623	n:m	
FBgn0036363	AAEL001514	n:m	
FBgn0036363	AAD28248.1	n:m	
FBgn0036363	AAEL002623	n:m	772991
FBgn0036366	AAEL009268	1:1	764005
FBgn0036368	AAEL008387	1:1	552268
FBgn0036369	AAEL001110	1:1	495853
FBgn0036372	AAEL001104	1:1	547632
FBgn0086785	AAEL011556	1:1	854871
FBgn0036376	AAEL005149	1:1	751466
FBgn0036377	AAEL009660	1:1	794923
FBgn0264001	AAEL014033	1:m	
FBgn0264001	AAEL003979	1:m	550932
FBgn0043550	AAEL004349	1:1	304658
FBgn0036381	AAEL012464	1:1	831437
FBgn0026376	AAEL000858	1:1	731502
FBgn0036386	AAEL008583	1:1	832174
FBgn0001108	AAEL006145	1:1	547272
FBgn0052137	AAEL009043	1:1	832452
FBgn0025874	AAEL013682	1:m	
FBgn0025874	AAEL004530	1:m	
FBgn0036389	AAEL001254	1:1	730767
FBgn0250848	AAEL006389	1:1	767909
FBgn0036397	AAEL001124	1:1	794864
FBgn0036398	AAEL001147	1:1	
FBgn0061515	AAEL007717	1:1	693494
FBgn0267795	AAEL009371	1:1	551557
FBgn0013563	AAEL000895	1:1	848830
FBgn0000411	AAEL000893	1:1	558503
FBgn0036414	AAEL001123	1:1	548296
FBgn0036423	AAEL009056	1:m	
FBgn0036423	AAEL002442	1:m	753273
FBgn0036427	AAEL007519	1:1	
FBgn0026409	AAEL011184	1:1	
FBgn0054039	AAEL010177	1:1	727198
FBgn0003388	AAEL010946	1:1	821135
FBgn0036433	AAEL010956	1:1	798192
FBgn0041604	AAEL000433	1:1	829022
FBgn0259175	AAEL010912	1:1	
FBgn0036436	AAEL007511	1:1	557580
FBgn0036437	AAEL014067	1:1	515496
FBgn0013263	AAEL000970	1:1	561180
FBgn0260233	AAEL000397	1:1	
FBgn0053260	AAEL008576	1:1	753746
FBgn0036446	AAEL013897	1:1	802197
FBgn0036449	AAEL011918	1:1	782655
FBgn0036450	AAEL008382	1:1	
FBgn0029148	AAEL003469	1:1	861737
FBgn0036454	AAEL003133	1:1	266114
FBgn0259099	AAEL012717	1:m	
FBgn0259099	AAEL014202	1:m	549814
FBgn0036460	AAEL008147	1:m	
FBgn0036460	AAEL014159	1:m	547283
FBgn0002778	AAEL014161	1:1	756786
FBgn0036461	AAEL008146	1:m	
FBgn0036461	AAEL014156	1:m	789347
FBgn0036462	AAEL006386	1:1	851112
FBgn0023174	AAEL003431	1:1	860127
FBgn0036463	AAEL006397	1:1	834083
FBgn0025776	AAEL004130	1:1	771170
FBgn0036474	AAEL003369	n:1	
FBgn0027088	AAEL005728	1:1	866126
FBgn0266452	AAEL005455	1:1	865994
FBgn0036480	AAEL006340	1:1	548105
FBgn0036481	AAEL006341	1:1	716384
FBgn0052847	AAEL006550	1:1	
FBgn0014002	AAEL000641	1:1	780359
FBgn0047178	AAEL002225	1:1	838696
FBgn0036484	AAEL011781	1:1	495780
FBgn0036485	AAEL011784	1:1	513110
FBgn0036486	AAEL011780	1:1	864532
FBgn0036489	AAEL008391	1:1	542410
FBgn0036488	AAEL008394	1:1	837002
FBgn0029114	AAEL000633	1:1	551306
FBgn0036493	AAEL009362	1:1	
FBgn0036494	AAEL000671	1:1	558521
FBgn0036495	AAEL000302	1:1	
FBgn0040805	AAEL000644	1:1	
FBgn0036500	AAEL014704	1:1	865108
FBgn0036501	AAEL006718	1:m	
FBgn0036501	AAEL005353	1:m	781468
FBgn0026738	AAEL002529	1:1	843657
FBgn0036502	AAEL000663	1:1	841910
FBgn0000565	AAEL000670	1:1	717330
FBgn0036504	AAEL006329	1:1	336401
FBgn0036505	AAEL006346	1:m	
FBgn0036505	AAEL006346	1:m	822412
FBgn0004396	AAEL000402	1:1	753246
FBgn0036509	AAEL006343	1:1	731486
FBgn0036510	AAEL013396	1:1	840561
FBgn0267390	AAEL006330	1:1	549046
FBgn0036512	AAEL006337	1:1	731698
FBgn0261109	AAEL006356	1:1	776808
FBgn0036514	AAEL008706	1:1	547174
FBgn0036515	AAEL006727	1:1	848583
FBgn0036516	AAEL008837	1:1	548207
FBgn0036519	AAEL011096	1:1	803158
FBgn0036520	AAEL010353	1:1	267992
FBgn0261722	AAEL000930	1:m	
FBgn0261722	AAEL000930	1:m	856134
FBgn0040230	AAEL010911	1:1	549759
FBgn0036536	AAEL001249	1:1	679098
FBgn0036537	AAEL001247	n:m	514934
FBgn0036537	AAEL001264	n:m	
FBgn0036538	AAEL001247	n:m	
FBgn0036538	AAEL001264	n:m	514936
FBgn0036544	AAEL001139	1:1	548987
FBgn0036545	AAEL013979	1:m	
FBgn0036545	AAEL013979	1:m	689235
FBgn0036546	AAEL008184	1:1	271210
FBgn0263599	AAEL011187	1:1	823913
FBgn0036549	AAEL002607	1:1	
FBgn0000212	AAEL004942	1:1	547306
FBgn0036551	AAEL004967	n:1	853557
FBgn0036552	AAEL004967	n:1	
FBgn0000115	AAEL014177	1:1	775022
FBgn0263600	AAEL014178	1:1	761185
FBgn0036556	AAEL003412	1:1	
FBgn0036557	AAEL011925	1:1	804362
FBgn0263601	AAEL011927	1:1	826314
FBgn0044028	AAEL000104	1:1	260473
FBgn0036560	AAEL010678	1:1	494768
FBgn0260635	AAEL009074	1:1	
FBgn0005536	AAEL012753	1:1	
FBgn0263602	AAEL008258	1:1	
FBgn0036565	AAEL005869	1:1	738336
FBgn0036566	AAEL001752	1:1	836436
FBgn0036567	AAEL005227	1:1	269266
FBgn0036569	AAEL009917	1:1	490197
FBgn0036570	AAEL010663	1:1	851214
FBgn0263603	AAEL008171	1:1	851410
FBgn0036571	AAEL009048	1:1	641383
FBgn0003076	AAEL010037	1:1	815750
FBgn0011016	AAEL010032	1:1	850573
FBgn0266724	AAEL008255	1:1	836576
FBgn0036574	AAEL012637	1:1	557481
FBgn0036575	AAEL004450	n:m	
FBgn0036575	AAEL004450	n:m	
FBgn0263605	AAEL006549	1:1	495157
FBgn0036579	AAEL006553	1:1	780363
FBgn0036580	AAEL006557	1:1	859363
FBgn0036581	AAEL014501	1:1	671305
FBgn0263606	AAEL004465	1:1	647555
FBgn0263607	AAEL000271	1:1	859099
FBgn0040798	AAEL001692	1:1	
FBgn0036587	AAEL007103	1:1	763517
FBgn0036599	AAEL001683	n:m	
FBgn0036599	AAEL001704	n:m	
FBgn0036600	AAEL001683	n:m	562112
FBgn0036600	AAEL001704	n:m	
FBgn0036601	AAEL001683	n:m	
FBgn0036601	AAEL001704	n:m	280614
FBgn0036612	AAEL001675	1:1	757720
FBgn0260460	AAEL001943	1:m	
FBgn0260460	AAEL001926	1:m	805970
FBgn0036614	AAEL005073	1:1	
FBgn0036615	AAEL001942	1:m	804776
FBgn0036615	AAEL001931	1:m	
FBgn0266417	AAEL008569	1:1	
FBgn0036622	AAEL010399	n:m	860439
FBgn0036622	AAEL014026	n:m	
FBgn0036623	AAEL010399	n:m	
FBgn0036623	AAEL014026	n:m	860435
FBgn0266099	AAEL012498	1:1	725330
FBgn0014163	AAEL003453	1:1	839925
FBgn0028399	AAEL005699	1:1	738166
FBgn0036629	AAEL005688	1:1	816979
FBgn0027080	AAEL001044	1:1	860255
FBgn0053158	AAEL001019	1:1	863715
FBgn0260388	AAEL001047	1:1	548723
FBgn0026061	AAEL011510	1:m	
FBgn0026061	AAEL014842	1:m	
FBgn0026061	AAEL015040	1:m	703742
FBgn0262732	AAEL008768	1:1	764160
FBgn0036640	AAEL006050	1:1	650829
FBgn0036641	AAEL008700	1:1	
FBgn0028693	AAEL002789	1:1	822819
FBgn0250814	AAEL005269	1:1	761734
FBgn0036643	AAEL005258	1:1	494704
FBgn0002283	AAEL006839	1:1	756360
FBgn0042178	AAEL010698	n:1	
FBgn0042177	AAEL010698	n:1	858802
FBgn0036648	AAEL013382	1:1	526589
FBgn0002284	AAEL008770	1:1	860126
FBgn0004465	AAEL008776	1:1	839883
FBgn0025558	AAEL010306	1:1	784703
FBgn0017572	AAEL002924	1:1	834773
FBgn0000017	AAEL008777	1:1	554062
FBgn0260960	AAEL013128	1:1	
FBgn0010223	AAEL013124	1:m	
FBgn0010223	AAEL013123	1:m	498849
FBgn0040512	AAEL013121	1:1	727155
FBgn0000414	AAEL008229	1:m	
FBgn0000414	AAEL011241	1:m	762650
FBgn0036659	AAEL009236	1:m	
FBgn0036659	AAEL015022	1:m	814899
FBgn0004108	AAEL009240	1:1	780876
FBgn0036660	AAEL009242	1:1	745971
FBgn0036661	AAEL009235	1:1	
FBgn0036662	AAEL002349	1:1	547013
FBgn0025582	AAEL002334	1:1	864619
FBgn0036663	AAEL014768	1:1	760648
FBgn0021768	AAEL001682	1:1	748277
FBgn0036666	AAEL012515	1:1	547345
FBgn0036667	AAEL012511	1:1	650563
FBgn0003410	AAEL009614	1:1	650683
FBgn0036671	AAEL009388	1:1	849411
FBgn0036680	AAEL006737	1:1	560435
FBgn0010352	AAEL006721	1:1	864282
FBgn0036684	AAEL001387	1:1	805963
FBgn0036685	AAEL001379	1:1	549149
FBgn0036686	AAEL003555	1:1	659144
FBgn0036691	AAEL002069	1:1	524465
FBgn0261872	AAEL010837	1:1	549067
FBgn0036695	AAEL004594	1:1	665212
FBgn0036696	AAEL010832	1:1	794647
FBgn0010424	AAEL000744	n:1	552262
FBgn0036698	AAEL000733	1:1	550221
FBgn0036702	AAEL008565	1:1	
FBgn0036710	AAEL012838	1:1	
FBgn0036713	AAEL012139	1:1	706682
FBgn0015550	AAEL009609	1:m	
FBgn0015550	AAEL014143	1:m	
FBgn0036715	AAEL009616	1:1	792437
FBgn0027660	AAEL010883	1:m	728873
FBgn0027660	AAEL014927	1:m	
FBgn0266669	AAEL009200	1:1	852352
FBgn0040793	AAEL009201	1:1	780280
FBgn0053051	AAEL009202	1:1	748385
FBgn0042641	AAEL014644	1:m	778632
FBgn0042641	AAEL014643	1:m	
FBgn0052174	AAEL014646	1:1	741997
FBgn0052176	AAEL012081	1:1	552811
FBgn0036725	AAEL002094	1:1	798757
FBgn0036726	AAEL012317	1:1	772219
FBgn0036728	AAEL005143	1:1	750650
FBgn0036730	AAEL001425	n:1	
FBgn0036733	AAEL010013	1:1	546976
FBgn0036734	AAEL009145	1:1	547652
FBgn0036735	AAEL008375	1:1	766802
FBgn0259174	AAEL002536	1:1	
FBgn0036738	AAEL008208	n:m	
FBgn0036738	AAEL008207	n:m	
FBgn0036738	AAEL008203	n:m	
FBgn0036738	AAEL008221	n:m	
FBgn0036738	AAEL008206	n:m	
FBgn0036738	AAEL008199	n:m	
FBgn0025455	AAEL004839	1:1	560691
FBgn0036740	AAEL005797	1:1	834315
FBgn0036741	AAEL005795	1:1	807737
FBgn0036742	AAEL013430	1:1	
FBgn0004401	AAEL009422	1:m	552958
FBgn0004401	AAEL001279	1:m	
FBgn0052177	AAEL000985	1:1	828262
FBgn0052179	AAEL010067	1:1	733179
FBgn0036745	AAEL013494	1:1	826756
FBgn0052183	AAEL005664	1:1	738390
FBgn0036749	AAEL009396	n:1	
FBgn0036750	AAEL009045	n:m	
FBgn0036750	AAEL009050	n:m	
FBgn0036750	AAEL009044	n:m	
FBgn0036752	AAEL005676	1:m	
FBgn0036752	AAEL005672	1:m	759237
FBgn0052190	AAEL001275	1:1	659222
FBgn0036754	AAEL012962	1:1	
FBgn0036756	AAEL009909	1:1	699455
FBgn0036757	AAEL010767	n:m	
FBgn0036757	AAEL010774	n:m	770557
FBgn0036757	AAEL010880	n:m	
FBgn0261402	AAEL010767	n:m	
FBgn0261402	AAEL010774	n:m	
FBgn0261402	AAEL010880	n:m	
FBgn0261401	AAEL010767	n:m	770564
FBgn0261401	AAEL010774	n:m	
FBgn0261401	AAEL010880	n:m	
FBgn0036760	AAEL009503	1:1	713115
FBgn0036761	AAEL006934	1:1	839312
FBgn0036762	AAEL006928	1:1	510537
FBgn0036765	AAEL005134	n:1	748808
FBgn0036768	AAEL005134	n:1	
FBgn0036769	AAEL005137	1:1	641208
FBgn0036770	AAEL003548	1:1	771379
FBgn0036771	AAEL003087	1:1	640838
FBgn0036772	AAEL003070	1:1	856374
FBgn0000568	AAEL007397	1:1	813925
FBgn0036773	AAEL006543	1:1	736984
FBgn0036774	AAEL008800	1:1	857522
FBgn0036775	AAEL008794	1:1	755576
FBgn0002901	AAEL002238	1:1	334170
FBgn0020300	AAEL006310	1:1	735144
FBgn0036780	AAEL005316	1:1	334191
FBgn0052196	AAEL000186	n:1	845413
FBgn0036787	AAEL000186	n:1	
FBgn0036790	AAEL012920	1:1	
FBgn0013717	AAEL003517	1:1	547171
FBgn0040323	AAEL007626	1:1	
FBgn0036804	AAEL004574	1:1	727398
FBgn0036805	AAEL013119	1:1	775716
FBgn0036806	AAEL006827	n:m	
FBgn0036806	AAEL001960	n:m	
FBgn0036806	AAEL002005	n:m	
FBgn0036806	AAEL002031	n:m	
FBgn0036811	AAEL000720	1:1	
FBgn0036812	AAEL000699	1:1	752193
FBgn0036813	AAEL000955	1:1	833564
FBgn0001078	AAEL002062	1:1	840638
FBgn0000261	AAEL013407	1:1	710656
FBgn0036816	AAEL009863	1:m	547095
FBgn0036816	AAEL009856	1:m	
FBgn0036816	AAEL009855	1:m	
FBgn0036817	AAEL004543	1:1	
FBgn0036820	AAEL013980	n:1	
FBgn0025807	AAEL010759	1:1	
FBgn0014075	AAEL000444	1:1	689150
FBgn0036821	AAEL009232	1:1	547297
FBgn0036824	AAEL007555	1:1	832460
FBgn0036825	AAEL005817	1:1	846145
FBgn0036826	AAEL008843	n:m	784005
FBgn0036826	AAEL011859	n:m	
FBgn0036827	AAEL015120	1:1	549640
FBgn0027057	AAEL015122	1:1	810106
FBgn0036828	AAEL010387	1:1	546971
FBgn0036829	AAEL009696	1:m	
FBgn0036829	AAEL005875	1:m	
FBgn0036831	AAEL006326	n:m	
FBgn0036831	AAEL006348	n:m	
FBgn0036831	AAEL004092	n:m	
FBgn0036831	AAEL004103	n:m	334733
FBgn0036833	AAEL006326	n:m	
FBgn0036833	AAEL006348	n:m	712569
FBgn0036833	AAEL004092	n:m	
FBgn0036833	AAEL004103	n:m	
FBgn0036834	AAEL003898	1:1	848440
FBgn0036838	AAEL000674	1:1	849420
FBgn0036839	AAEL003788	1:1	771989
FBgn0036843	AAEL009810	1:1	862629
FBgn0036844	AAEL001145	1:1	
FBgn0036846	AAEL006752	1:1	842526
FBgn0036847	AAEL004425	1:1	818275
FBgn0036848	AAEL000673	1:1	732274
FBgn0036850	AAEL006735	1:1	794878
FBgn0016797	AAEL006778	1:1	641165
FBgn0040075	AAEL010341	1:1	862825
FBgn0026630	AAEL005583	1:1	525807
FBgn0260857	AAEL007261	1:1	797383
FBgn0036856	AAEL011749	1:1	
FBgn0036857	AAEL011756	1:1	661716
FBgn0036859	AAEL012309	1:m	
FBgn0036859	AAEL005810	1:m	303623
FBgn0036862	AAEL006216	1:1	750869
FBgn0003089	AAEL006219	1:1	782532
FBgn0052206	AAEL014214	1:1	790161
FBgn0036870	AAEL001685	1:1	
FBgn0036875	AAEL001423	n:1	789722
FBgn0036877	AAEL001423	n:1	
FBgn0036880	AAEL008970	1:1	749884
FBgn0262517	AAEL002345	1:1	
FBgn0260461	AAEL006592	1:m	
FBgn0260461	AAEL002361	1:m	
FBgn0036886	AAEL002322	1:1	727389
FBgn0005564	AAEL007104	1:1	710833
FBgn0036888	AAEL010359	1:1	546828
FBgn0036889	AAEL009023	1:1	
FBgn0005386	AAEL009666	1:1	744883
FBgn0010417	AAEL006988	1:1	709341
FBgn0020277	AAEL006454	1:m	746096
FBgn0020277	AAEL014082	1:m	
FBgn0036891	AAEL007796	1:1	554504
FBgn0036892	AAEL006474	1:1	846405
FBgn0260655	AAEL015039	1:m	
FBgn0260655	AAEL015108	1:m	797194
FBgn0029094	AAEL012830	1:1	840865
FBgn0036896	AAEL010835	1:1	555001
FBgn0022774	AAEL005289	1:1	831436
FBgn0004623	AAEL008108	1:1	610355
FBgn0261341	AAEL003425	1:1	529028
FBgn0260653	AAEL003419	1:1	529040
FBgn0262516	AAEL001557	n:1	829535
FBgn0261360	AAEL008390	n:1	812924
FBgn0261361	AAEL001557	n:1	
FBgn0266136	AAEL008390	n:1	
FBgn0261283	AAEL010555	1:1	783982
FBgn0260874	AAEL000031	n:m	689767
FBgn0260874	AAEL000007	n:m	
FBgn0260874	AAEL000089	n:m	
FBgn0260874	AAEL000066	n:m	
FBgn0260874	AAEL000018	n:m	
FBgn0036908	AAEL013999	1:1	675814
FBgn0036909	AAEL010906	1:1	542792
FBgn0024889	AAEL010900	1:1	515825
FBgn0036910	AAEL002043	1:m	819037
FBgn0036910	AAEL002071	1:m	
FBgn0023094	AAEL002049	1:1	
FBgn0036911	AAEL011570	1:1	671260
FBgn0013799	AAEL013408	1:1	847276
FBgn0003744	AAEL010021	1:1	547416
FBgn0020389	AAEL005605	1:1	846269
FBgn0262518	AAEL010170	1:1	
FBgn0036913	AAEL010184	1:1	
FBgn0262519	AAEL013136	1:1	547866
FBgn0036915	AAEL011745	1:1	495562
FBgn0036916	AAEL006697	1:1	847597
FBgn0028695	AAEL006315	1:1	865398
FBgn0020887	AAEL008578	1:1	799051
FBgn0036918	AAEL001103	1:1	853825
FBgn0036920	AAEL003344	1:1	839872
FBgn0036921	AAEL012996	1:1	830163
FBgn0004852	AAEL008859	1:1	
FBgn0036922	AAEL003464	1:1	793370
FBgn0052220	AAEL012868	1:1	687641
FBgn0013303	AAEL004269	1:1	551232
FBgn0036926	AAEL004248	1:1	554930
FBgn0036927	AAEL012609	1:1	831438
FBgn0036931	AAEL006763	1:1	828777
FBgn0036932	AAEL000562	1:1	824601
FBgn0036936	AAEL006350	1:1	671918
FBgn0036937	AAEL006360	1:1	770505
FBgn0036939	AAEL010369	1:1	
FBgn0005198	AAEL007712	1:1	776329
FBgn0036942	AAEL006316	1:1	
FBgn0036945	AAEL002578	1:1	332225
FBgn0260393	AAEL002613	1:1	
FBgn0260397	AAEL011415	1:1	538653
FBgn0036956	AAEL006581	n:1	723262
FBgn0024814	AAEL000934	1:1	843275
FBgn0036959	AAEL014287	1:1	830403
FBgn0265959	AAEL003322	1:1	699333
FBgn0036964	AAEL006845	1:1	843460
FBgn0052226	AAEL004196	1:1	303820
FBgn0036967	AAEL006847	1:1	840562
FBgn0052225	AAEL010324	1:1	815469
FBgn0003124	AAEL013390	1:1	547549
FBgn0250791	AAEL011776	1:1	865173
FBgn0262057	AAEL011777	1:1	847737
FBgn0036973	AAEL003140	1:1	650805
FBgn0036974	AAEL011742	1:1	865596
FBgn0036975	AAEL010951	1:1	824819
FBgn0024887	AAEL014870	1:m	
FBgn0024887	AAEL000290	1:m	861329
FBgn0259676	AAEL004698	1:1	831189
FBgn0036978	AAEL011734	1:m	
FBgn0036978	AAEL013441	1:m	
FBgn0036979	AAEL011740	1:1	733165
FBgn0001247	AAEL011731	1:m	761731
FBgn0001247	AAEL014897	1:m	
FBgn0036980	AAEL014636	1:m	
FBgn0036980	AAEL003587	1:m	842477
FBgn0027565	AAEL011747	1:m	516196
FBgn0027565	AAEL014895	1:m	
FBgn0011205	AAEL012409	1:1	835113
FBgn0053969	AAEL011561	1:1	856324
FBgn0036984	AAEL009358	1:m	756805
FBgn0036984	AAEL012129	1:m	
FBgn0036986	AAEL002547	1:1	332167
FBgn0036987	AAEL000106	1:1	
FBgn0036988	AAEL000399	1:1	547924
FBgn0029158	AAEL009368	1:1	862736
FBgn0036990	AAEL003409	1:1	809309
FBgn0036992	AAEL010442	1:m	
FBgn0036992	AAEL014600	1:m	859990
FBgn0036994	AAEL010385	1:1	799745
FBgn0036995	AAEL003408	1:1	553325
FBgn0036997	AAEL003443	1:1	547107
