drosophila_ID	anopheles_ID	orthotype	OMAgroup
FBgn0036512	AGAP011975	1:1	
FBgn0261109	AGAP010984	1:1	776808
FBgn0036514	AGAP003632	1:1	547174
FBgn0036515	AGAP005418	1:1	848583
FBgn0036516	AGAP008680	1:1	548207
FBgn0036519	AGAP004468	1:1	803158
FBgn0036520	AGAP012002	1:1	267992
FBgn0261722	AGAP011546	1:1	856134
FBgn0040230	AGAP011587	1:1	549759
FBgn0036536	AGAP005605	1:1	679098
FBgn0036537	AGAP005602	n:m	514934
FBgn0036537	AGAP005603	n:m	
FBgn0036538	AGAP005602	n:m	
FBgn0036538	AGAP005603	n:m	
FBgn0036544	AGAP012244	1:1	548987
FBgn0000489	AGAP011840	1:1	
FBgn0036545	AGAP011108	1:1	689235
FBgn0036546	AGAP001882	1:1	271210
FBgn0263599	AGAP001519	1:1	823913
FBgn0000212	AGAP010462	1:1	547306
FBgn0036551	AGAP010463	n:1	853557
FBgn0036552	AGAP010463	n:1	
FBgn0000115	AGAP011730	1:1	775022
FBgn0259824	AGAP011732	1:1	752806
FBgn0036556	AGAP011422	1:1	708550
FBgn0036557	AGAP011931	1:1	804362
FBgn0263601	AGAP011932	1:1	826314
FBgn0044028	AGAP006073	1:1	260473
FBgn0036560	AGAP007284	1:1	494768
FBgn0260635	AGAP007294	1:1	
FBgn0005536	AGAP006665	1:1	
FBgn0263602	AGAP002531	1:1	848397
FBgn0036565	AGAP011450	1:1	738336
FBgn0036566	AGAP005777	1:1	836436
FBgn0036567	AGAP003804	1:1	269266
FBgn0036569	AGAP003156	1:1	490197
FBgn0036570	AGAP005494	1:1	851214
FBgn0263603	AGAP001905	1:1	
FBgn0010280	AGAP005719	1:1	
FBgn0036571	AGAP007019	1:1	641383
FBgn0003076	AGAP005860	1:1	815750
FBgn0011016	AGAP005861	1:1	850573
FBgn0266724	AGAP002528	1:1	836576
FBgn0036574	AGAP006062	1:1	557481
FBgn0263605	AGAP006092	1:1	495157
FBgn0036579	AGAP005431	1:1	780363
FBgn0036580	AGAP005432	1:1	859363
FBgn0036581	AGAP006248	1:1	671305
FBgn0263606	AGAP004722	1:1	647555
FBgn0263607	AGAP006670	1:1	859099
FBgn0040799	AGAP007149	n:1	
FBgn0040798	AGAP007156	n:1	
FBgn0036587	AGAP007045	1:1	763517
FBgn0036589	AGAP007149	n:1	561438
FBgn0036599	AGAP006145	n:m	
FBgn0036599	AGAP006146	n:m	612512
FBgn0036599	AGAP006148	n:m	
FBgn0036600	AGAP006145	n:m	562112
FBgn0036600	AGAP006146	n:m	
FBgn0036600	AGAP006148	n:m	
FBgn0036601	AGAP006145	n:m	
FBgn0036601	AGAP006146	n:m	
FBgn0036601	AGAP006148	n:m	
FBgn0036605	AGAP003334	n:1	686317
FBgn0036606	AGAP003334	n:1	
FBgn0036612	AGAP006954	1:1	757720
FBgn0260460	AGAP006953	1:1	805970
FBgn0036615	AGAP006952	1:1	804776
FBgn0011693	AGAP006926	n:1	
FBgn0266417	AGAP006948	1:1	720777
FBgn0036620	AGAP006926	n:1	
FBgn0036622	AGAP007113	n:1	
FBgn0036623	AGAP007113	n:1	860435
FBgn0266099	AGAP012365	1:1	725330
FBgn0014163	AGAP011334	1:1	839925
FBgn0028399	AGAP002569	1:1	738166
FBgn0036629	AGAP002570	1:1	816979
FBgn0027080	AGAP003003	1:1	860255
FBgn0053158	AGAP003001	1:1	863715
FBgn0260388	AGAP003000	1:1	548723
FBgn0003515	AGAP000506	1:1	548995
FBgn0026061	AGAP006962	1:1	703742
FBgn0262732	AAL68796.1	1:1	764160
FBgn0036640	AGAP002004	1:1	650829
FBgn0036641	AGAP004011	1:1	
FBgn0028693	AGAP002606	1:1	822819
FBgn0250814	AGAP006099	1:1	761734
FBgn0036643	AGAP006100	1:1	494704
FBgn0002283	AGAP002533	1:1	756360
FBgn0042178	AGAP006942	n:1	
FBgn0042177	AGAP006942	n:1	858802
FBgn0036648	AGAP006085	1:1	526589
FBgn0002284	AGAP004991	1:1	860126
FBgn0004465	AGAP004992	1:1	839883
FBgn0025558	AGAP011081	1:1	784703
FBgn0017572	AGAP000812	1:1	834773
FBgn0000017	AGAP004989	1:1	554062
FBgn0260960	AGAP006520	1:1	650972
FBgn0010223	ABA56306.1	1:1	498849
FBgn0040512	AGAP006522	1:1	727155
FBgn0000414	AGAP006528	1:1	762650
FBgn0004556	AGAP006941	1:1	547654
FBgn0036659	AGAP006426	1:1	
FBgn0004108	AGAP005644	1:1	780876
FBgn0036660	AGAP005643	1:1	745971
FBgn0036661	AGAP005641	1:1	817569
FBgn0036662	AGAP006943	1:1	547013
FBgn0025582	AGAP006944	1:1	864619
FBgn0036663	AGAP006360	1:1	760648
FBgn0021768	AGAP006117	1:1	748277
FBgn0036666	AGAP005934	1:1	547345
FBgn0036667	AGAP005935	1:1	650563
FBgn0036668	AGAP006128	1:1	696946
FBgn0003250	AGAP006126	n:1	
FBgn0003410	AGAP006127	1:1	650683
FBgn0036671	AGAP011801	1:1	
FBgn0036680	AGAP006369	1:1	560435
FBgn0010352	AGAP006366	1:1	864282
FBgn0036684	AGAP005886	1:1	805963
FBgn0036685	AGAP005883	1:1	549149
FBgn0036686	AGAP005871	1:1	659144
FBgn0036691	AGAP005650	1:1	524465
FBgn0261872	AGAP005953	1:1	
FBgn0036695	AGAP006509	1:1	665212
FBgn0036696	AGAP005957	1:1	
FBgn0010424	AGAP007339	n:1	
FBgn0036697	AGAP006653	1:1	
FBgn0036698	AGAP006654	1:1	550221
FBgn0036702	AGAP006949	1:1	848764
FBgn0036715	AGAP006256	1:1	792437
FBgn0036717	AGAP005952	1:1	
FBgn0027660	AGAP004932	1:1	728873
FBgn0266669	AGAP012417	1:1	852352
FBgn0040793	AGAP010920	1:m	
FBgn0040793	AGAP012418	1:m	780280
FBgn0053051	AGAP012416	1:1	748385
FBgn0042641	AGAP005200	1:1	778632
FBgn0052174	AGAP005199	1:1	741997
FBgn0052176	AGAP002214	1:1	552811
FBgn0036726	AGAP005109	1:1	772219
FBgn0036728	AGAP010337	1:1	
FBgn0036733	AGAP002144	1:1	546976
FBgn0036734	AGAP008314	1:1	
FBgn0036735	AGAP003131	1:1	
FBgn0259174	AGAP000787	1:1	739652
FBgn0023197	AGAP005669	1:m	
FBgn0023197	AGAP005691	1:m	
FBgn0036738	AGAP005642	n:m	
FBgn0036738	AGAP005665	n:m	
FBgn0036738	AGAP005689	n:m	
FBgn0036738	AGAP005690	n:m	
FBgn0036738	AGAP007251	n:m	
FBgn0036738	AGAP007252	n:m	
FBgn0036738	AGAP002432	n:m	
FBgn0036740	AGAP005100	1:1	834315
FBgn0036741	AGAP006992	1:1	807737
FBgn0036742	AGAP001561	1:1	
FBgn0004401	AGAP004864	1:1	552958
FBgn0052177	AGAP005801	1:1	828262
FBgn0036745	AAL68777.1	1:1	826756
FBgn0052183	AGAP006908	1:1	
FBgn0036749	AGAP011207	n:1	
FBgn0036750	AGAP007014	1:1	
FBgn0036751	AGAP006906	n:m	759242
FBgn0036751	AGAP006907	n:m	
FBgn0036752	AGAP006906	n:m	
FBgn0036752	AGAP006907	n:m	
FBgn0052190	AGAP005608	1:1	
FBgn0036754	AGAP012358	1:1	
FBgn0052191	AGAP011347	n:1	748787
FBgn0036756	AGAP003934	1:1	
FBgn0001134	AGAP011349	1:1	637294
FBgn0036760	AGAP011350	1:1	713115
FBgn0036761	AGAP011626	1:1	
FBgn0036762	AGAP011629	1:1	510537
FBgn0036765	AGAP011347	n:1	
FBgn0036768	AGAP011348	1:1	748786
FBgn0036769	AGAP011342	1:1	641208
FBgn0036770	AGAP010389	1:1	771379
FBgn0036771	AGAP006359	1:1	640838
FBgn0036772	AGAP006358	1:1	856374
FBgn0000568	AGAP012223	1:1	813925
FBgn0036773	AGAP005433	1:1	736984
FBgn0036774	AGAP004481	1:1	857522
FBgn0036775	AGAP004480	1:1	755576
FBgn0002901	AGAP008194	1:1	334170
FBgn0020300	AGAP005168	1:1	735144
FBgn0036780	AGAP007564	1:1	334191
FBgn0036783	AGAP002885	1:1	689985
FBgn0052196	AGAP010447	n:1	845413
FBgn0036787	AGAP010447	n:1	
FBgn0036790	AGAP010486	1:m	
FBgn0036790	AGAP012268	1:m	657285
FBgn0013717	AGAP012119	1:1	547171
FBgn0040323	AAR13747.1	1:1	
FBgn0036804	AGAP001393	1:1	727398
FBgn0036805	AGAP006518	1:1	775716
FBgn0036812	AGAP007875	1:1	752193
FBgn0036813	AGAP011582	1:1	833564
FBgn0001078	AGAP005661	1:1	840638
FBgn0000261	AAR90327.1	1:1	710656
FBgn0036816	AGAP007054	1:m	
FBgn0036816	AGAP007055	1:m	547095
FBgn0036817	AGAP001395	1:1	
FBgn0036820	AAU93509.1	1:1	736127
FBgn0025807	AGAP002522	1:1	767478
FBgn0014075	AGAP003560	1:1	689150
FBgn0036821	AGAP011603	1:1	
FBgn0036824	AGAP009783	1:1	832460
FBgn0036825	AGAP002468	1:1	846145
FBgn0036826	AGAP012124	n:m	784005
FBgn0036826	AGAP000706	n:m	
FBgn0036826	AGAP012911	n:m	
FBgn0036827	AGAP004952	1:1	549640
FBgn0027057	AGAP004953	1:1	810106
FBgn0036828	AGAP005640	1:1	546971
FBgn0036831	AGAP011025	n:m	
FBgn0036831	AGAP011046	n:m	
FBgn0036831	AGAP011047	n:m	334733
FBgn0036831	AGAP011048	n:m	
FBgn0036833	AGAP011025	n:m	712569
FBgn0036833	AGAP011046	n:m	
FBgn0036833	AGAP011047	n:m	
FBgn0036833	AGAP011048	n:m	
FBgn0036834	AGAP001974	1:1	848440
FBgn0036838	AGAP012408	1:1	849420
FBgn0036839	AGAP001025	1:1	771989
FBgn0036842	AGAP005163	1:1	
FBgn0036843	AGAP007119	1:1	862629
FBgn0036844	AGAP012237	1:1	709080
FBgn0036846	AGAP005414	1:1	842526
FBgn0036847	AGAP011140	1:1	818275
FBgn0036848	AGAP011983	1:1	732274
FBgn0036850	AGAP005413	1:1	794878
FBgn0016797	AGAP010442	1:1	641165
FBgn0040075	AGAP009746	1:1	862825
FBgn0026630	AGAP012258	1:1	525807
FBgn0260857	AGAP012272	1:1	797383
FBgn0036856	AGAP000172	1:1	
FBgn0036857	AGAP000881	1:1	661716
FBgn0036859	AGAP007105	1:1	303623
FBgn0036858	AGAP009251	1:1	
FBgn0036862	AGAP006052	1:1	750869
FBgn0028380	AGAP006056	1:1	
FBgn0003089	AGAP006058	1:1	782532
FBgn0052206	AGAP006059	1:1	790161
FBgn0036871	AGAP007154	n:m	
FBgn0036871	AGAP007155	n:m	562835
FBgn0052214	AGAP007154	n:m	
FBgn0052214	AGAP007155	n:m	
FBgn0052208	AGAP007154	n:m	
FBgn0052208	AGAP007155	n:m	
FBgn0036872	AGAP007154	n:m	613496
FBgn0036872	AGAP007155	n:m	
FBgn0036873	AGAP007154	n:m	
FBgn0036873	AGAP007155	n:m	
FBgn0052213	AGAP007154	n:m	
FBgn0052213	AGAP007155	n:m	
FBgn0036875	AGAP007400	1:1	789722
FBgn0036880	AGAP006867	1:1	749884
FBgn0262517	AGAP007143	1:1	834243
FBgn0036886	AGAP007145	1:1	727389
FBgn0005564	AGAP007046	1:1	
FBgn0036888	AGAP012005	1:1	546828
FBgn0036889	AGAP003655	1:1	
FBgn0005386	AGAP001535	1:1	744883
FBgn0010417	AGAP004254	1:1	709341
FBgn0020277	AAL84182.1	1:m	
FBgn0020277	AAL84183.1	1:m	746096
FBgn0036891	AGAP002422	1:1	554504
FBgn0036892	AGAP010451	1:1	846405
FBgn0260655	AGAP006965	1:1	797194
FBgn0029094	AGAP005920	1:1	
FBgn0036896	AGAP006461	1:1	555001
FBgn0022774	AGAP004793	1:1	831436
FBgn0004623	AGAP001506	1:1	610355
FBgn0261341	AGAP011937	1:1	529028
FBgn0260653	AGAP011936	1:1	529040
FBgn0262516	AGAP007710	n:1	829535
FBgn0261360	AGAP012163	n:1	812924
FBgn0261361	AGAP007710	n:1	
FBgn0266136	AGAP012163	n:1	
FBgn0261283	AGAP000076	1:1	783982
FBgn0260874	AGAP002904	1:m	
FBgn0260874	AGAP003531	1:m	
FBgn0260874	AGAP008759	1:m	
FBgn0036908	AGAP007003	1:1	675814
FBgn0036909	AGAP005402	1:1	542792
FBgn0024889	AGAP005401	1:1	515825
FBgn0036910	AAU93475.1	1:m	
FBgn0036910	AGAP005657	1:m	
FBgn0036910	AGAP005660	1:m	
FBgn0036910	AGAP012667	1:m	
FBgn0023094	AGAP005655	1:1	
FBgn0036911	AGAP002269	1:1	671260
FBgn0013799	AGAP004905	1:1	847276
FBgn0003744	AGAP005521	1:1	547416
FBgn0020389	AGAP001256	1:1	846269
FBgn0036913	AGAP001209	1:1	560206
FBgn0262519	AGAP012009	1:1	547866
FBgn0036915	AGAP004682	1:1	495562
FBgn0036916	AGAP011906	1:1	
FBgn0028695	AGAP002481	1:1	865398
FBgn0036918	AGAP012235	1:1	853825
FBgn0036920	AGAP008150	1:1	839872
FBgn0036921	AGAP012168	1:1	830163
FBgn0004852	AGAP010436	1:1	501069
FBgn0036922	AGAP012207	1:1	793370
FBgn0052220	AGAP004527	1:1	687641
FBgn0013303	AGAP007247	1:1	551232
FBgn0036926	AGAP007248	1:1	554930
FBgn0036927	AGAP006966	1:1	831438
FBgn0036928	AGAP012339	1:1	788501
FBgn0036931	AGAP011743	1:1	828777
FBgn0036932	AGAP010460	1:1	824601
FBgn0036936	AGAP011969	1:1	671918
FBgn0036937	AGAP011968	1:1	770505
FBgn0036939	AGAP006395	1:m	743376
FBgn0036939	AGAP006396	1:m	
FBgn0005198	AGAP011123	1:1	776329
FBgn0036942	AGAP002483	n:1	783691
FBgn0036945	AGAP010471	1:1	332225
FBgn0260397	AGAP011661	1:1	538653
FBgn0024814	AGAP010608	1:1	843275
FBgn0036959	AGAP008158	1:1	830403
FBgn0265959	AGAP011414	1:1	699333
FBgn0036962	AGAP002510	1:1	
FBgn0036964	AGAP002512	1:1	843460
FBgn0052226	AGAP004934	1:1	303820
FBgn0036967	AGAP002513	1:1	840562
FBgn0052225	AGAP012664	1:1	815469
FBgn0003124	AGAP004239	1:1	547549
FBgn0250791	AGAP003192	1:1	865173
FBgn0262057	ABJ52807.1	1:1	847737
FBgn0036973	AGAP010575	1:1	650805
FBgn0036974	AGAP010310	1:1	865596
FBgn0036975	AGAP002425	1:1	824819
FBgn0024887	AGAP010352	1:1	861329
FBgn0259676	AGAP006387	1:1	831189
FBgn0036978	AAL37903.1	1:1	558654
FBgn0001259	AGAP005017	1:1	
FBgn0036979	AGAP010350	1:1	733165
FBgn0001247	AGAP010351	1:1	761731
FBgn0036980	AGAP006474	1:1	842477
FBgn0027565	AGAP012459	1:1	516196
FBgn0011205	AGAP011715	1:1	835113
FBgn0053969	AGAP004756	1:1	856324
FBgn0036984	AGAP010567	1:1	756805
FBgn0036985	AGAP003261	1:1	560212
FBgn0036986	AGAP004069	1:1	332167
FBgn0036987	AGAP001655	1:1	
FBgn0036988	AGAP002099	1:1	547924
FBgn0029158	AGAP010568	1:1	862736
FBgn0019947	AGAP002957	1:1	713321
FBgn0036990	AGAP011946	1:1	809309
FBgn0036992	AGAP004802	1:1	859990
FBgn0036994	AGAP006393	1:1	799745
FBgn0036995	AGAP011947	1:1	553325
FBgn0036997	AGAP011948	1:1	547107
FBgn0036998	AGAP004757	1:1	838439
FBgn0036999	AGAP009673	1:1	798820
FBgn0037000	AGAP010794	1:1	810878
FBgn0037001	AGAP010792	1:1	
FBgn0037007	AGAP001411	1:1	838431
FBgn0037008	AGAP012143	1:1	834798
FBgn0037010	AGAP012146	1:1	766715
FBgn0037011	AGAP010873	1:1	547147
FBgn0037017	AGAP011057	1:1	859523
FBgn0040634	AGAP011059	1:1	856062
FBgn0037018	AGAP011056	1:1	
FBgn0016696	AGAP011055	1:1	555475
FBgn0037019	AGAP002283	1:1	842719
FBgn0037020	AGAP006232	1:1	551787
FBgn0037021	AGAP011933	1:1	818494
FBgn0037022	AGAP011533	1:1	760966
FBgn0037024	AGAP000416	1:1	662017
FBgn0037026	AGAP007524	1:1	849992
FBgn0037028	AGAP005946	1:1	302756
FBgn0259243	AGAP006448	1:1	
FBgn0027055	AGAP006445	1:1	699309
FBgn0037031	AGAP006446	1:1	
FBgn0052432	AGAP006444	1:1	790160
FBgn0011591	AGAP006439	1:1	828034
FBgn0037037	AGAP010315	n:1	
FBgn0037039	AGAP001252	n:1	
FBgn0003415	AGAP006436	1:1	
FBgn0037044	AGAP006015	1:m	858654
FBgn0037044	AGAP006016	1:m	
FBgn0037045	AGAP011879	1:1	777296
FBgn0028402	AGAP005922	1:1	800822
FBgn0037046	AGAP005921	1:1	
FBgn0026179	AGAP011421	1:1	778503
FBgn0037051	AGAP007541	1:1	547348
FBgn0024150	AGAP002262	1:1	
FBgn0021760	AGAP007623	1:1	547393
FBgn0041607	AGAP003833	1:1	
FBgn0041100	AGAP006580	1:1	496314
FBgn0053054	AGAP002604	1:1	638671
FBgn0037057	AGAP006576	1:1	847257
FBgn0037059	AGAP006596	n:1	
FBgn0037060	AGAP006574	1:1	703868
FBgn0037061	AGAP006575	1:1	812242
FBgn0028427	AGAP006573	1:1	548017
FBgn0037063	AGAP006570	1:1	853555
FBgn0012034	AGAP006569	1:1	546830
FBgn0027945	AGAP006548	1:1	848505
FBgn0259785	AGAP006534	1:1	266597
FBgn0037069	AGAP005455	n:1	
FBgn0037070	AGAP009434	n:m	557159
FBgn0037070	AGAP009436	n:m	
FBgn0037071	AGAP009434	n:m	
FBgn0037071	AGAP009436	n:m	548415
FBgn0037073	AGAP009438	1:1	659145
FBgn0037074	AGAP006116	1:1	
FBgn0037081	AGAP006266	1:1	554201
FBgn0005694	AGAP012585	1:1	
FBgn0037082	AGAP006323	1:1	329946
FBgn0086377	AGAP005543	1:1	
FBgn0014143	AGAP005902	1:1	334174
FBgn0037087	AGAP007575	1:1	824484
FBgn0015239	AGAP008382	1:1	730599
FBgn0264561	AGAP001320	1:1	797455
FBgn0037092	AGAP012018	1:1	831844
FBgn0026371	AGAP012499	1:1	547758
FBgn0052442	AGAP003590	1:1	828092
FBgn0015283	AGAP005559	1:1	842869
FBgn0028663	AGAP003588	n:1	
FBgn0037100	AGAP003244	1:1	657415
FBgn0037101	AGAP004221	n:1	531246
FBgn0037102	AGAP011345	1:1	851306
FBgn0052438	AGAP011623	1:1	547028
FBgn0052441	AGAP011346	1:1	857495
FBgn0261953	AGAP011625	1:1	808753
FBgn0037105	AGAP012203	1:1	854380
FBgn0037107	AGAP011195	1:1	554775
FBgn0037108	AGAP011324	1:1	765745
FBgn0037109	AGAP012219	1:1	548216
FBgn0037110	AGAP010566	1:1	843550
FBgn0052446	AGAP012028	1:1	828609
FBgn0264711	AGAP011728	1:1	762141
FBgn0037120	AGAP012410	1:1	554996
FBgn0037121	AGAP012397	1:1	864602
FBgn0037130	AGAP012354	1:1	
FBgn0022936	AGAP008417	1:1	834350
FBgn0037135	AGAP002525	1:1	847229
FBgn0052448	AGAP002526	1:1	854154
FBgn0037138	AGAP004366	1:1	661722
FBgn0262737	AGAP004942	1:1	550001
FBgn0037140	AGAP001202	n:m	553643
FBgn0037140	AGAP012383	n:m	
FBgn0037141	AGAP001404	1:1	861157
FBgn0037144	AGAP001202	n:m	
FBgn0037144	AGAP012383	n:m	552398
FBgn0029091	AAL23627.1	1:1	799110
FBgn0037146	AGAP002518	1:1	861280
FBgn0000045	AGAP005095	n:m	
FBgn0000045	AGAP011514	n:m	784123
FBgn0000045	AGAP011516	n:m	
FBgn0004514	AGAP002519	1:1	657394
FBgn0027532	AGAP002516	1:1	743506
FBgn0000100	AGAP003592	1:1	844793
FBgn0037153	AGAP011609	1:m	738339
FBgn0037153	AGAP011613	1:m	
FBgn0028500	AGAP010061	1:1	829508
FBgn0015075	AGAP004765	1:1	744758
FBgn0004179	AGAP007620	1:1	553262
FBgn0025702	AGAP005322	n:1	
FBgn0011771	AGAP004946	1:1	685705
FBgn0027086	AGAP002101	1:1	490198
FBgn0004449	AGAP011034	1:1	548525
FBgn0037162	AGAP001112	1:1	547955
FBgn0037174	AAO39755.1	n:1	
FBgn0037175	AGAP011005	1:m	
FBgn0037175	AGAP011008	1:m	
FBgn0037175	AGAP011020	1:m	
FBgn0037182	AGAP005609	1:1	
FBgn0016034	AGAP002022	1:1	
FBgn0037184	AGAP012330	1:1	852543
FBgn0037186	AGAP012404	1:1	831435
FBgn0010830	AGAP012116	1:1	
FBgn0052451	AGAP012115	1:1	523650
FBgn0053169	AGAP003534	1:1	828414
FBgn0037199	AGAP010558	1:1	853786
FBgn0010348	AGAP012014	1:1	775023
FBgn0044324	AGAP012013	1:1	731642
FBgn0037202	AGAP010559	1:1	542327
FBgn0262509	AGAP012343	1:1	266606
FBgn0024733	AGAP000953	1:1	836154
FBgn0264492	AGAP005569	1:1	547072
FBgn0053217	AGAP003842	1:1	
FBgn0052350	AGAP002665	1:1	
FBgn0266347	AAU12507.1	1:1	637306
FBgn0010215	AGAP003424	1:1	681413
FBgn0052230	AGAP003325	1:1	309386
FBgn0250816	AGAP008862	1:1	542659
FBgn0039977	AGAP006247	1:1	782027
FBgn0040056	AGAP002250	1:1	
FBgn0058470	AGAP000129	1:1	709714
FBgn0058045	AGAP002251	1:1	547230
FBgn0011288	AGAP001394	1:1	719060
FBgn0259697	AGAP001038	1:1	707705
FBgn0044510	AGAP004091	1:1	842117
FBgn0085736	ABO26468.1	n:1	
FBgn0058002	ABO26468.1	n:1	
FBgn0040022	AGAP002246	1:1	561833
FBgn0040020	AGAP002247	1:1	844134
FBgn0260008	AGAP002245	n:1	548363
FBgn0267429	AGAP000137	1:1	548714
FBgn0040001	AGAP001899	1:1	549731
FBgn0058160	AGAP011780	1:1	563289
FBgn0063670	AGAP003707	1:1	675312
FBgn0260987	AGAP004560	1:1	
FBgn0028697	AGAP004919	1:1	854026
FBgn0024804	AGAP003397	1:1	547112
FBgn0039959	AGAP001700	1:1	857475
FBgn0267430	AGAP009276	n:1	842980
FBgn0086917	AGAP001039	n:1	
FBgn0010247	AGAP003230	1:1	493292
FBgn0263977	AGAP004657	1:1	
FBgn0039955	AGAP002243	1:1	548469
FBgn0027341	AGAP011352	1:1	
FBgn0037213	AGAP002200	1:1	773320
FBgn0037215	AGAP000143	1:1	646197
FBgn0037218	AGAP003715	1:1	838583
FBgn0261436	AGAP005282	1:1	855250
FBgn0037220	AGAP004509	1:1	774780
FBgn0015331	AGAP004711	1:1	547295
FBgn0010225	AGAP011369	1:1	547808
FBgn0037225	AGAP000437	1:1	
FBgn0041621	AGAP004951	n:m	
FBgn0041621	AGAP004971	n:m	
FBgn0041621	AGAP004974	n:m	789118
FBgn0041605	AGAP003509	1:1	790933
FBgn0027930	AGAP003246	1:m	
FBgn0027930	AAB62929.1	1:m	556150
FBgn0037231	AGAP003507	1:1	775715
FBgn0037232	AGAP003508	1:1	738032
FBgn0027866	AGAP001518	1:1	761600
FBgn0040687	AGAP006991	n:m	
FBgn0040687	AGAP001006	n:m	730760
FBgn0037235	AGAP004587	1:1	736960
FBgn0037238	AGAP004518	1:1	815207
FBgn0037239	AGAP004519	1:1	862627
FBgn0037240	AGAP000007	1:1	548579
FBgn0037241	AGAP011818	1:1	830338
FBgn0037242	AGAP001041	1:1	813460
FBgn0086605	AGAP000119	1:1	766635
FBgn0037244	AGAP000478	1:1	547408
FBgn0263594	AGAP000622	1:1	837186
FBgn0052944	AGAP000477	1:1	
FBgn0037249	AGAP002340	1:1	547062
FBgn0037250	AAQ10289.1	1:1	772080
FBgn0037251	AGAP000531	1:1	849538
FBgn0051522	AGAP004373	1:1	650974
FBgn0037254	AGAP008745	1:1	
FBgn0037255	AGAP001514	1:1	
FBgn0037263	AGAP002259	1:1	762559
FBgn0040466	AGAP001432	1:1	335246
FBgn0022981	AGAP012279	n:1	
FBgn0087013	AGAP003769	1:1	858801
FBgn0037265	AGAP001945	1:1	798799
FBgn0037270	AGAP002935	1:1	817132
FBgn0027570	AGAP001791	1:1	851878
FBgn0010750	AGAP001302	1:1	850456
FBgn0037275	AGAP001294	1:1	738379
FBgn0037276	AGAP001293	1:1	547925
FBgn0260794	AGAP001296	1:1	739650
FBgn0026417	AGAP011361	1:1	843985
FBgn0037279	AGAP001299	1:1	547022
FBgn0037280	AGAP001301	1:1	802381
FBgn0004913	AGAP001290	1:1	547178
FBgn0004436	AGAP003857	1:1	
FBgn0250839	AGAP001983	1:1	332931
FBgn0037292	AGAP004046	1:1	
FBgn0037293	AGAP009724	1:1	831368
FBgn0259212	AGAP004039	1:1	
FBgn0037297	AGAP003042	1:1	846211
FBgn0037298	AGAP002652	n:1	677133
FBgn0037299	AGAP003731	1:1	548055
FBgn0040208	AGAP001783	1:1	
FBgn0037301	AGAP003548	1:1	781428
FBgn0087005	AGAP003547	1:1	547886
FBgn0013576	AGAP001751	1:1	770993
FBgn0037312	AGAP001749	1:1	762048
FBgn0250746	AGAP011444	1:m	
FBgn0250746	AGAP012608	1:m	865180
FBgn0037315	AGAP002932	1:1	710714
FBgn0003275	AGAP005873	1:1	766460
FBgn0086695	AGAP005874	1:1	853503
FBgn0001311	AGAP001748	1:1	799111
FBgn0264712	AGAP001747	1:1	497191
FBgn0037322	AGAP002558	n:1	
FBgn0037323	AGAP002559	1:1	271664
FBgn0037324	AAR14938.1	1:1	268699
FBgn0037326	AGAP002563	1:1	812836
FBgn0037329	AGAP001153	1:1	813122
FBgn0037330	AGAP001898	1:1	859157
FBgn0011715	AGAP001154	1:1	844761
FBgn0015402	AGAP001482	1:1	548709
FBgn0051547	AGAP003275	1:1	
FBgn0010399	AGAP001478	1:1	770481
FBgn0010051	AGAP006475	1:1	548357
FBgn0037336	AGAP004423	1:1	740924
FBgn0086768	AGAP000457	1:1	803623
FBgn0037339	AGAP003121	1:1	675290
FBgn0037340	AGAP001940	1:1	824494
FBgn0037342	AGAP010200	1:1	
FBgn0041191	AGAP001902	1:1	522091
FBgn0023023	AGAP003124	1:1	817086
FBgn0037344	AGAP010697	1:1	558841
FBgn0037345	AGAP001326	1:1	739834
FBgn0014366	AGAP003085	1:1	823046
FBgn0015324	AGAP002401	1:1	848169
FBgn0250753	AGAP002413	1:1	798095
FBgn0037347	AGAP003527	1:1	839793
FBgn0261004	AGAP003526	1:1	553294
FBgn0017550	AGAP003525	1:1	550544
FBgn0019637	AGAP003242	1:1	553885
FBgn0044823	AGAP003263	1:1	534336
FBgn0051548	AGAP002520	1:1	
FBgn0037356	AGAP002809	1:1	546807
FBgn0027951	AGAP004341	1:1	845586
FBgn0262125	AGAP001759	1:1	825792
FBgn0037358	AGAP001760	1:1	547461
FBgn0037359	AGAP002664	1:1	259248
FBgn0037363	AGAP008873	1:1	843473
FBgn0037364	AGAP011565	1:1	522126
FBgn0261261	AGAP003924	1:1	854254
FBgn0037368	AGAP003278	1:1	806049
FBgn0037369	AGAP002600	1:1	854402
FBgn0037371	AGAP002618	1:1	860280
FBgn0027497	AGAP007996	1:1	549712
FBgn0037372	AGAP010712	1:1	834723
FBgn0266672	AGAP001694	1:1	696541
FBgn0027608	AGAP003238	1:1	843913
FBgn0037374	AGAP003240	1:1	833320
FBgn0037376	AGAP003264	1:1	811563
FBgn0028690	AGAP005535	1:1	790065
FBgn0037377	AGAP010317	1:1	
FBgn0037378	AGAP002405	1:1	836643
FBgn0037382	AGAP004070	1:1	829197
FBgn0037383	AGAP000242	1:1	798687
FBgn0037385	AGAP011062	1:1	
FBgn0037386	AGAP003492	1:1	548173
FBgn0037387	AGAP003493	1:1	548433
FBgn0029088	AGAP004140	1:1	842996
FBgn0028436	AGAP005295	1:1	853333
FBgn0037391	AGAP005294	1:1	826468
FBgn0003261	AGAP004912	1:m	
