mouse_ID	human_ID
ENSMUSG00000021699	PDE4D
ENSMUSG00000090742	
ENSMUSG00000082433	
ENSMUSG00000025583	RPTOR
ENSMUSG00000055065	DDX17
ENSMUSG00000066705	FXYD6
ENSMUSG00000114429	
ENSMUSG00000086402	
ENSMUSG00000078430	
ENSMUSG00000070533	WFDC8
ENSMUSG00000069516	
ENSMUSG00000050108	BPIFC
ENSMUSG00000037321	TAP1
ENSMUSG00000038751	PTK6
ENSMUSG00000084908	
ENSMUSG00000038718	PBX3
ENSMUSG00000115336	
ENSMUSG00000089753	CD300LF
ENSMUSG00000057424	
ENSMUSG00000004267	ENO2
ENSMUSG00000042684	NPL
ENSMUSG00000027341	TMEM230
ENSMUSG00000069515	
ENSMUSG00000059595	
ENSMUSG00000091741	
ENSMUSG00000070531	
ENSMUSG00000087192	
ENSMUSG00000001525	TUBB
ENSMUSG00000069609	CD300LF
ENSMUSG00000028469	NPR2
ENSMUSG00000061816	MYL1
ENSMUSG00000063900	
ENSMUSG00000089722	CD300LF
ENSMUSG00000115606	
ENSMUSG00000058820	
ENSMUSG00000097692	
ENSMUSG00000048516	
ENSMUSG00000001786	FBXO7
ENSMUSG00000027579	SRMS
ENSMUSG00000107811	
ENSMUSG00000045871	SLITRK6
ENSMUSG00000107867	
ENSMUSG00000030154	KLRB1
ENSMUSG00000055531	CPSF6
ENSMUSG00000085297	
ENSMUSG00000020681	ACE
ENSMUSG00000023170	GPS2
ENSMUSG00000037622	WDTC1
ENSMUSG00000034006	PQLC1
ENSMUSG00000061607	MDC1
ENSMUSG00000078307	C11orf87
ENSMUSG00000097648	
ENSMUSG00000105181	
ENSMUSG00000101687	
ENSMUSG00000111020	
ENSMUSG00000100515	
ENSMUSG00000110833	
ENSMUSG00000086092	
ENSMUSG00000114361	
ENSMUSG00000103906	TIGD5
ENSMUSG00000092131	
ENSMUSG00000082729	
ENSMUSG00000036853	MCOLN3
ENSMUSG00000109409	
ENSMUSG00000084197	
ENSMUSG00000108958	
ENSMUSG00000083993	
ENSMUSG00000095466	
ENSMUSG00000109494	
ENSMUSG00000086716	
ENSMUSG00000117335	
ENSMUSG00000059237	
ENSMUSG00000090333	
ENSMUSG00000090795	
ENSMUSG00000117250	
ENSMUSG00000109476	
ENSMUSG00000047841	FNDC11
ENSMUSG00000081379	
ENSMUSG00000108971	
ENSMUSG00000033061	RESP18
ENSMUSG00000109172	
ENSMUSG00000024096	RALBP1
ENSMUSG00000023961	ENPP4
ENSMUSG00000095226	
ENSMUSG00000027852	NRAS
ENSMUSG00000080956	
ENSMUSG00000070695	
ENSMUSG00000045532	C1QL1
ENSMUSG00000022787	WDR53
ENSMUSG00000110046	
ENSMUSG00000109708	
ENSMUSG00000086681	
ENSMUSG00000076873	TRDV3
ENSMUSG00000109693	
ENSMUSG00000019891	DCBLD1
ENSMUSG00000103091	
ENSMUSG00000106112	
ENSMUSG00000008874	CLEC3A
ENSMUSG00000085338	
ENSMUSG00000023959	CLIC5
ENSMUSG00000076871	
ENSMUSG00000114745	
ENSMUSG00000030854	PTPN5
ENSMUSG00000100556	
ENSMUSG00000028675	PNRC2
ENSMUSG00000104438	
ENSMUSG00000104876	TRDC
ENSMUSG00000082139	
ENSMUSG00000110126	
ENSMUSG00000050232	CXCR3
ENSMUSG00000085067	
ENSMUSG00000035491	
ENSMUSG00000001507	ITGA3
ENSMUSG00000117106	
ENSMUSG00000050190	
ENSMUSG00000094191	
ENSMUSG00000115165	
ENSMUSG00000109173	
ENSMUSG00000079272	
ENSMUSG00000096727	PSMB9
ENSMUSG00000059811	ATL2
ENSMUSG00000109202	
ENSMUSG00000114536	
ENSMUSG00000069607	CD300LF
ENSMUSG00000083839	
ENSMUSG00000049985	ANKRD55
ENSMUSG00000109721	
ENSMUSG00000082212	
ENSMUSG00000054612	MGMT
ENSMUSG00000032673	
ENSMUSG00000110224	
ENSMUSG00000046345	SMCO1
ENSMUSG00000109723	
ENSMUSG00000048498	CD300E
ENSMUSG00000032297	AC009690.3
ENSMUSG00000032297	CELF6
ENSMUSG00000110155	
ENSMUSG00000083870	
ENSMUSG00000112328	
ENSMUSG00000094804	
ENSMUSG00000110036	
ENSMUSG00000110347	
ENSMUSG00000114783	
ENSMUSG00000085081	
ENSMUSG00000090947	
ENSMUSG00000101605	
ENSMUSG00000079058	
ENSMUSG00000111947	
ENSMUSG00000094349	
ENSMUSG00000025791	PGM1
ENSMUSG00000110168	
ENSMUSG00000005540	FCER2
ENSMUSG00000115349	
ENSMUSG00000112104	
ENSMUSG00000032860	P2RY2
ENSMUSG00000083527	
ENSMUSG00000035476	TAB3
ENSMUSG00000071203	
ENSMUSG00000090217	
ENSMUSG00000089797	
ENSMUSG00000111906	
ENSMUSG00000025393	ATP5F1B
ENSMUSG00000004637	WWOX
ENSMUSG00000086043	
ENSMUSG00000061119	PRCP
ENSMUSG00000001901	KCNH6
ENSMUSG00000073791	EFCAB7
ENSMUSG00000020513	TUBD1
ENSMUSG00000102943	
ENSMUSG00000063785	UTP14A
ENSMUSG00000063785	UTP14C
ENSMUSG00000020732	RAB37
ENSMUSG00000091286	
ENSMUSG00000089849	
ENSMUSG00000108625	
ENSMUSG00000106604	
ENSMUSG00000034063	C3orf20
ENSMUSG00000086947	
ENSMUSG00000039153	RUNX2
ENSMUSG00000072605	
ENSMUSG00000028549	ITGB3BP
ENSMUSG00000095194	
ENSMUSG00000090396	
ENSMUSG00000015579	NKX2-5
ENSMUSG00000086712	
ENSMUSG00000026709	DARS2
ENSMUSG00000078838	
ENSMUSG00000092539	
ENSMUSG00000094182	OR8G5
ENSMUSG00000094182	OR8G1
ENSMUSG00000020936	NMT1
ENSMUSG00000014074	RNF168
ENSMUSG00000083735	
ENSMUSG00000111684	
ENSMUSG00000028167	BDH2
ENSMUSG00000086267	
ENSMUSG00000027342	PCNA
ENSMUSG00000040054	BAZ2A
ENSMUSG00000048501	
ENSMUSG00000091961	
ENSMUSG00000116900	
ENSMUSG00000111781	
ENSMUSG00000091733	
ENSMUSG00000090319	
ENSMUSG00000110897	
ENSMUSG00000101792	
ENSMUSG00000099923	
ENSMUSG00000089723	
ENSMUSG00000109268	
ENSMUSG00000022571	PYCR3
ENSMUSG00000020090	NPFFR1
ENSMUSG00000115461	
ENSMUSG00000106373	
ENSMUSG00000020935	DCAKD
ENSMUSG00000115650	
ENSMUSG00000045996	POLR2K
ENSMUSG00000114317	
ENSMUSG00000099858	
ENSMUSG00000096446	
ENSMUSG00000114771	
ENSMUSG00000115755	
ENSMUSG00000105436	
ENSMUSG00000115818	
ENSMUSG00000085496	
ENSMUSG00000101094	
ENSMUSG00000053289	DDX10
ENSMUSG00000028412	SLC44A1
ENSMUSG00000033214	SLITRK5
ENSMUSG00000105892	
ENSMUSG00000055480	ZNF845
ENSMUSG00000101647	
ENSMUSG00000106174	
ENSMUSG00000106257	
ENSMUSG00000047798	CD300LF
ENSMUSG00000097689	
ENSMUSG00000096223	SPIN2A
ENSMUSG00000096223	SPIN2B
ENSMUSG00000109501	
ENSMUSG00000053080	C11orf95
ENSMUSG00000105919	
ENSMUSG00000100211	
ENSMUSG00000086377	
ENSMUSG00000114576	
ENSMUSG00000113012	
ENSMUSG00000101737	
ENSMUSG00000085226	
ENSMUSG00000042671	RGS8
ENSMUSG00000109369	
ENSMUSG00000102864	
ENSMUSG00000024095	HNRNPLL
ENSMUSG00000111693	
ENSMUSG00000082655	
ENSMUSG00000086065	
ENSMUSG00000101089	
ENSMUSG00000090574	
ENSMUSG00000005534	INSR
ENSMUSG00000112342	
ENSMUSG00000087024	
ENSMUSG00000019861	GOPC
ENSMUSG00000019861	AL132671.2
ENSMUSG00000090389	
ENSMUSG00000019888	MGAT4C
ENSMUSG00000084284	
ENSMUSG00000090782	
ENSMUSG00000115262	
ENSMUSG00000113136	
ENSMUSG00000090657	
ENSMUSG00000090796	
ENSMUSG00000104349	
ENSMUSG00000022809	NR1I2
ENSMUSG00000101966	
ENSMUSG00000026074	MAP4K4
ENSMUSG00000103907	
ENSMUSG00000076874	
ENSMUSG00000102167	
ENSMUSG00000104457	
ENSMUSG00000070530	
ENSMUSG00000029647	PAN3
ENSMUSG00000075379	
ENSMUSG00000027737	SLC7A11
ENSMUSG00000026765	LYPD6B
ENSMUSG00000064293	CNTN4
ENSMUSG00000084357	
ENSMUSG00000082541	
ENSMUSG00000114757	
ENSMUSG00000008575	NFIB
ENSMUSG00000090048	
ENSMUSG00000033210	SLC9C1
ENSMUSG00000045010	CXorf49B
ENSMUSG00000045010	CXorf49
ENSMUSG00000045010	BX276092.9
ENSMUSG00000033392	CLASP2
ENSMUSG00000038954	SUPT3H
ENSMUSG00000035473	GALM
ENSMUSG00000030243	RECQL
ENSMUSG00000085357	
ENSMUSG00000098105	
ENSMUSG00000059791	NRM
ENSMUSG00000030117	GDF3
ENSMUSG00000114682	
ENSMUSG00000112317	
ENSMUSG00000076875	
ENSMUSG00000112550	
ENSMUSG00000026319	RELCH
ENSMUSG00000076876	
ENSMUSG00000046774	CXorf49B
ENSMUSG00000046774	CXorf49
ENSMUSG00000046774	BX276092.9
ENSMUSG00000046323	DPPA3
ENSMUSG00000078942	
ENSMUSG00000090131	
ENSMUSG00000034595	PPP1R18
ENSMUSG00000049804	ARMCX4
ENSMUSG00000084773	
ENSMUSG00000072789	
ENSMUSG00000084414	
ENSMUSG00000020937	PLCD3
ENSMUSG00000017686	RHOT1
ENSMUSG00000080932	
ENSMUSG00000087089	
ENSMUSG00000102892	
ENSMUSG00000106746	
ENSMUSG00000103248	
ENSMUSG00000085165	
ENSMUSG00000112728	
ENSMUSG00000073394	
ENSMUSG00000111931	
ENSMUSG00000106860	
ENSMUSG00000032048	
ENSMUSG00000025371	CHMP6
ENSMUSG00000111990	
ENSMUSG00000112796	
ENSMUSG00000085976	
ENSMUSG00000117326	
ENSMUSG00000076877	
ENSMUSG00000095826	
ENSMUSG00000112012	
ENSMUSG00000086980	
ENSMUSG00000034584	EXPH5
ENSMUSG00000112344	
ENSMUSG00000091005	
ENSMUSG00000082700	
ENSMUSG00000030125	LRRC23
ENSMUSG00000000791	IL12RB1
ENSMUSG00000112399	
ENSMUSG00000083430	
ENSMUSG00000099863	
ENSMUSG00000020838	SLC6A4
ENSMUSG00000108895	
ENSMUSG00000112081	
ENSMUSG00000085033	
ENSMUSG00000049354	DCAF7
ENSMUSG00000100945	
ENSMUSG00000043800	
ENSMUSG00000017400	STAC2
ENSMUSG00000091326	
ENSMUSG00000062585	CNR2
ENSMUSG00000112476	
ENSMUSG00000076878	
ENSMUSG00000087443	
ENSMUSG00000082956	
ENSMUSG00000076879	
ENSMUSG00000106926	
ENSMUSG00000094707	
ENSMUSG00000076880	
ENSMUSG00000022570	TSTA3
ENSMUSG00000089800	
ENSMUSG00000085255	
ENSMUSG00000106606	
ENSMUSG00000001983	TACO1
ENSMUSG00000086924	
ENSMUSG00000086584	
ENSMUSG00000076881	
ENSMUSG00000020183	CPM
ENSMUSG00000085207	
ENSMUSG00000027580	HELZ2
ENSMUSG00000038624	
ENSMUSG00000046196	
ENSMUSG00000020459	MTIF2
ENSMUSG00000076882	
ENSMUSG00000112073	
ENSMUSG00000098139	
ENSMUSG00000020173	COBL
ENSMUSG00000031241	TBX22
ENSMUSG00000004667	POLR2E
ENSMUSG00000055760	GEMIN6
ENSMUSG00000076883	
ENSMUSG00000105216	
ENSMUSG00000040043	RBMS2
ENSMUSG00000085229	
ENSMUSG00000076884	
ENSMUSG00000020700	MAP3K3
ENSMUSG00000087398	
ENSMUSG00000037994	SLC9B2
ENSMUSG00000004341	GPX6
ENSMUSG00000111122	
ENSMUSG00000041671	PYROXD1
ENSMUSG00000091358	
ENSMUSG00000111224	
ENSMUSG00000045257	MORN2
ENSMUSG00000050447	LYPD6
ENSMUSG00000020733	SLC9A3R1
ENSMUSG00000104099	
ENSMUSG00000080981	
ENSMUSG00000085476	
ENSMUSG00000012396	NANOG
ENSMUSG00000012396	NANOGP8
ENSMUSG00000084079	
ENSMUSG00000086686	
ENSMUSG00000081251	
ENSMUSG00000019890	NTS
ENSMUSG00000083017	
ENSMUSG00000084851	
ENSMUSG00000038416	CDC16
ENSMUSG00000086293	
ENSMUSG00000085225	
ENSMUSG00000045508	
ENSMUSG00000087413	
ENSMUSG00000043583	
ENSMUSG00000109171	
ENSMUSG00000085158	
ENSMUSG00000076885	
ENSMUSG00000054901	ARHGEF33
ENSMUSG00000020883	FBXL20
ENSMUSG00000084970	
ENSMUSG00000089671	
ENSMUSG00000027220	SYT13
ENSMUSG00000023019	GPD1
ENSMUSG00000027560	DOK5
ENSMUSG00000001510	DLX3
ENSMUSG00000040699	LIMD2
ENSMUSG00000081822	
ENSMUSG00000049537	TECRL
ENSMUSG00000063439	B9D2
ENSMUSG00000022805	AC069444.2
ENSMUSG00000022805	MAATS1
ENSMUSG00000015542	NAT9
ENSMUSG00000081737	
ENSMUSG00000036721	ZSCAN12
ENSMUSG00000081174	
ENSMUSG00000067629	SYNGAP1
ENSMUSG00000083361	
ENSMUSG00000024422	DHX16
ENSMUSG00000038160	ATG5
ENSMUSG00000083431	
ENSMUSG00000044921	RASSF9
ENSMUSG00000111078	
ENSMUSG00000021032	NGB
ENSMUSG00000076886	
ENSMUSG00000087568	
ENSMUSG00000024339	AL669918.1
ENSMUSG00000024339	TAP2
ENSMUSG00000063328	
ENSMUSG00000081230	
ENSMUSG00000112221	
ENSMUSG00000106072	
ENSMUSG00000076887	
ENSMUSG00000006169	CLINT1
ENSMUSG00000112845	
ENSMUSG00000082284	
ENSMUSG00000021918	NEK4
ENSMUSG00000076888	
ENSMUSG00000085793	LIN52
ENSMUSG00000038151	PRDM1
ENSMUSG00000084896	
ENSMUSG00000042659	ARRDC4
ENSMUSG00000117044	
ENSMUSG00000025372	BAIAP2
ENSMUSG00000117217	
ENSMUSG00000111349	
ENSMUSG00000024798	HTR7
ENSMUSG00000036099	VEZT
ENSMUSG00000033460	ARMCX1
ENSMUSG00000045980	TMEM104
ENSMUSG00000105771	
ENSMUSG00000106414	
ENSMUSG00000093748	
ENSMUSG00000105653	
ENSMUSG00000024338	PSMB8
ENSMUSG00000018160	MED1
ENSMUSG00000105332	
ENSMUSG00000069631	STRADA
ENSMUSG00000106408	
ENSMUSG00000079481	NHSL2
ENSMUSG00000093490	
ENSMUSG00000106244	
ENSMUSG00000029089	PACRGL
ENSMUSG00000102182	
ENSMUSG00000083121	
ENSMUSG00000075378	
ENSMUSG00000111425	
ENSMUSG00000047767	ATG16L2
ENSMUSG00000081512	
ENSMUSG00000092550	
ENSMUSG00000068948	
ENSMUSG00000102856	
ENSMUSG00000075377	OR1B1
ENSMUSG00000016528	MAPKAPK2
ENSMUSG00000020871	DLX4
ENSMUSG00000049191	RTL5
ENSMUSG00000103463	
ENSMUSG00000103530	
ENSMUSG00000086552	
ENSMUSG00000107085	
ENSMUSG00000003153	
ENSMUSG00000083548	
ENSMUSG00000058622	
ENSMUSG00000018171	VMP1
ENSMUSG00000020184	MDM2
ENSMUSG00000081191	
ENSMUSG00000106880	
ENSMUSG00000094719	
ENSMUSG00000078622	CCDC47
ENSMUSG00000027902	CHIA
ENSMUSG00000104661	
ENSMUSG00000026683	NUF2
ENSMUSG00000087317	
ENSMUSG00000038705	GMEB2
ENSMUSG00000105974	
ENSMUSG00000107794	
ENSMUSG00000105620	
ENSMUSG00000093502	
ENSMUSG00000034037	FGD5
ENSMUSG00000108963	
ENSMUSG00000106579	
ENSMUSG00000109443	
ENSMUSG00000034487	KDELC2
ENSMUSG00000104929	
ENSMUSG00000018924	ALOX15
ENSMUSG00000096498	
ENSMUSG00000104562	
ENSMUSG00000106539	
ENSMUSG00000105454	
ENSMUSG00000104655	
ENSMUSG00000105574	
ENSMUSG00000083992	
ENSMUSG00000105922	
ENSMUSG00000105700	
ENSMUSG00000076889	
ENSMUSG00000105530	
ENSMUSG00000035297	COPS4
ENSMUSG00000105791	
ENSMUSG00000030245	GOLT1B
ENSMUSG00000106404	
ENSMUSG00000105958	
ENSMUSG00000029088	KCNIP4
ENSMUSG00000022401	XPNPEP3
ENSMUSG00000044997	
ENSMUSG00000071112	SPX
ENSMUSG00000044452	ZNF507
ENSMUSG00000110174	
ENSMUSG00000107066	
ENSMUSG00000104350	
ENSMUSG00000112046	
ENSMUSG00000021176	EFCAB11
ENSMUSG00000037958	NSRP1
ENSMUSG00000030244	GYS2
ENSMUSG00000036602	ALX1
ENSMUSG00000085992	
ENSMUSG00000080955	
ENSMUSG00000101166	
ENSMUSG00000111730	
ENSMUSG00000111463	
ENSMUSG00000084829	
ENSMUSG00000047108	DNAJB7
ENSMUSG00000030691	FCHSD2
ENSMUSG00000084818	
ENSMUSG00000012777	ACP4
ENSMUSG00000091492	
ENSMUSG00000086613	
ENSMUSG00000105828	
ENSMUSG00000106469	
ENSMUSG00000103185	
ENSMUSG00000105983	
ENSMUSG00000103544	
ENSMUSG00000072582	PTRH2
ENSMUSG00000090638	
ENSMUSG00000109059	
ENSMUSG00000038696	MAPKAP1
ENSMUSG00000114619	
ENSMUSG00000102657	
ENSMUSG00000113577	
ENSMUSG00000089936	
ENSMUSG00000020705	DDX42
ENSMUSG00000113877	
ENSMUSG00000105520	
ENSMUSG00000105011	
ENSMUSG00000111018	
ENSMUSG00000113147	
ENSMUSG00000106276	
ENSMUSG00000053774	UBXN7
ENSMUSG00000105760	
ENSMUSG00000045411	
ENSMUSG00000049708	
ENSMUSG00000058897	COL25A1
ENSMUSG00000113540	
ENSMUSG00000015405	ACE2
ENSMUSG00000041538	HLA-DOB
ENSMUSG00000076890	
ENSMUSG00000031085	
ENSMUSG00000086775	
ENSMUSG00000076891	
ENSMUSG00000106576	
ENSMUSG00000040774	CEPT1
ENSMUSG00000055489	ANO5
ENSMUSG00000096054	SYNE1
ENSMUSG00000076892	
ENSMUSG00000094151	
ENSMUSG00000020734	GRIN2C
ENSMUSG00000102260	
ENSMUSG00000090385	
ENSMUSG00000102959	
ENSMUSG00000097593	
ENSMUSG00000059852	KCNG2
ENSMUSG00000060675	PLA2G16
ENSMUSG00000033819	PPP1R16A
ENSMUSG00000110869	
ENSMUSG00000110736	
ENSMUSG00000019892	LRRIQ1
ENSMUSG00000111608	
ENSMUSG00000096171	
ENSMUSG00000038522	MFSD4B
ENSMUSG00000086823	
ENSMUSG00000002910	ARRDC2
ENSMUSG00000002603	TGFB1
ENSMUSG00000085426	
ENSMUSG00000107012	
ENSMUSG00000056938	ACBD4
ENSMUSG00000094784	
ENSMUSG00000018861	
ENSMUSG00000029772	AHCYL2
ENSMUSG00000039174	
ENSMUSG00000030246	AC010197.2
ENSMUSG00000030246	LDHB
ENSMUSG00000090634	
ENSMUSG00000114544	
ENSMUSG00000079625	TM4SF19-TCTEX1D2
ENSMUSG00000079625	TM4SF19
ENSMUSG00000111116	
ENSMUSG00000091575	
ENSMUSG00000111535	
ENSMUSG00000083233	
ENSMUSG00000083503	
ENSMUSG00000111034	
ENSMUSG00000023456	
ENSMUSG00000104044	
ENSMUSG00000081992	
ENSMUSG00000111641	
ENSMUSG00000037979	CCDC92
ENSMUSG00000111362	
ENSMUSG00000027900	DRAM2
ENSMUSG00000111494	
ENSMUSG00000009640	DMAP1
ENSMUSG00000110893	
ENSMUSG00000111868	
ENSMUSG00000095464	COX17
ENSMUSG00000085897	
ENSMUSG00000111671	
ENSMUSG00000060181	SLC35E3
ENSMUSG00000000194	GPR107
ENSMUSG00000022803	POPDC2
ENSMUSG00000038188	SCARF1
ENSMUSG00000075307	KLHL41
ENSMUSG00000076893	
ENSMUSG00000092222	
ENSMUSG00000107853	
ENSMUSG00000087100	
ENSMUSG00000028673	FUCA1
ENSMUSG00000044788	FADS6
ENSMUSG00000038451	SPSB2
ENSMUSG00000082550	
ENSMUSG00000073421	HLA-DQB1
ENSMUSG00000050944	EFCAB5
ENSMUSG00000102033	
ENSMUSG00000046516	COX17
ENSMUSG00000021327	ZKSCAN4
ENSMUSG00000098202	
ENSMUSG00000061242	
ENSMUSG00000023935	SPATS1
ENSMUSG00000085182	
ENSMUSG00000075312	
ENSMUSG00000000731	AIRE
ENSMUSG00000116244	
ENSMUSG00000091745	
ENSMUSG00000053040	APH1B
ENSMUSG00000085142	
ENSMUSG00000115996	
ENSMUSG00000112978	
ENSMUSG00000106897	
ENSMUSG00000112121	
ENSMUSG00000027602	MAP1LC3A
ENSMUSG00000115973	
ENSMUSG00000107257	
ENSMUSG00000112622	
ENSMUSG00000105579	
ENSMUSG00000023068	NUS1
ENSMUSG00000097897	
ENSMUSG00000097119	
ENSMUSG00000035305	ROR1
ENSMUSG00000048878	HEXIM1
ENSMUSG00000053896	
ENSMUSG00000030247	KCNJ8
ENSMUSG00000023932	CDC5L
ENSMUSG00000094429	
ENSMUSG00000020706	FTSJ3
ENSMUSG00000101154	
ENSMUSG00000101573	
ENSMUSG00000100154	
ENSMUSG00000107979	
ENSMUSG00000052798	NUP107
ENSMUSG00000086385	
ENSMUSG00000112553	
ENSMUSG00000051723	
ENSMUSG00000080967	
ENSMUSG00000105272	
ENSMUSG00000021640	
ENSMUSG00000106592	
ENSMUSG00000024247	PKDCC
ENSMUSG00000027901	DENND2D
ENSMUSG00000102038	
ENSMUSG00000038759	NUP205
ENSMUSG00000095429	
ENSMUSG00000086320	
ENSMUSG00000007617	HOMER1
ENSMUSG00000087430	
ENSMUSG00000074497	AC119396.1
ENSMUSG00000047126	CLTC
ENSMUSG00000103847	
ENSMUSG00000038116	PHF20
ENSMUSG00000026209	DNPEP
ENSMUSG00000029686	CUL1
ENSMUSG00000051346	SPRYD4
ENSMUSG00000075706	GPX4
ENSMUSG00000113511	
ENSMUSG00000036188	ANKMY2
ENSMUSG00000026000	LANCL1
ENSMUSG00000044005	GLS2
ENSMUSG00000041229	PHF8
ENSMUSG00000043372	HEXIM2
ENSMUSG00000108127	
ENSMUSG00000084260	
ENSMUSG00000027643	GHRH
ENSMUSG00000048626	KLF17
ENSMUSG00000019894	SLC6A15
ENSMUSG00000116600	
ENSMUSG00000020547	BZW2
ENSMUSG00000112563	
ENSMUSG00000112361	
ENSMUSG00000112464	
ENSMUSG00000110898	
ENSMUSG00000111887	
ENSMUSG00000114442	
ENSMUSG00000087376	
ENSMUSG00000095168	
ENSMUSG00000112149	
ENSMUSG00000112791	
ENSMUSG00000110891	
ENSMUSG00000055341	ZNF681
ENSMUSG00000055341	ZNF85
ENSMUSG00000055341	ZNF695
ENSMUSG00000055341	ZNF682
ENSMUSG00000055341	ZNF724
ENSMUSG00000055341	ZNF727
ENSMUSG00000055341	ZNF678
ENSMUSG00000055341	ZNF736
ENSMUSG00000049576	
ENSMUSG00000055817	MTA3
ENSMUSG00000019849	PREP
ENSMUSG00000063019	MANBAL
ENSMUSG00000112552	
ENSMUSG00000031242	
ENSMUSG00000089743	
ENSMUSG00000020708	PSMC5
ENSMUSG00000055312	
ENSMUSG00000029331	
ENSMUSG00000073007	TENT5D
ENSMUSG00000050150	SLC9B1
ENSMUSG00000089627	
ENSMUSG00000089809	RASGEF1B
ENSMUSG00000111890	
ENSMUSG00000046959	SLC26A1
ENSMUSG00000087377	
ENSMUSG00000104671	
ENSMUSG00000045288	USH1G
ENSMUSG00000113349	
ENSMUSG00000109722	
ENSMUSG00000113732	
ENSMUSG00000078198	
ENSMUSG00000050201	OTOP2
ENSMUSG00000107868	
ENSMUSG00000010476	EBF3
ENSMUSG00000013495	TMEM175
ENSMUSG00000086940	
ENSMUSG00000070385	AMPD1
ENSMUSG00000023938	AARS2
ENSMUSG00000033688	
ENSMUSG00000003154	FOXJ2
ENSMUSG00000112923	
ENSMUSG00000005124	WISP1
ENSMUSG00000112644	
ENSMUSG00000112636	
ENSMUSG00000112525	
ENSMUSG00000112319	
ENSMUSG00000025375	AATK
ENSMUSG00000112839	
ENSMUSG00000098173	
ENSMUSG00000112554	
ENSMUSG00000018862	OTOP3
ENSMUSG00000112570	
ENSMUSG00000097635	
ENSMUSG00000112281	
ENSMUSG00000114583	
ENSMUSG00000112403	
ENSMUSG00000090406	
ENSMUSG00000112382	
ENSMUSG00000041773	ENC1
ENSMUSG00000111918	
ENSMUSG00000090500	
ENSMUSG00000112681	
ENSMUSG00000092014	
ENSMUSG00000097427	ALYREF
ENSMUSG00000105731	
ENSMUSG00000090713	
ENSMUSG00000038602	SLC35F1
ENSMUSG00000036594	
ENSMUSG00000023021	CERS5
ENSMUSG00000097932	
ENSMUSG00000115483	
ENSMUSG00000091779	ALYREF
ENSMUSG00000114425	
ENSMUSG00000040552	C3AR1
ENSMUSG00000112257	
ENSMUSG00000052681	RAP1B
ENSMUSG00000112576	
ENSMUSG00000091815	
ENSMUSG00000058793	CDS2
ENSMUSG00000078952	
ENSMUSG00000013622	ATRAID
ENSMUSG00000003119	CDK12
ENSMUSG00000098238	
ENSMUSG00000024972	LGALS12
ENSMUSG00000022479	VDR
ENSMUSG00000109010	
ENSMUSG00000004815	DGKQ
ENSMUSG00000038429	USP5
ENSMUSG00000078619	SMARCD2
ENSMUSG00000019848	POPDC3
ENSMUSG00000112711	
ENSMUSG00000112458	
ENSMUSG00000067578	CBLN4
ENSMUSG00000112500	
ENSMUSG00000111526	
ENSMUSG00000090088	
ENSMUSG00000106747	
ENSMUSG00000087409	
ENSMUSG00000068082	GRXCR1
ENSMUSG00000037012	HK1
ENSMUSG00000083793	
ENSMUSG00000038537	MC3R
ENSMUSG00000092415	
ENSMUSG00000019232	ETNPPL
ENSMUSG00000113543	
ENSMUSG00000005131	C11orf65
ENSMUSG00000034586	HID1
ENSMUSG00000060586	
ENSMUSG00000083355	
ENSMUSG00000102549	
ENSMUSG00000006641	SLC5A6
ENSMUSG00000075027	
ENSMUSG00000112376	
ENSMUSG00000112853	
ENSMUSG00000014075	AC069257.3
ENSMUSG00000014075	TCTEX1D2
ENSMUSG00000023022	LIMA1
ENSMUSG00000028165	CISD2
ENSMUSG00000075028	PRDM11
ENSMUSG00000101373	
ENSMUSG00000031732	PHLPP2
ENSMUSG00000050846	ZNF623
ENSMUSG00000091832	
ENSMUSG00000087639	
ENSMUSG00000091481	
ENSMUSG00000115597	
ENSMUSG00000063506	ARHGAP22
ENSMUSG00000085949	
ENSMUSG00000095384	
ENSMUSG00000021239	VSX2
ENSMUSG00000085905	
ENSMUSG00000064128	CENPJ
ENSMUSG00000067341	HLA-DRB5
ENSMUSG00000067341	HLA-DRB1
ENSMUSG00000085678	
ENSMUSG00000090788	
ENSMUSG00000027646	SRC
ENSMUSG00000027495	FAM210B
ENSMUSG00000109826	
ENSMUSG00000109993	
ENSMUSG00000109856	
ENSMUSG00000115663	
ENSMUSG00000102378	
ENSMUSG00000097878	ALYREF
ENSMUSG00000110409	
ENSMUSG00000033499	LARP4B
ENSMUSG00000115558	
ENSMUSG00000115581	
ENSMUSG00000081933	
ENSMUSG00000097550	ALYREF
ENSMUSG00000014551	MRPS25
ENSMUSG00000107289	
ENSMUSG00000058953	
ENSMUSG00000025059	GK
ENSMUSG00000025059	GK3P
ENSMUSG00000106854	
ENSMUSG00000115126	
ENSMUSG00000099615	
ENSMUSG00000107117	
ENSMUSG00000083899	
ENSMUSG00000100265	ZNF677
ENSMUSG00000116120	
ENSMUSG00000094144	ALYREF
ENSMUSG00000108199	
ENSMUSG00000037926	SSH2
ENSMUSG00000033540	IDUA
ENSMUSG00000100527	
ENSMUSG00000005893	NR2C2
ENSMUSG00000099571	
ENSMUSG00000029603	DTX1
ENSMUSG00000101303	ZNF775
ENSMUSG00000095022	ALYREF
ENSMUSG00000116625	
ENSMUSG00000098224	
ENSMUSG00000050677	
ENSMUSG00000036943	RAB8B
ENSMUSG00000034574	DAAM1
ENSMUSG00000106673	
ENSMUSG00000107312	
