mouse_ID	rat_ID	orthotype	OMAgroup
ENSMUSG00000074521	ENSRNOG00000050337	n:m	
ENSMUSG00000074521	ENSRNOG00000050729	n:m	
ENSMUSG00000074521	ENSRNOG00000059645	n:m	
ENSMUSG00000074521	ENSRNOG00000045707	n:m	
ENSMUSG00000074521	ENSRNOG00000053380	n:m	
ENSMUSG00000074521	ENSRNOG00000047454	n:m	
ENSMUSG00000074521	ENSRNOG00000061217	n:m	
ENSMUSG00000074521	ENSRNOG00000061679	n:m	
ENSMUSG00000074521	ENSRNOG00000047007	n:m	
ENSMUSG00000074521	ENSRNOG00000056555	n:m	
ENSMUSG00000074521	ENSRNOG00000047922	n:m	
ENSMUSG00000074521	ENSRNOG00000053409	n:m	
ENSMUSG00000074521	ENSRNOG00000046638	n:m	285633
ENSMUSG00000074529	ENSRNOG00000042665	n:m	
ENSMUSG00000074529	ENSRNOG00000040213	n:m	700133
ENSMUSG00000074529	ENSRNOG00000049446	n:m	
ENSMUSG00000074529	ENSRNOG00000042166	n:m	
ENSMUSG00000074529	ENSRNOG00000045964	n:m	
ENSMUSG00000074529	ENSRNOG00000054413	n:m	
ENSMUSG00000074529	ENSRNOG00000046450	n:m	
ENSMUSG00000074529	ENSRNOG00000050337	n:m	
ENSMUSG00000074529	ENSRNOG00000050729	n:m	
ENSMUSG00000074529	ENSRNOG00000059645	n:m	
ENSMUSG00000074529	ENSRNOG00000045707	n:m	
ENSMUSG00000074529	ENSRNOG00000053380	n:m	
ENSMUSG00000074529	ENSRNOG00000047454	n:m	
ENSMUSG00000074529	ENSRNOG00000061217	n:m	
ENSMUSG00000074529	ENSRNOG00000061679	n:m	
ENSMUSG00000074529	ENSRNOG00000047007	n:m	
ENSMUSG00000074529	ENSRNOG00000056555	n:m	
ENSMUSG00000074529	ENSRNOG00000047922	n:m	
ENSMUSG00000074529	ENSRNOG00000053409	n:m	
ENSMUSG00000074529	ENSRNOG00000046638	n:m	
ENSMUSG00000078861	ENSRNOG00000036747	n:1	
ENSMUSG00000027525	ENSRNOG00000057996	1:1	805584
ENSMUSG00000060445	ENSRNOG00000061690	1:1	796949
ENSMUSG00000049999	ENSRNOG00000053869	1:1	809210
ENSMUSG00000070476	ENSRNOG00000053607	1:1	813045
ENSMUSG00000039155	ENSRNOG00000053332	1:1	753878
ENSMUSG00000000305	ENSRNOG00000052405	1:1	551460
ENSMUSG00000039108	ENSRNOG00000054557	1:1	550100
ENSMUSG00000027566	ENSRNOG00000056853	1:1	489595
ENSMUSG00000039086	ENSRNOG00000060010	1:1	551595
ENSMUSG00000039069	ENSRNOG00000059919	1:1	866097
ENSMUSG00000039059	ENSRNOG00000061153	1:1	657299
ENSMUSG00000039050	ENSRNOG00000057756	1:1	497409
ENSMUSG00000039041	ENSRNOG00000055984	1:1	846382
ENSMUSG00000015647	ENSRNOG00000053691	1:1	850181
ENSMUSG00000039001	ENSRNOG00000060449	1:m	
ENSMUSG00000039001	ENSRNOG00000033916	1:m	796923
ENSMUSG00000038990	ENSRNOG00000051420	1:1	811578
ENSMUSG00000038980	ENSRNOG00000057245	1:1	803760
ENSMUSG00000015627	ENSRNOG00000058983	1:1	830285
ENSMUSG00000038963	ENSRNOG00000053430	1:1	548652
ENSMUSG00000027568	ENSRNOG00000028708	1:1	657359
ENSMUSG00000027569	ENSRNOG00000045955	1:1	549803
ENSMUSG00000049401	ENSRNOG00000009355	1:1	
ENSMUSG00000027570	ENSRNOG00000009531	1:1	549829
ENSMUSG00000038932	ENSRNOG00000061199	1:1	260589
ENSMUSG00000038914	ENSRNOG00000009936	1:1	550208
ENSMUSG00000027573	ENSRNOG00000010180	1:1	755411
ENSMUSG00000023393	ENSRNOG00000010275	1:1	547051
ENSMUSG00000045493	ENSRNOG00000010312	1:1	798787
ENSMUSG00000038848	ENSRNOG00000027015	1:1	267701
ENSMUSG00000038840	ENSRNOG00000043311	1:1	848676
ENSMUSG00000027574	ENSRNOG00000031834	1:1	787424
ENSMUSG00000027575	ENSRNOG00000043150	1:1	495445
ENSMUSG00000016356	ENSRNOG00000010326	1:1	553272
ENSMUSG00000027577	ENSRNOG00000011202	1:1	637268
ENSMUSG00000016346	ENSRNOG00000011624	1:1	710852
ENSMUSG00000016349	ENSRNOG00000012477	1:1	863722
ENSMUSG00000016344	ENSRNOG00000012722	1:1	792937
ENSMUSG00000038751	ENSRNOG00000012987	1:1	554993
ENSMUSG00000027579	ENSRNOG00000013003	1:1	553037
ENSMUSG00000047841	ENSRNOG00000013243	1:1	260002
ENSMUSG00000027580	ENSRNOG00000013267	1:1	800546
ENSMUSG00000038705	ENSRNOG00000013339	1:1	792252
ENSMUSG00000027581	ENSRNOG00000013657	1:1	777266
ENSMUSG00000038685	ENSRNOG00000027513	1:1	744147
ENSMUSG00000038671	ENSRNOG00000013992	1:1	775027
ENSMUSG00000027582	ENSRNOG00000014235	1:1	516795
ENSMUSG00000090077	ENSRNOG00000049336	1:1	776023
ENSMUSG00000027583	ENSRNOG00000014592	1:1	551640
ENSMUSG00000055882	ENSRNOG00000015067	1:1	854019
ENSMUSG00000000827	ENSRNOG00000015122	1:1	813947
ENSMUSG00000000826	ENSRNOG00000015202	1:1	552369
ENSMUSG00000000823	ENSRNOG00000015558	1:1	767593
ENSMUSG00000002455	ENSRNOG00000051498	1:1	546971
ENSMUSG00000038605	ENSRNOG00000036719	1:1	793700
ENSMUSG00000108976	ENSRNOG00000043071	1:1	260006
ENSMUSG00000046470	ENSRNOG00000016248	1:1	812834
ENSMUSG00000059540	ENSRNOG00000016288	1:1	798662
ENSMUSG00000002458	ENSRNOG00000016547	1:1	699383
ENSMUSG00000045794	ENSRNOG00000024815	1:1	761564
ENSMUSG00000027584	ENSRNOG00000016768	1:1	657333
ENSMUSG00000010505	ENSRNOG00000017346	1:1	833855
ENSMUSG00000038628	ENSRNOG00000017843	1:1	859898
ENSMUSG00000098505	ENSRNOG00000042719	n:m	
ENSMUSG00000098505	ENSRNOG00000047582	n:m	
ENSMUSG00000098505	ENSRNOG00000046835	n:m	
ENSMUSG00000098505	ENSRNOG00000031928	n:m	
ENSMUSG00000098505	ENSRNOG00000021490	n:m	
ENSMUSG00000017688	ENSRNOG00000008971	1:1	730602
ENSMUSG00000025255	ENSRNOG00000008765	1:1	845871
ENSMUSG00000040374	ENSRNOG00000008748	1:1	761405
ENSMUSG00000103034	ENSRNOG00000049551	1:1	
ENSMUSG00000027499	ENSRNOG00000012095	1:1	263374
ENSMUSG00000043542	ENSRNOG00000022356	1:1	808248
ENSMUSG00000040329	ENSRNOG00000011973	1:1	781663
ENSMUSG00000027500	ENSRNOG00000011705	1:1	777265
ENSMUSG00000040289	ENSRNOG00000011593	1:1	
ENSMUSG00000040269	ENSRNOG00000032630	1:1	783200
ENSMUSG00000027506	ENSRNOG00000011441	1:1	813948
ENSMUSG00000069114	ENSRNOG00000061862	1:1	785216
ENSMUSG00000040209	ENSRNOG00000054426	1:1	703923
ENSMUSG00000027508	ENSRNOG00000061328	1:1	797951
ENSMUSG00000027533	ENSRNOG00000049075	1:1	741050
ENSMUSG00000049230	ENSRNOG00000005258	n:1	
ENSMUSG00000052468	ENSRNOG00000022707	1:1	741037
ENSMUSG00000103124	ENSRNOG00000011082	1:1	741059
ENSMUSG00000062515	ENSRNOG00000010805	1:1	741038
ENSMUSG00000027530	ENSRNOG00000038825	1:1	741045
ENSMUSG00000027531	ENSRNOG00000010482	1:1	853552
ENSMUSG00000058921	ENSRNOG00000032426	1:1	733816
ENSMUSG00000039795	ENSRNOG00000010342	1:1	650500
ENSMUSG00000027536	ENSRNOG00000010238	1:1	834318
ENSMUSG00000027534	ENSRNOG00000009953	1:1	834536
ENSMUSG00000039710	ENSRNOG00000028985	1:m	
ENSMUSG00000039710	ENSRNOG00000033830	1:m	756920
ENSMUSG00000027552	ENSRNOG00000010760	1:1	734855
ENSMUSG00000078784	ENSRNOG00000038902	1:1	265339
ENSMUSG00000027555	ENSRNOG00000021323	1:1	638888
ENSMUSG00000027556	ENSRNOG00000010698	1:1	638893
ENSMUSG00000027559	ENSRNOG00000010079	1:1	638889
ENSMUSG00000027562	ENSRNOG00000009629	1:1	638890
ENSMUSG00000078783	ENSRNOG00000053292	1:1	
ENSMUSG00000078780	ENSRNOG00000043478	1:m	652240
ENSMUSG00000078780	ENSRNOG00000031024	1:m	
ENSMUSG00000047213	ENSRNOG00000010084	1:1	777238
ENSMUSG00000025128	ENSRNOG00000021745	1:1	553451
ENSMUSG00000039519	ENSRNOG00000009730	1:1	818986
ENSMUSG00000027599	ENSRNOG00000013253	1:1	641958
ENSMUSG00000027601	ENSRNOG00000021359	1:1	833450
ENSMUSG00000069094	ENSRNOG00000013048	1:1	792114
ENSMUSG00000027606	ENSRNOG00000012851	1:1	550147
ENSMUSG00000060913	ENSRNOG00000012723	1:1	515003
ENSMUSG00000049796	ENSRNOG00000012703	1:1	825590
ENSMUSG00000003617	ENSRNOG00000011913	1:1	807190
ENSMUSG00000027615	ENSRNOG00000031406	1:1	843757
ENSMUSG00000002428	ENSRNOG00000000082	1:1	547753
ENSMUSG00000019528	ENSRNOG00000011146	1:1	734341
ENSMUSG00000001865	ENSRNOG00000011181	1:1	539178
ENSMUSG00000011463	ENSRNOG00000030904	1:1	539175
ENSMUSG00000054988	ENSRNOG00000010640	1:1	762181
ENSMUSG00000027630	ENSRNOG00000011216	1:1	547612
ENSMUSG00000063887	ENSRNOG00000032576	1:1	780868
ENSMUSG00000039335	ENSRNOG00000024521	1:1	796995
ENSMUSG00000027699	ENSRNOG00000024365	1:1	728862
ENSMUSG00000027698	ENSRNOG00000013313	1:1	707350
ENSMUSG00000039304	ENSRNOG00000013269	1:1	762826
ENSMUSG00000051136	ENSRNOG00000024119	1:1	657444
ENSMUSG00000039286	ENSRNOG00000024089	1:1	550560
ENSMUSG00000043164	ENSRNOG00000012608	1:1	787954
ENSMUSG00000027695	ENSRNOG00000028156	1:1	655060
ENSMUSG00000027690	ENSRNOG00000011875	1:1	547449
ENSMUSG00000050192	ENSRNOG00000011859	1:1	847488
ENSMUSG00000039221	ENSRNOG00000011817	1:m	862658
ENSMUSG00000039221	ENSRNOG00000029173	1:m	
ENSMUSG00000074655	ENSRNOG00000038242	1:1	686192
ENSMUSG00000037737	ENSRNOG00000027908	1:1	784131
ENSMUSG00000037730	ENSRNOG00000027923	1:1	552129
ENSMUSG00000027702	ENSRNOG00000027935	1:1	549326
ENSMUSG00000027703	ENSRNOG00000009004	1:1	551185
ENSMUSG00000074653	ENSRNOG00000027971	1:1	554123
ENSMUSG00000051860	ENSRNOG00000027995	1:1	848160
ENSMUSG00000027706	ENSRNOG00000009057	1:1	
ENSMUSG00000037661	ENSRNOG00000009487	1:1	744919
ENSMUSG00000037652	ENSRNOG00000009491	1:1	550558
ENSMUSG00000037643	ENSRNOG00000009652	1:1	548233
ENSMUSG00000027660	ENSRNOG00000009899	1:1	804541
ENSMUSG00000037625	ENSRNOG00000010263	1:1	799041
ENSMUSG00000069072	ENSRNOG00000028097	1:1	756812
ENSMUSG00000037610	ENSRNOG00000010094	1:1	826619
ENSMUSG00000027663	ENSRNOG00000010119	1:1	550302
ENSMUSG00000027665	ENSRNOG00000056371	1:1	515612
ENSMUSG00000091091	ENSRNOG00000027836	1:1	753294
ENSMUSG00000027667	ENSRNOG00000043053	1:1	782681
ENSMUSG00000027668	ENSRNOG00000011057	1:1	726098
ENSMUSG00000027669	ENSRNOG00000011070	1:1	549214
ENSMUSG00000027671	ENSRNOG00000011553	1:1	784105
ENSMUSG00000037531	ENSRNOG00000011639	1:1	854552
ENSMUSG00000027673	ENSRNOG00000011949	1:1	854943
ENSMUSG00000056900	ENSRNOG00000030639	1:1	516020
ENSMUSG00000027677	ENSRNOG00000011261	1:1	832980
ENSMUSG00000027676	ENSRNOG00000011440	1:1	547925
ENSMUSG00000027680	ENSRNOG00000051480	1:1	803272
ENSMUSG00000074637	ENSRNOG00000012199	1:1	552837
ENSMUSG00000037400	ENSRNOG00000052116	1:1	523689
ENSMUSG00000027708	ENSRNOG00000012734	n:1	
ENSMUSG00000027709	ENSRNOG00000013293	1:1	854894
ENSMUSG00000047696	ENSRNOG00000056177	1:1	271728
ENSMUSG00000027710	ENSRNOG00000014178	1:1	832513
ENSMUSG00000033883	ENSRNOG00000042283	1:1	267441
ENSMUSG00000058400	ENSRNOG00000014414	1:1	657383
ENSMUSG00000027712	ENSRNOG00000014453	1:1	547765
ENSMUSG00000027715	ENSRNOG00000015423	1:1	752866
ENSMUSG00000037325	ENSRNOG00000015816	1:1	814883
ENSMUSG00000027716	ENSRNOG00000016070	1:1	554164
ENSMUSG00000037270	ENSRNOG00000038436	1:1	836056
ENSMUSG00000027719	ENSRNOG00000017246	1:1	809887
ENSMUSG00000027720	ENSRNOG00000017348	1:1	742584
ENSMUSG00000027718	ENSRNOG00000017376	1:1	803030
ENSMUSG00000045031	ENSRNOG00000026162	1:1	552475
ENSMUSG00000051444	ENSRNOG00000007510	1:1	306625
ENSMUSG00000037225	ENSRNOG00000017392	1:1	822381
ENSMUSG00000050174	ENSRNOG00000017420	1:1	805680
ENSMUSG00000027722	ENSRNOG00000017462	1:1	848808
ENSMUSG00000037211	ENSRNOG00000025371	1:1	270538
ENSMUSG00000044864	ENSRNOG00000010534	1:1	550271
ENSMUSG00000046743	ENSRNOG00000028335	1:1	548725
ENSMUSG00000060798	ENSRNOG00000010556	1:1	849849
ENSMUSG00000069041	ENSRNOG00000038398	1:1	498020
ENSMUSG00000025757	ENSRNOG00000010819	1:1	548388
ENSMUSG00000025758	ENSRNOG00000011654	1:1	547758
ENSMUSG00000025759	ENSRNOG00000012729	1:1	548353
ENSMUSG00000037818	ENSRNOG00000013692	1:1	728554
ENSMUSG00000074619	ENSRNOG00000061390	1:1	777596
ENSMUSG00000049940	ENSRNOG00000014051	1:1	817828
ENSMUSG00000025764	ENSRNOG00000014066	1:1	822414
ENSMUSG00000059834	ENSRNOG00000014139	1:1	549801
ENSMUSG00000025766	ENSRNOG00000038330	1:1	530142
ENSMUSG00000049100	ENSRNOG00000031974	1:1	551819
ENSMUSG00000090919	ENSRNOG00000029749	1:1	554936
ENSMUSG00000037892	ENSRNOG00000009949	1:1	
ENSMUSG00000027737	ENSRNOG00000010210	1:1	756783
ENSMUSG00000023087	ENSRNOG00000010799	1:1	849466
ENSMUSG00000037174	ENSRNOG00000010815	1:1	793960
ENSMUSG00000037161	ENSRNOG00000011923	1:1	792277
ENSMUSG00000037152	ENSRNOG00000038218	1:1	782160
ENSMUSG00000063273	ENSRNOG00000012385	1:1	675302
ENSMUSG00000027739	ENSRNOG00000013035	1:1	522159
ENSMUSG00000037111	ENSRNOG00000013045	1:1	530499
ENSMUSG00000074604	ENSRNOG00000061857	1:1	833769
ENSMUSG00000044167	ENSRNOG00000013397	1:1	267485
ENSMUSG00000027742	ENSRNOG00000013660	1:1	851625
ENSMUSG00000048332	ENSRNOG00000014153	1:1	805615
ENSMUSG00000042997	ENSRNOG00000010843	1:1	510783
ENSMUSG00000049504	ENSRNOG00000010980	1:1	553013
ENSMUSG00000027744	ENSRNOG00000011006	1:1	548770
ENSMUSG00000037016	ENSRNOG00000021670	1:1	265978
ENSMUSG00000027746	ENSRNOG00000038176	1:1	860549
ENSMUSG00000027748	ENSRNOG00000011133	1:1	548060
ENSMUSG00000027750	ENSRNOG00000012660	1:1	668682
ENSMUSG00000027751	ENSRNOG00000059480	1:1	796335
ENSMUSG00000027752	ENSRNOG00000051623	1:1	844405
ENSMUSG00000036632	ENSRNOG00000058694	1:1	489826
ENSMUSG00000027796	ENSRNOG00000000091	1:1	831960
ENSMUSG00000036615	ENSRNOG00000028382	1:1	817935
ENSMUSG00000056306	ENSRNOG00000014046	1:1	792431
ENSMUSG00000036580	ENSRNOG00000014155	1:1	304924
ENSMUSG00000048655	ENSRNOG00000038095	1:1	741167
ENSMUSG00000027794	ENSRNOG00000038091	1:1	738460
ENSMUSG00000056947	ENSRNOG00000032941	1:1	823020
ENSMUSG00000027800	ENSRNOG00000015812	1:1	844949
ENSMUSG00000027801	ENSRNOG00000016437	1:1	812124
ENSMUSG00000027803	ENSRNOG00000016617	1:1	855220
ENSMUSG00000036513	ENSRNOG00000043386	1:1	689177
ENSMUSG00000074591	ENSRNOG00000043466	1:1	748496
ENSMUSG00000036503	ENSRNOG00000029209	1:1	714167
ENSMUSG00000027805	ENSRNOG00000017427	1:1	796739
ENSMUSG00000027806	ENSRNOG00000038044	1:1	550654
ENSMUSG00000027808	ENSRNOG00000011763	1:1	747422
ENSMUSG00000027810	ENSRNOG00000013393	1:1	847229
ENSMUSG00000075700	ENSRNOG00000013507	1:1	854318
ENSMUSG00000070471	ENSRNOG00000013662	1:1	776007
ENSMUSG00000036432	ENSRNOG00000013703	1:1	650684
ENSMUSG00000101860	ENSRNOG00000043502	1:1	529679
ENSMUSG00000043850	ENSRNOG00000042477	1:1	736962
ENSMUSG00000056476	ENSRNOG00000010680	1:1	853778
ENSMUSG00000050075	ENSRNOG00000025297	1:1	815707
ENSMUSG00000036381	ENSRNOG00000013872	1:1	270889
ENSMUSG00000051431	ENSRNOG00000013894	1:1	533670
ENSMUSG00000036362	ENSRNOG00000029756	1:1	774029
ENSMUSG00000036353	ENSRNOG00000013902	1:1	270810
ENSMUSG00000036334	ENSRNOG00000013917	1:1	797428
ENSMUSG00000090527	ENSRNOG00000048440	1:1	707577
ENSMUSG00000095522	ENSRNOG00000042471	1:1	
ENSMUSG00000036951	ENSRNOG00000050241	1:m	
ENSMUSG00000036951	ENSRNOG00000038008	1:m	707345
ENSMUSG00000091376	ENSRNOG00000050494	1:1	707314
ENSMUSG00000027761	ENSRNOG00000013950	1:1	707319
ENSMUSG00000027762	ENSRNOG00000014039	1:1	271302
ENSMUSG00000027763	ENSRNOG00000014076	1:1	801462
ENSMUSG00000027765	ENSRNOG00000014232	1:1	736925
ENSMUSG00000036894	ENSRNOG00000014420	1:1	522190
ENSMUSG00000036885	ENSRNOG00000014549	1:1	552892
ENSMUSG00000027770	ENSRNOG00000014599	1:1	846765
ENSMUSG00000043441	ENSRNOG00000014793	1:1	818229
ENSMUSG00000027820	ENSRNOG00000009514	1:1	851874
ENSMUSG00000048581	ENSRNOG00000021324	1:1	808768
ENSMUSG00000027822	ENSRNOG00000010023	1:1	547013
ENSMUSG00000027823	ENSRNOG00000051151	1:1	700964
ENSMUSG00000027824	ENSRNOG00000010268	1:1	641588
ENSMUSG00000043897	ENSRNOG00000030104	n:m	
ENSMUSG00000043897	ENSRNOG00000028345	n:m	706245
ENSMUSG00000091572	ENSRNOG00000030104	n:m	
ENSMUSG00000091572	ENSRNOG00000028345	n:m	
ENSMUSG00000092049	ENSRNOG00000030104	n:m	
ENSMUSG00000092049	ENSRNOG00000028345	n:m	
ENSMUSG00000068999	ENSRNOG00000030104	n:m	
ENSMUSG00000068999	ENSRNOG00000028345	n:m	
ENSMUSG00000090581	ENSRNOG00000030104	n:m	641469
ENSMUSG00000090581	ENSRNOG00000028345	n:m	
ENSMUSG00000062200	ENSRNOG00000030104	n:m	
ENSMUSG00000062200	ENSRNOG00000028345	n:m	
ENSMUSG00000027827	ENSRNOG00000056697	1:1	798228
ENSMUSG00000034640	ENSRNOG00000011238	1:1	650894
ENSMUSG00000027829	ENSRNOG00000011586	1:1	547972
ENSMUSG00000027831	ENSRNOG00000012427	1:1	804997
ENSMUSG00000027832	ENSRNOG00000012280	1:1	703886
ENSMUSG00000027833	ENSRNOG00000012478	1:1	828844
ENSMUSG00000034544	ENSRNOG00000023762	1:1	
ENSMUSG00000048416	ENSRNOG00000012827	1:1	744901
ENSMUSG00000027774	ENSRNOG00000012873	1:1	863707
ENSMUSG00000047557	ENSRNOG00000013572	1:1	309536
ENSMUSG00000049404	ENSRNOG00000037853	1:1	822867
ENSMUSG00000027775	ENSRNOG00000013790	1:1	547511
ENSMUSG00000051777	ENSRNOG00000060482	1:1	716455
ENSMUSG00000027777	ENSRNOG00000009276	1:1	785978
ENSMUSG00000027776	ENSRNOG00000009468	1:1	794218
ENSMUSG00000046999	ENSRNOG00000009803	1:1	721025
ENSMUSG00000027778	ENSRNOG00000009808	1:1	833248
ENSMUSG00000034349	ENSRNOG00000010274	1:1	547047
ENSMUSG00000034317	ENSRNOG00000010515	1:1	515021
ENSMUSG00000027782	ENSRNOG00000010768	1:1	515829
ENSMUSG00000098207	ENSRNOG00000049827	1:1	775041
ENSMUSG00000027784	ENSRNOG00000046168	1:1	
ENSMUSG00000043300	ENSRNOG00000012019	1:1	749421
ENSMUSG00000027787	ENSRNOG00000009310	1:1	862151
ENSMUSG00000043461	ENSRNOG00000009388	1:1	754720
ENSMUSG00000027788	ENSRNOG00000021186	1:1	550634
ENSMUSG00000027790	ENSRNOG00000031067	1:1	683995
ENSMUSG00000048304	ENSRNOG00000009821	1:1	553074
ENSMUSG00000027792	ENSRNOG00000009826	1:1	780862
ENSMUSG00000034151	ENSRNOG00000009792	1:1	769898
ENSMUSG00000034139	ENSRNOG00000009903	1:1	847697
ENSMUSG00000104301	ENSRNOG00000024628	1:1	640627
ENSMUSG00000027835	ENSRNOG00000010147	1:1	834069
ENSMUSG00000027834	ENSRNOG00000010248	1:1	847684
ENSMUSG00000100962	ENSRNOG00000046421	1:1	735136
ENSMUSG00000034109	ENSRNOG00000024213	1:1	553096
ENSMUSG00000034098	ENSRNOG00000047002	1:1	825480
ENSMUSG00000062232	ENSRNOG00000021581	1:1	858148
ENSMUSG00000091685	ENSRNOG00000032009	1:1	731695
ENSMUSG00000061175	ENSRNOG00000027833	1:1	805962
ENSMUSG00000027804	ENSRNOG00000027408	1:m	547255
ENSMUSG00000027804	ENSRNOG00000037230	1:m	
ENSMUSG00000027809	ENSRNOG00000009538	1:1	646734
ENSMUSG00000027811	ENSRNOG00000010071	1:1	752239
ENSMUSG00000034009	ENSRNOG00000024120	1:1	549999
ENSMUSG00000027956	ENSRNOG00000010081	1:1	689129
ENSMUSG00000027955	ENSRNOG00000010183	1:1	762823
ENSMUSG00000033981	ENSRNOG00000054204	1:1	770486
ENSMUSG00000028020	ENSRNOG00000010199	1:1	637273
ENSMUSG00000028019	ENSRNOG00000010695	1:1	766785
ENSMUSG00000028011	ENSRNOG00000011612	1:1	834914
ENSMUSG00000028008	ENSRNOG00000011842	1:1	544073
ENSMUSG00000028005	ENSRNOG00000012060	1:1	552068
ENSMUSG00000033910	ENSRNOG00000012302	1:1	552559
ENSMUSG00000033900	ENSRNOG00000012982	1:1	822369
ENSMUSG00000028004	ENSRNOG00000049213	1:1	657294
ENSMUSG00000033882	ENSRNOG00000025823	1:1	268319
ENSMUSG00000028003	ENSRNOG00000025608	1:1	783180
ENSMUSG00000033860	ENSRNOG00000025074	1:1	800184
ENSMUSG00000028001	ENSRNOG00000024848	1:1	818485
ENSMUSG00000033831	ENSRNOG00000007092	1:1	795693
ENSMUSG00000027998	ENSRNOG00000006655	1:1	547150
ENSMUSG00000027996	ENSRNOG00000009465	1:1	833458
ENSMUSG00000027995	ENSRNOG00000009822	1:1	767596
ENSMUSG00000033767	ENSRNOG00000009837	1:1	808727
ENSMUSG00000033752	ENSRNOG00000024733	1:1	828768
ENSMUSG00000027993	ENSRNOG00000010124	1:1	510782
ENSMUSG00000041842	ENSRNOG00000024594	1:1	549987
ENSMUSG00000074513	ENSRNOG00000010533	n:1	
ENSMUSG00000102805	ENSRNOG00000010533	n:1	498974
ENSMUSG00000047819	ENSRNOG00000010741	1:1	699483
ENSMUSG00000056498	ENSRNOG00000010866	1:1	775656
ENSMUSG00000028086	ENSRNOG00000010889	1:1	547333
ENSMUSG00000028085	ENSRNOG00000037655	1:1	790286
ENSMUSG00000031286	ENSRNOG00000005753	n:1	767468
ENSMUSG00000028082	ENSRNOG00000011752	1:1	551374
ENSMUSG00000049013	ENSRNOG00000024208	1:1	558986
ENSMUSG00000028081	ENSRNOG00000048109	1:m	
ENSMUSG00000028081	ENSRNOG00000011893	1:m	838627
ENSMUSG00000028080	ENSRNOG00000023453	1:1	791351
ENSMUSG00000057777	ENSRNOG00000031398	1:1	823019
ENSMUSG00000028078	ENSRNOG00000016550	1:1	548584
ENSMUSG00000041750	ENSRNOG00000016451	n:1	
ENSMUSG00000028076	ENSRNOG00000016451	n:1	271019
ENSMUSG00000041734	ENSRNOG00000016408	1:1	554014
ENSMUSG00000015852	ENSRNOG00000016164	1:1	566778
ENSMUSG00000015854	ENSRNOG00000023068	1:1	553093
ENSMUSG00000059994	ENSRNOG00000034230	1:1	
ENSMUSG00000048031	ENSRNOG00000043414	1:1	557373
ENSMUSG00000003382	ENSRNOG00000043095	1:1	778517
ENSMUSG00000041977	ENSRNOG00000015026	1:1	728850
ENSMUSG00000023084	ENSRNOG00000014937	1:1	797918
ENSMUSG00000028073	ENSRNOG00000014243	1:1	549962
ENSMUSG00000028072	ENSRNOG00000013953	1:1	782136
ENSMUSG00000005640	ENSRNOG00000057702	1:1	833172
ENSMUSG00000028071	ENSRNOG00000013294	1:1	765420
ENSMUSG00000004895	ENSRNOG00000012933	1:1	743362
ENSMUSG00000004897	ENSRNOG00000042261	1:1	777262
ENSMUSG00000019710	ENSRNOG00000022234	1:1	861254
ENSMUSG00000004896	ENSRNOG00000011645	1:1	849921
ENSMUSG00000048039	ENSRNOG00000011402	1:1	842205
ENSMUSG00000004885	ENSRNOG00000048421	1:m	741042
ENSMUSG00000004885	ENSRNOG00000022101	1:m	
ENSMUSG00000004891	ENSRNOG00000045562	1:m	
ENSMUSG00000004891	ENSRNOG00000018681	1:m	772153
ENSMUSG00000004892	ENSRNOG00000018798	1:1	818566
ENSMUSG00000004894	ENSRNOG00000018870	1:1	778518
ENSMUSG00000028069	ENSRNOG00000018969	1:1	549325
ENSMUSG00000028070	ENSRNOG00000019201	1:1	637989
ENSMUSG00000051036	ENSRNOG00000028765	1:1	611600
ENSMUSG00000028068	ENSRNOG00000027894	1:1	829849
ENSMUSG00000001419	ENSRNOG00000031778	1:1	552155
ENSMUSG00000104445	ENSRNOG00000019412	n:1	507398
ENSMUSG00000103766	ENSRNOG00000019412	n:1	
ENSMUSG00000010538	ENSRNOG00000037552	1:1	263171
ENSMUSG00000001416	ENSRNOG00000019090	1:1	636213
ENSMUSG00000001418	ENSRNOG00000019281	1:1	831307
ENSMUSG00000001420	ENSRNOG00000019414	1:1	680614
ENSMUSG00000001415	ENSRNOG00000019590	1:1	845251
ENSMUSG00000041423	ENSRNOG00000026059	1:1	771023
ENSMUSG00000074489	ENSRNOG00000019607	n:1	
ENSMUSG00000074486	ENSRNOG00000019607	n:1	263639
ENSMUSG00000074483	ENSRNOG00000019607	n:1	
ENSMUSG00000028066	ENSRNOG00000019620	1:1	741010
ENSMUSG00000050144	ENSRNOG00000025269	1:1	498005
ENSMUSG00000028064	ENSRNOG00000019737	1:1	837133
ENSMUSG00000028063	ENSRNOG00000019638	1:1	548049
ENSMUSG00000074480	ENSRNOG00000058654	1:1	831833
ENSMUSG00000008601	ENSRNOG00000023640	1:1	522116
ENSMUSG00000028062	ENSRNOG00000019908	1:1	659013
ENSMUSG00000008604	ENSRNOG00000019933	1:1	812738
ENSMUSG00000041355	ENSRNOG00000019940	1:1	850573
ENSMUSG00000028059	ENSRNOG00000020027	1:1	552050
ENSMUSG00000028060	ENSRNOG00000020139	1:1	552127
ENSMUSG00000028057	ENSRNOG00000020232	1:1	522204
ENSMUSG00000068923	ENSRNOG00000020279	1:1	745745
ENSMUSG00000054199	ENSRNOG00000020297	1:1	828206
ENSMUSG00000068922	ENSRNOG00000020357	1:1	530486
ENSMUSG00000068921	ENSRNOG00000020373	1:1	514915
ENSMUSG00000028053	ENSRNOG00000020386	1:1	824078
