mouse_ID	zebrafish_ID	orthotype	OMAgroup
ENSMUSG00000025207	ENSDARG00000088143	1:m	
ENSMUSG00000025207	ENSDARG00000076595	1:m	837137
ENSMUSG00000025208	ENSDARG00000076334	1:1	850855
ENSMUSG00000025209	ENSDARG00000099900	1:1	730019
ENSMUSG00000035342	ENSDARG00000077207	1:m	
ENSMUSG00000035342	ENSDARG00000074597	1:m	551438
ENSMUSG00000074818	ENSDARG00000090631	1:1	
ENSMUSG00000025212	ENSDARG00000057374	1:1	862630
ENSMUSG00000025213	ENSDARG00000078518	1:1	
ENSMUSG00000025216	ENSDARG00000018321	1:1	833514
ENSMUSG00000025218	ENSDARG00000039613	1:1	740344
ENSMUSG00000041035	ENSDARG00000060501	1:1	751382
ENSMUSG00000040913	ENSDARG00000033551	1:1	856324
ENSMUSG00000025219	ENSDARG00000003399	1:m	796817
ENSMUSG00000025219	ENSDARG00000039615	1:m	
ENSMUSG00000056209	ENSDARG00000103594	1:1	766788
ENSMUSG00000025220	ENSDARG00000074686	1:1	839832
ENSMUSG00000025221	ENSDARG00000075846	1:1	
ENSMUSG00000039901	ENSDARG00000104285	1:1	804023
ENSMUSG00000074811	ENSDARG00000013581	1:1	775643
ENSMUSG00000025223	ENSDARG00000010137	1:1	
ENSMUSG00000015176	ENSDARG00000024561	1:1	548673
ENSMUSG00000025224	ENSDARG00000027016	1:1	516236
ENSMUSG00000025225	ENSDARG00000038687	1:1	848205
ENSMUSG00000025226	ENSDARG00000005284	1:1	550152
ENSMUSG00000036748	ENSDARG00000039365	1:1	265767
ENSMUSG00000025227	ENSDARG00000009214	1:1	549862
ENSMUSG00000025231	ENSDARG00000056801	1:1	855058
ENSMUSG00000025034	ENSDARG00000060729	1:m	766766
ENSMUSG00000025034	ENSDARG00000090512	1:m	
ENSMUSG00000025035	ENSDARG00000071409	1:m	
ENSMUSG00000025035	ENSDARG00000056794	1:m	775029
ENSMUSG00000025036	ENSDARG00000017960	1:1	862629
ENSMUSG00000047731	ENSDARG00000013245	1:1	
ENSMUSG00000003555	ENSDARG00000033566	1:m	818962
ENSMUSG00000003555	ENSDARG00000053966	1:m	
ENSMUSG00000062376	ENSDARG00000055070	1:1	780224
ENSMUSG00000003559	ENSDARG00000027572	1:1	537160
ENSMUSG00000064105	ENSDARG00000061195	1:m	
ENSMUSG00000064105	ENSDARG00000078733	1:m	
ENSMUSG00000025041	ENSDARG00000039399	1:m	
ENSMUSG00000025041	ENSDARG00000058231	1:m	726858
ENSMUSG00000034336	ENSDARG00000011862	1:m	
ENSMUSG00000034336	ENSDARG00000053248	1:m	554426
ENSMUSG00000025049	ENSDARG00000018325	1:1	547024
ENSMUSG00000071528	ENSDARG00000096003	1:1	805001
ENSMUSG00000025047	ENSDARG00000052480	1:1	529372
ENSMUSG00000033033	ENSDARG00000074179	1:m	
ENSMUSG00000033033	ENSDARG00000039482	1:m	843082
ENSMUSG00000079258	ENSDARG00000077021	1:m	818099
ENSMUSG00000079258	ENSDARG00000005314	1:m	
ENSMUSG00000094219	ENSDARG00000079602	1:1	801476
ENSMUSG00000006435	ENSDARG00000069438	1:1	849854
ENSMUSG00000053617	ENSDARG00000060148	1:1	551035
ENSMUSG00000042694	ENSDARG00000007734	1:1	543846
ENSMUSG00000025060	ENSDARG00000012574	1:1	548453
ENSMUSG00000025064	ENSDARG00000079011	1:m	550606
ENSMUSG00000025064	ENSDARG00000069415	1:m	
ENSMUSG00000025066	ENSDARG00000021974	1:1	
ENSMUSG00000044948	ENSDARG00000001825	1:1	549424
ENSMUSG00000025068	ENSDARG00000022183	1:m	
ENSMUSG00000025068	ENSDARG00000033285	1:m	
ENSMUSG00000046585	ENSDARG00000069435	1:1	547746
ENSMUSG00000043531	ENSDARG00000076333	1:1	748242
ENSMUSG00000035804	ENSDARG00000034610	n:m	
ENSMUSG00000035804	ENSDARG00000035350	n:m	783498
ENSMUSG00000025027	ENSDARG00000029011	1:1	808648
ENSMUSG00000025026	ENSDARG00000040874	1:1	834381
ENSMUSG00000025025	ENSDARG00000040884	1:1	811478
ENSMUSG00000025024	ENSDARG00000056235	1:1	782027
ENSMUSG00000034765	ENSDARG00000019307	1:1	709082
ENSMUSG00000071497	ENSDARG00000056531	n:1	862462
ENSMUSG00000024974	ENSDARG00000019000	1:1	547003
ENSMUSG00000043639	ENSDARG00000000394	1:m	
ENSMUSG00000043639	ENSDARG00000101808	1:m	
ENSMUSG00000024975	ENSDARG00000041022	1:1	671044
ENSMUSG00000084957	ENSDARG00000071046	1:1	659937
ENSMUSG00000024976	ENSDARG00000040853	1:1	549084
ENSMUSG00000033717	ENSDARG00000040841	1:1	657419
ENSMUSG00000024978	ENSDARG00000074169	1:1	860230
ENSMUSG00000024979	ENSDARG00000045268	1:1	808449
ENSMUSG00000055523	ENSDARG00000076776	1:1	553130
ENSMUSG00000024981	ENSDARG00000075931	1:1	547576
ENSMUSG00000024982	ENSDARG00000075721	1:1	839235
ENSMUSG00000024983	ENSDARG00000045065	1:1	722970
ENSMUSG00000024985	ENSDARG00000004415	1:1	816074
ENSMUSG00000025075	ENSDARG00000057498	1:1	
ENSMUSG00000049134	ENSDARG00000009341	1:1	266100
ENSMUSG00000025076	ENSDARG00000091836	1:1	
ENSMUSG00000035818	ENSDARG00000070041	1:m	
ENSMUSG00000035818	ENSDARG00000079227	1:m	
ENSMUSG00000035818	ENSDARG00000090526	1:m	772954
ENSMUSG00000025078	ENSDARG00000089581	1:1	510779
ENSMUSG00000035283	ENSDARG00000007490	1:1	796972
ENSMUSG00000035173	ENSDARG00000061020	1:1	548351
ENSMUSG00000025081	ENSDARG00000007465	1:1	826192
ENSMUSG00000025082	ENSDARG00000075441	1:1	804102
ENSMUSG00000025083	ENSDARG00000074806	1:1	774048
ENSMUSG00000025085	ENSDARG00000045064	1:1	566681
ENSMUSG00000033478	ENSDARG00000060168	1:1	802301
ENSMUSG00000025086	ENSDARG00000053805	1:1	860956
ENSMUSG00000054843	ENSDARG00000006420	1:1	830206
ENSMUSG00000025089	ENSDARG00000102564	1:1	
ENSMUSG00000025090	ENSDARG00000039937	1:1	813040
ENSMUSG00000025092	ENSDARG00000070603	1:1	815359
ENSMUSG00000048029	ENSDARG00000070598	1:1	
ENSMUSG00000041362	ENSDARG00000039697	1:1	848109
ENSMUSG00000006270	ENSDARG00000021916	1:1	714602
ENSMUSG00000040901	ENSDARG00000057049	1:1	749657
ENSMUSG00000025094	ENSDARG00000015110	1:1	547601
ENSMUSG00000074746	ENSDARG00000088699	1:1	845922
ENSMUSG00000067038	ENSDARG00000036875	n:1	766653
ENSMUSG00000043969	ENSDARG00000039701	1:1	797242
ENSMUSG00000040022	ENSDARG00000101432	1:1	548606
ENSMUSG00000057858	ENSDARG00000039699	1:1	786005
ENSMUSG00000033417	ENSDARG00000021885	1:1	847095
ENSMUSG00000024991	ENSDARG00000076815	1:1	547062
ENSMUSG00000024993	ENSDARG00000062965	1:1	842513
ENSMUSG00000063698	ENSDARG00000069832	1:1	805000
ENSMUSG00000024997	ENSDARG00000032102	1:1	546878
ENSMUSG00000094649	ENSDARG00000078986	n:1	
ENSMUSG00000025903	ENSDARG00000104228	1:1	833705
ENSMUSG00000033813	ENSDARG00000003531	1:1	798661
ENSMUSG00000033793	ENSDARG00000006370	1:1	777160
ENSMUSG00000025905	ENSDARG00000006894	1:1	657320
ENSMUSG00000051285	ENSDARG00000053152	1:1	270521
ENSMUSG00000025909	ENSDARG00000061832	1:1	790825
ENSMUSG00000061024	ENSDARG00000003941	1:1	860100
ENSMUSG00000025911	ENSDARG00000053518	1:1	811083
ENSMUSG00000025912	ENSDARG00000030999	1:1	828416
ENSMUSG00000045210	ENSDARG00000060177	1:1	823887
ENSMUSG00000025915	ENSDARG00000062460	1:1	553882
ENSMUSG00000025916	ENSDARG00000057632	1:1	549426
ENSMUSG00000025917	ENSDARG00000057624	1:1	829734
ENSMUSG00000056763	ENSDARG00000100236	1:1	550876
ENSMUSG00000067851	ENSDARG00000063474	1:1	839445
ENSMUSG00000042501	ENSDARG00000012013	1:1	539174
ENSMUSG00000048960	ENSDARG00000071692	1:1	303904
ENSMUSG00000016918	ENSDARG00000038428	1:1	838942
ENSMUSG00000025938	ENSDARG00000071685	1:1	549153
ENSMUSG00000042414	ENSDARG00000045371	1:1	552866
ENSMUSG00000005886	ENSDARG00000017929	1:1	795277
ENSMUSG00000025935	ENSDARG00000019137	1:1	529238
ENSMUSG00000067813	ENSDARG00000026500	1:1	795300
ENSMUSG00000025932	ENSDARG00000014259	1:1	748439
ENSMUSG00000032769	ENSDARG00000031875	1:m	
ENSMUSG00000032769	ENSDARG00000016699	1:m	552033
ENSMUSG00000092083	ENSDARG00000060095	n:1	
ENSMUSG00000025925	ENSDARG00000058710	1:1	841051
ENSMUSG00000032719	ENSDARG00000104507	1:1	802816
ENSMUSG00000043716	ENSDARG00000007320	1:1	851036
ENSMUSG00000025921	ENSDARG00000058730	1:m	508622
ENSMUSG00000025921	ENSDARG00000012369	1:m	
ENSMUSG00000025920	ENSDARG00000026801	1:1	767583
ENSMUSG00000025939	ENSDARG00000045360	1:1	811304
ENSMUSG00000079658	ENSDARG00000045355	1:m	
ENSMUSG00000079658	ENSDARG00000045359	1:m	853142
ENSMUSG00000025940	ENSDARG00000078773	1:1	501207
ENSMUSG00000042686	ENSDARG00000038826	1:1	
ENSMUSG00000025777	ENSDARG00000058601	1:1	839890
ENSMUSG00000067780	ENSDARG00000045378	1:m	549043
ENSMUSG00000067780	ENSDARG00000061292	1:m	
ENSMUSG00000025776	ENSDARG00000077275	1:1	268375
ENSMUSG00000025774	ENSDARG00000103034	n:1	
ENSMUSG00000042596	ENSDARG00000023272	1:1	810561
ENSMUSG00000025927	ENSDARG00000012667	1:1	808750
ENSMUSG00000025929	ENSDARG00000041976	1:1	
ENSMUSG00000041859	ENSDARG00000024204	1:1	
ENSMUSG00000025931	ENSDARG00000088828	1:1	771020
ENSMUSG00000041809	ENSDARG00000009743	1:1	657200
ENSMUSG00000041779	ENSDARG00000030092	1:1	529246
ENSMUSG00000025933	ENSDARG00000095157	1:1	527778
ENSMUSG00000025934	ENSDARG00000090228	n:m	
ENSMUSG00000025934	ENSDARG00000039832	n:m	
ENSMUSG00000073730	ENSDARG00000030161	n:1	
ENSMUSG00000026158	ENSDARG00000061223	1:1	711702
ENSMUSG00000026156	ENSDARG00000030733	1:1	822660
ENSMUSG00000026155	ENSDARG00000031302	1:1	550892
ENSMUSG00000026153	ENSDARG00000059843	1:1	855169
ENSMUSG00000026147	ENSDARG00000031483	1:1	550894
ENSMUSG00000073725	ENSDARG00000104223	1:1	861606
ENSMUSG00000033569	ENSDARG00000059832	1:1	657376
ENSMUSG00000026064	ENSDARG00000006242	1:1	783945
ENSMUSG00000050217	ENSDARG00000007715	1:1	791561
ENSMUSG00000026063	ENSDARG00000038612	n:1	
ENSMUSG00000026058	ENSDARG00000069469	1:1	550212
ENSMUSG00000026134	ENSDARG00000052721	1:1	831189
ENSMUSG00000004768	ENSDARG00000004151	1:1	522126
ENSMUSG00000042215	ENSDARG00000035005	1:1	822412
ENSMUSG00000042197	ENSDARG00000076939	1:1	266448
ENSMUSG00000042111	ENSDARG00000033533	1:1	824490
ENSMUSG00000026127	ENSDARG00000054540	1:1	850585
ENSMUSG00000037503	ENSDARG00000101733	1:1	276368
ENSMUSG00000026123	ENSDARG00000013928	1:1	829899
ENSMUSG00000045216	ENSDARG00000071501	1:1	812134
ENSMUSG00000037470	ENSDARG00000054746	1:1	689150
ENSMUSG00000010453	ENSDARG00000029556	1:1	765386
ENSMUSG00000001143	ENSDARG00000088663	1:1	797359
ENSMUSG00000001138	ENSDARG00000099568	1:1	524200
ENSMUSG00000079610	ENSDARG00000041350	1:1	550459
ENSMUSG00000026121	ENSDARG00000079611	1:1	837138
ENSMUSG00000061518	ENSDARG00000015978	n:m	516572
ENSMUSG00000061518	ENSDARG00000011208	n:m	
ENSMUSG00000037351	ENSDARG00000011611	1:1	784117
ENSMUSG00000026117	ENSDARG00000015752	1:1	552128
ENSMUSG00000026114	ENSDARG00000012297	1:m	
ENSMUSG00000026114	ENSDARG00000070726	1:m	702798
ENSMUSG00000026113	ENSDARG00000070995	1:1	858192
ENSMUSG00000026112	ENSDARG00000094833	1:1	817214
ENSMUSG00000026111	ENSDARG00000040455	1:1	799696
ENSMUSG00000026110	ENSDARG00000063330	1:1	802197
ENSMUSG00000060771	ENSDARG00000052512	1:1	551923
ENSMUSG00000037216	ENSDARG00000025233	1:1	704651
ENSMUSG00000026088	ENSDARG00000044766	1:1	
ENSMUSG00000026087	ENSDARG00000069850	1:1	779566
ENSMUSG00000061584	ENSDARG00000056874	1:m	747784
ENSMUSG00000061584	ENSDARG00000071701	1:m	
ENSMUSG00000061584	ENSDARG00000099562	1:m	
ENSMUSG00000058407	ENSDARG00000069853	1:1	839473
ENSMUSG00000026083	ENSDARG00000016548	1:1	547159
ENSMUSG00000026082	ENSDARG00000018296	1:1	861138
ENSMUSG00000026080	ENSDARG00000031632	1:1	724612
ENSMUSG00000026078	ENSDARG00000100651	1:1	
ENSMUSG00000073702	ENSDARG00000053365	1:1	804033
ENSMUSG00000003134	ENSDARG00000104493	1:1	530262
ENSMUSG00000003135	ENSDARG00000068596	1:1	844778
ENSMUSG00000050967	ENSDARG00000000666	1:1	802372
ENSMUSG00000026074	ENSDARG00000009031	1:1	581290
ENSMUSG00000026073	ENSDARG00000100461	1:1	842406
ENSMUSG00000026072	ENSDARG00000090844	n:m	
ENSMUSG00000026072	ENSDARG00000088672	n:m	
ENSMUSG00000070942	ENSDARG00000090844	n:m	
ENSMUSG00000070942	ENSDARG00000088672	n:m	810538
ENSMUSG00000026065	ENSDARG00000058780	n:1	
ENSMUSG00000026062	ENSDARG00000058780	n:1	550655
ENSMUSG00000041945	ENSDARG00000074728	1:1	549394
ENSMUSG00000079588	ENSDARG00000040374	1:1	307626
ENSMUSG00000045515	ENSDARG00000095896	1:1	756340
ENSMUSG00000060679	ENSDARG00000061505	1:1	783843
ENSMUSG00000041907	ENSDARG00000063357	1:1	763525
ENSMUSG00000070939	ENSDARG00000061508	1:1	742371
ENSMUSG00000010290	ENSDARG00000042025	1:1	851332
ENSMUSG00000008136	ENSDARG00000003991	1:m	
ENSMUSG00000008136	ENSDARG00000042018	1:m	550521
ENSMUSG00000066877	ENSDARG00000043361	1:m	
ENSMUSG00000066877	ENSDARG00000018206	1:m	833508
ENSMUSG00000026051	ENSDARG00000056087	1:1	807187
ENSMUSG00000057363	ENSDARG00000056102	1:1	547039
ENSMUSG00000041763	ENSDARG00000078751	1:1	531069
ENSMUSG00000047343	ENSDARG00000078878	1:1	
ENSMUSG00000026049	ENSDARG00000030636	1:1	824645
ENSMUSG00000026047	ENSDARG00000031971	1:1	815545
ENSMUSG00000041684	ENSDARG00000061409	1:1	650599
ENSMUSG00000026048	ENSDARG00000023678	1:1	813128
ENSMUSG00000046828	ENSDARG00000016343	1:1	802224
ENSMUSG00000056870	ENSDARG00000001733	1:1	660087
ENSMUSG00000026042	ENSDARG00000031678	1:1	549278
ENSMUSG00000025995	ENSDARG00000040730	1:1	834514
ENSMUSG00000025993	ENSDARG00000000241	1:1	742405
ENSMUSG00000041144	ENSDARG00000060165	n:1	
ENSMUSG00000101337	ENSDARG00000060165	n:1	529435
ENSMUSG00000025986	ENSDARG00000005823	1:1	789361
ENSMUSG00000026109	ENSDARG00000058699	1:m	
ENSMUSG00000026109	ENSDARG00000051824	1:m	738404
ENSMUSG00000045954	ENSDARG00000027611	1:1	
ENSMUSG00000026107	ENSDARG00000004692	1:1	
ENSMUSG00000018417	ENSDARG00000024694	1:1	549309
ENSMUSG00000062939	ENSDARG00000028731	1:1	310027
ENSMUSG00000026104	ENSDARG00000006266	1:m	804321
ENSMUSG00000026104	ENSDARG00000076182	1:m	
ENSMUSG00000002881	ENSDARG00000042940	1:m	
ENSMUSG00000002881	ENSDARG00000040700	1:m	782617
ENSMUSG00000041439	ENSDARG00000054583	1:1	
ENSMUSG00000026102	ENSDARG00000002897	1:1	816534
ENSMUSG00000041426	ENSDARG00000054867	1:1	
ENSMUSG00000026100	ENSDARG00000069133	1:1	
ENSMUSG00000026098	ENSDARG00000000476	1:1	785245
ENSMUSG00000026097	ENSDARG00000014333	1:1	843551
ENSMUSG00000026096	ENSDARG00000000651	1:1	804775
ENSMUSG00000099913	ENSDARG00000000540	n:1	
ENSMUSG00000026095	ENSDARG00000000540	n:1	657256
ENSMUSG00000096141	ENSDARG00000060165	n:1	
ENSMUSG00000026094	ENSDARG00000014348	1:1	549505
ENSMUSG00000025983	ENSDARG00000090935	1:1	554550
ENSMUSG00000041303	ENSDARG00000043247	1:1	822243
ENSMUSG00000073678	ENSDARG00000062465	1:1	853468
ENSMUSG00000052331	ENSDARG00000086326	1:m	
ENSMUSG00000052331	ENSDARG00000026028	1:m	552732
ENSMUSG00000025982	ENSDARG00000056138	1:1	530088
ENSMUSG00000025981	ENSDARG00000070393	n:m	
ENSMUSG00000025981	ENSDARG00000056141	n:m	
ENSMUSG00000025980	ENSDARG00000056160	1:1	636209
ENSMUSG00000073676	ENSDARG00000056167	1:1	859373
ENSMUSG00000025979	ENSDARG00000056085	1:1	755363
ENSMUSG00000025978	ENSDARG00000056078	1:1	757785
ENSMUSG00000046994	ENSDARG00000009218	1:1	855984
ENSMUSG00000038331	ENSDARG00000061885	1:1	794913
ENSMUSG00000038323	ENSDARG00000062425	1:1	835529
ENSMUSG00000048495	ENSDARG00000069672	1:1	764010
ENSMUSG00000025971	ENSDARG00000069671	1:1	848241
ENSMUSG00000063558	ENSDARG00000020054	n:m	
ENSMUSG00000063558	ENSDARG00000071475	n:m	
ENSMUSG00000064294	ENSDARG00000020054	n:m	790532
ENSMUSG00000064294	ENSDARG00000071475	n:m	
ENSMUSG00000038242	ENSDARG00000020054	n:m	
ENSMUSG00000038242	ENSDARG00000071475	n:m	790517
ENSMUSG00000079554	ENSDARG00000020054	n:m	
ENSMUSG00000079554	ENSDARG00000071475	n:m	
ENSMUSG00000051223	ENSDARG00000010481	1:1	798095
ENSMUSG00000026034	ENSDARG00000089372	n:m	
ENSMUSG00000026034	ENSDARG00000005908	n:m	
ENSMUSG00000026035	ENSDARG00000033370	1:1	547014
ENSMUSG00000026036	ENSDARG00000045249	1:1	846318
ENSMUSG00000026037	ENSDARG00000101465	1:1	650657
ENSMUSG00000038174	ENSDARG00000101696	1:1	758907
ENSMUSG00000026032	ENSDARG00000075709	1:1	
ENSMUSG00000026031	ENSDARG00000055966	1:1	268772
ENSMUSG00000026028	ENSDARG00000102471	1:1	838927
ENSMUSG00000026027	ENSDARG00000088225	1:1	552913
ENSMUSG00000038079	ENSDARG00000041735	1:1	
ENSMUSG00000026024	ENSDARG00000076924	1:1	826594
ENSMUSG00000026023	ENSDARG00000006093	1:1	549710
ENSMUSG00000041075	ENSDARG00000027589	1:m	
ENSMUSG00000041075	ENSDARG00000060004	1:m	641172
ENSMUSG00000047361	ENSDARG00000086735	1:1	
ENSMUSG00000026021	ENSDARG00000044267	1:1	862066
ENSMUSG00000026020	ENSDARG00000104353	1:1	
ENSMUSG00000067336	ENSDARG00000020057	1:1	796334
ENSMUSG00000041040	ENSDARG00000009839	1:1	
ENSMUSG00000026018	ENSDARG00000057688	1:1	
ENSMUSG00000026019	ENSDARG00000003287	1:1	857330
ENSMUSG00000073664	ENSDARG00000099547	1:1	791346
ENSMUSG00000049439	ENSDARG00000006040	1:1	819141
ENSMUSG00000026782	ENSDARG00000058207	1:1	
ENSMUSG00000026014	ENSDARG00000061732	1:m	550751
ENSMUSG00000026014	ENSDARG00000006301	1:m	
ENSMUSG00000052062	ENSDARG00000034555	1:1	550860
ENSMUSG00000025969	ENSDARG00000096546	1:m	802337
ENSMUSG00000025969	ENSDARG00000038446	1:m	
ENSMUSG00000040865	ENSDARG00000104727	1:1	828218
ENSMUSG00000025968	ENSDARG00000028546	1:1	
ENSMUSG00000025967	ENSDARG00000044521	1:1	
ENSMUSG00000025964	ENSDARG00000062323	1:1	266867
ENSMUSG00000025963	ENSDARG00000018008	1:1	823636
ENSMUSG00000025962	ENSDARG00000074031	1:1	843488
ENSMUSG00000025959	ENSDARG00000073857	1:m	551708
ENSMUSG00000025959	ENSDARG00000043821	1:m	
ENSMUSG00000025958	ENSDARG00000093420	1:1	847531
ENSMUSG00000025956	ENSDARG00000012051	1:1	802222
ENSMUSG00000070871	ENSDARG00000099692	1:1	695920
ENSMUSG00000045005	ENSDARG00000025420	1:1	641165
ENSMUSG00000051344	ENSDARG00000030633	1:1	808019
ENSMUSG00000070870	ENSDARG00000040735	n:m	
ENSMUSG00000070870	ENSDARG00000093318	n:m	771094
ENSMUSG00000070870	ENSDARG00000018797	n:m	
ENSMUSG00000070870	ENSDARG00000025943	n:m	
ENSMUSG00000067299	ENSDARG00000040735	n:m	
ENSMUSG00000067299	ENSDARG00000093318	n:m	
ENSMUSG00000067299	ENSDARG00000018797	n:m	771095
ENSMUSG00000067299	ENSDARG00000025943	n:m	
ENSMUSG00000025952	ENSDARG00000040735	n:m	
ENSMUSG00000025952	ENSDARG00000093318	n:m	
ENSMUSG00000025952	ENSDARG00000018797	n:m	
ENSMUSG00000025952	ENSDARG00000025943	n:m	
ENSMUSG00000073658	ENSDARG00000040735	n:m	
ENSMUSG00000073658	ENSDARG00000093318	n:m	
ENSMUSG00000073658	ENSDARG00000018797	n:m	
ENSMUSG00000073658	ENSDARG00000025943	n:m	
ENSMUSG00000044429	ENSDARG00000040735	n:m	
ENSMUSG00000044429	ENSDARG00000093318	n:m	
ENSMUSG00000044429	ENSDARG00000018797	n:m	
ENSMUSG00000044429	ENSDARG00000025943	n:m	771090
ENSMUSG00000025950	ENSDARG00000025375	1:1	847130
ENSMUSG00000025949	ENSDARG00000056112	1:1	696446
ENSMUSG00000025946	ENSDARG00000021186	1:m	657350
ENSMUSG00000025946	ENSDARG00000006678	1:m	
ENSMUSG00000025945	ENSDARG00000040735	n:m	
ENSMUSG00000025945	ENSDARG00000093318	n:m	
ENSMUSG00000025945	ENSDARG00000018797	n:m	
ENSMUSG00000025945	ENSDARG00000025943	n:m	
ENSMUSG00000026005	ENSDARG00000005251	1:1	861985
ENSMUSG00000026004	ENSDARG00000075284	1:1	
ENSMUSG00000026003	ENSDARG00000088357	1:1	832463
ENSMUSG00000026000	ENSDARG00000013741	1:1	514073
ENSMUSG00000025991	ENSDARG00000020028	1:1	863466
ENSMUSG00000062209	ENSDARG00000063207	1:m	
ENSMUSG00000062209	ENSDARG00000090408	1:m	852095
ENSMUSG00000025997	ENSDARG00000069111	1:1	551448
ENSMUSG00000053153	ENSDARG00000100866	1:1	548006
ENSMUSG00000045648	ENSDARG00000069134	1:1	801780
ENSMUSG00000050296	ENSDARG00000074749	1:1	549969
ENSMUSG00000026192	ENSDARG00000016706	1:1	744221
ENSMUSG00000026193	ENSDARG00000006526	1:m	
ENSMUSG00000026193	ENSDARG00000019815	1:m	266004
ENSMUSG00000026189	ENSDARG00000055976	1:1	508576
ENSMUSG00000026188	ENSDARG00000027131	1:m	
ENSMUSG00000026188	ENSDARG00000078762	1:m	808073
ENSMUSG00000026187	ENSDARG00000099298	1:1	699348
ENSMUSG00000039372	ENSDARG00000055740	1:1	
ENSMUSG00000039354	ENSDARG00000102265	1:1	833253
ENSMUSG00000039342	ENSDARG00000000516	1:1	308851
ENSMUSG00000046330	ENSDARG00000098458	1:1	858433
ENSMUSG00000039323	ENSDARG00000052470	1:m	811453
ENSMUSG00000039323	ENSDARG00000031422	1:m	
ENSMUSG00000026185	ENSDARG00000039264	1:m	
ENSMUSG00000026185	ENSDARG00000025348	1:m	811455
ENSMUSG00000055322	ENSDARG00000020845	1:1	550619
ENSMUSG00000026180	ENSDARG00000054975	n:1	270540
ENSMUSG00000048480	ENSDARG00000054975	n:1	
ENSMUSG00000006304	ENSDARG00000075989	1:1	732891
ENSMUSG00000064272	ENSDARG00000023302	1:1	748460
ENSMUSG00000006299	ENSDARG00000045019	1:1	547283
ENSMUSG00000026179	ENSDARG00000071032	1:1	662042
ENSMUSG00000006301	ENSDARG00000058323	1:1	857145
ENSMUSG00000073650	ENSDARG00000063009	1:1	
ENSMUSG00000026176	ENSDARG00000040674	1:1	708550
ENSMUSG00000026175	ENSDARG00000040466	1:1	548708
ENSMUSG00000033364	ENSDARG00000040990	1:1	816760
ENSMUSG00000026174	ENSDARG00000033855	1:1	813469
ENSMUSG00000026173	ENSDARG00000057975	1:m	767389
ENSMUSG00000026173	ENSDARG00000040684	1:m	
ENSMUSG00000026135	ENSDARG00000061373	1:1	777968
ENSMUSG00000026172	ENSDARG00000012295	1:1	848760
ENSMUSG00000026171	ENSDARG00000027182	1:1	
ENSMUSG00000026170	ENSDARG00000033802	1:m	
ENSMUSG00000026170	ENSDARG00000069186	1:m	819096
ENSMUSG00000026170	ENSDARG00000088013	1:m	
ENSMUSG00000026170	ENSDARG00000055159	1:m	
ENSMUSG00000006542	ENSDARG00000017537	1:m	
ENSMUSG00000006542	ENSDARG00000000369	1:m	732838
ENSMUSG00000033227	ENSDARG00000073935	1:1	843678
ENSMUSG00000026167	ENSDARG00000017155	1:1	843681
ENSMUSG00000090071	ENSDARG00000071011	1:1	764770
ENSMUSG00000055197	ENSDARG00000009242	1:1	805161
ENSMUSG00000006546	ENSDARG00000030349	1:m	
ENSMUSG00000006546	ENSDARG00000041925	1:m	800834
ENSMUSG00000047021	ENSDARG00000006863	1:1	813586
ENSMUSG00000006538	ENSDARG00000058815	1:m	836118
ENSMUSG00000006538	ENSDARG00000058733	1:m	
ENSMUSG00000026205	ENSDARG00000088891	1:1	
ENSMUSG00000049339	ENSDARG00000063270	1:1	831162
ENSMUSG00000026197	ENSDARG00000103511	1:1	650503
ENSMUSG00000026198	ENSDARG00000063297	1:m	548141
ENSMUSG00000026198	ENSDARG00000074254	1:m	
ENSMUSG00000033124	ENSDARG00000044551	1:1	671734
ENSMUSG00000026199	ENSDARG00000041904	1:1	822567
ENSMUSG00000026201	ENSDARG00000037777	1:1	547208
ENSMUSG00000026203	ENSDARG00000058644	1:1	551538
ENSMUSG00000026209	ENSDARG00000022599	1:1	726682
ENSMUSG00000026208	ENSDARG00000005221	1:m	
ENSMUSG00000026208	ENSDARG00000058656	1:m	549724
ENSMUSG00000033021	ENSDARG00000023498	1:m	
ENSMUSG00000033021	ENSDARG00000024112	1:m	547126
ENSMUSG00000033007	ENSDARG00000004243	1:m	
ENSMUSG00000033007	ENSDARG00000025162	1:m	544072
ENSMUSG00000032997	ENSDARG00000078037	1:m	
ENSMUSG00000032997	ENSDARG00000078392	1:m	812377
ENSMUSG00000026211	ENSDARG00000003684	1:1	
ENSMUSG00000051703	ENSDARG00000034685	1:m	
ENSMUSG00000051703	ENSDARG00000042115	1:m	
ENSMUSG00000032968	ENSDARG00000052433	1:1	759500
ENSMUSG00000026213	ENSDARG00000070122	1:1	771186
ENSMUSG00000026235	ENSDARG00000054454	1:1	551756
ENSMUSG00000004872	ENSDARG00000010192	1:1	
ENSMUSG00000032908	ENSDARG00000079608	1:1	737685
ENSMUSG00000026245	ENSDARG00000016864	1:1	828730
ENSMUSG00000032883	ENSDARG00000014674	1:1	547056
ENSMUSG00000079470	ENSDARG00000042520	n:1	
ENSMUSG00000047330	ENSDARG00000068257	1:1	813205
ENSMUSG00000050711	ENSDARG00000038574	1:1	
ENSMUSG00000054702	ENSDARG00000076073	1:m	
ENSMUSG00000054702	ENSDARG00000027966	1:m	839326
ENSMUSG00000073643	ENSDARG00000005425	1:1	835315
ENSMUSG00000026248	ENSDARG00000094277	1:1	859157
ENSMUSG00000026249	ENSDARG00000029353	1:1	847686
