rat_ID	rat_bis_ID	orthotype	OMAgroup
ENSRNOG00000021365	ENSRNOG00000021365	1:1	
ENSRNOG00000005730	ENSRNOG00000005730	1:1	
ENSRNOG00000020501	ENSRNOG00000020501	1:1	
ENSRNOG00000019265	ENSRNOG00000019265	1:1	
ENSRNOG00000019065	ENSRNOG00000019065	1:1	
ENSRNOG00000019861	ENSRNOG00000019861	1:1	
ENSRNOG00000049150	ENSRNOG00000049150	1:1	
ENSRNOG00000027550	ENSRNOG00000027550	1:1	
ENSRNOG00000038002	ENSRNOG00000038002	1:1	
ENSRNOG00000029095	ENSRNOG00000029095	1:1	
ENSRNOG00000029543	ENSRNOG00000029543	1:1	
ENSRNOG00000002935	ENSRNOG00000002935	1:1	
ENSRNOG00000007477	ENSRNOG00000007477	1:1	
ENSRNOG00000010515	ENSRNOG00000010515	1:1	
ENSRNOG00000015593	ENSRNOG00000015593	1:1	
ENSRNOG00000020384	ENSRNOG00000020384	1:1	
ENSRNOG00000011492	ENSRNOG00000011492	1:1	
ENSRNOG00000022598	ENSRNOG00000022598	1:1	
ENSRNOG00000013474	ENSRNOG00000013474	1:1	
ENSRNOG00000012942	ENSRNOG00000012942	1:1	
ENSRNOG00000003494	ENSRNOG00000003494	1:1	
ENSRNOG00000012611	ENSRNOG00000012611	1:1	
ENSRNOG00000003122	ENSRNOG00000003122	1:1	
ENSRNOG00000009015	ENSRNOG00000009015	1:1	
ENSRNOG00000011293	ENSRNOG00000011293	1:1	
ENSRNOG00000005426	ENSRNOG00000005426	1:1	
ENSRNOG00000048411	ENSRNOG00000048411	1:1	
ENSRNOG00000025141	ENSRNOG00000025141	1:1	
ENSRNOG00000010084	ENSRNOG00000010084	1:1	
ENSRNOG00000007127	ENSRNOG00000007127	1:1	
ENSRNOG00000029889	ENSRNOG00000029889	1:1	
ENSRNOG00000008765	ENSRNOG00000008765	1:1	
ENSRNOG00000008659	ENSRNOG00000008659	1:1	
ENSRNOG00000032929	ENSRNOG00000032929	1:1	
ENSRNOG00000006846	ENSRNOG00000006846	1:1	
ENSRNOG00000006753	ENSRNOG00000006753	1:1	
ENSRNOG00000030568	ENSRNOG00000030568	1:1	
ENSRNOG00000007567	ENSRNOG00000007567	1:1	
ENSRNOG00000026203	ENSRNOG00000026203	1:1	
ENSRNOG00000004398	ENSRNOG00000004398	1:1	
ENSRNOG00000024230	ENSRNOG00000024230	1:1	
ENSRNOG00000007472	ENSRNOG00000007472	1:1	
ENSRNOG00000061247	ENSRNOG00000061247	1:1	
ENSRNOG00000020694	ENSRNOG00000020694	1:1	
ENSRNOG00000025120	ENSRNOG00000025120	1:1	
ENSRNOG00000000839	ENSRNOG00000000839	1:1	
ENSRNOG00000001428	ENSRNOG00000001428	1:1	
ENSRNOG00000005076	ENSRNOG00000005076	1:1	
ENSRNOG00000057729	ENSRNOG00000057729	1:1	
ENSRNOG00000056697	ENSRNOG00000056697	1:1	
ENSRNOG00000009153	ENSRNOG00000009153	1:1	
ENSRNOG00000004917	ENSRNOG00000004917	1:1	
ENSRNOG00000023591	ENSRNOG00000023591	1:1	
ENSRNOG00000050051	ENSRNOG00000050051	1:1	
ENSRNOG00000018413	ENSRNOG00000018413	1:1	
ENSRNOG00000024945	ENSRNOG00000024945	1:1	
ENSRNOG00000015401	ENSRNOG00000015401	1:1	
ENSRNOG00000018297	ENSRNOG00000018297	1:1	
ENSRNOG00000014186	ENSRNOG00000014186	1:1	
ENSRNOG00000020086	ENSRNOG00000020086	1:1	
ENSRNOG00000010480	ENSRNOG00000010480	1:1	
ENSRNOG00000023603	ENSRNOG00000023603	1:1	
ENSRNOG00000016010	ENSRNOG00000016010	1:1	
ENSRNOG00000046785	ENSRNOG00000046785	1:1	
ENSRNOG00000001767	ENSRNOG00000001767	1:1	
ENSRNOG00000002202	ENSRNOG00000002202	1:1	
ENSRNOG00000000283	ENSRNOG00000000283	1:1	
ENSRNOG00000018724	ENSRNOG00000018724	1:1	
ENSRNOG00000017419	ENSRNOG00000017419	1:1	
ENSRNOG00000024651	ENSRNOG00000024651	1:1	
ENSRNOG00000014107	ENSRNOG00000014107	1:1	
ENSRNOG00000015807	ENSRNOG00000015807	1:1	
ENSRNOG00000017748	ENSRNOG00000017748	1:1	
ENSRNOG00000012995	ENSRNOG00000012995	1:1	
ENSRNOG00000005009	ENSRNOG00000005009	1:1	
ENSRNOG00000021057	ENSRNOG00000021057	1:1	
ENSRNOG00000002001	ENSRNOG00000002001	1:1	
ENSRNOG00000014758	ENSRNOG00000014758	1:1	
ENSRNOG00000019424	ENSRNOG00000019424	1:1	
ENSRNOG00000008051	ENSRNOG00000008051	1:1	
ENSRNOG00000013717	ENSRNOG00000013717	1:1	
ENSRNOG00000018408	ENSRNOG00000018408	1:1	
ENSRNOG00000053362	ENSRNOG00000053362	1:1	
ENSRNOG00000042630	ENSRNOG00000042630	1:1	
ENSRNOG00000007881	ENSRNOG00000007881	1:1	
ENSRNOG00000046280	ENSRNOG00000046280	1:1	
ENSRNOG00000018290	ENSRNOG00000018290	1:1	
ENSRNOG00000021573	ENSRNOG00000021573	1:1	
ENSRNOG00000014628	ENSRNOG00000014628	1:1	
ENSRNOG00000014375	ENSRNOG00000014375	1:1	
ENSRNOG00000024041	ENSRNOG00000024041	1:1	
ENSRNOG00000006469	ENSRNOG00000006469	1:1	
ENSRNOG00000000809	ENSRNOG00000000809	1:1	
ENSRNOG00000009219	ENSRNOG00000009219	1:1	
ENSRNOG00000025378	ENSRNOG00000025378	1:1	
ENSRNOG00000054142	ENSRNOG00000054142	1:1	
ENSRNOG00000012311	ENSRNOG00000012311	1:1	
ENSRNOG00000018364	ENSRNOG00000018364	1:1	
ENSRNOG00000024352	ENSRNOG00000024352	1:1	
ENSRNOG00000028097	ENSRNOG00000028097	1:1	
ENSRNOG00000022521	ENSRNOG00000022521	1:1	
ENSRNOG00000010643	ENSRNOG00000010643	1:1	
ENSRNOG00000016965	ENSRNOG00000016965	1:1	
ENSRNOG00000016978	ENSRNOG00000016978	1:1	
ENSRNOG00000016978	ENSRNOG00000016978	1:1	
ENSRNOG00000007606	ENSRNOG00000007606	1:1	
ENSRNOG00000000288	ENSRNOG00000000288	1:1	
ENSRNOG00000055331	ENSRNOG00000055331	1:1	
ENSRNOG00000014900	ENSRNOG00000014900	1:1	
ENSRNOG00000048025	ENSRNOG00000048025	1:1	
ENSRNOG00000015459	ENSRNOG00000015459	1:1	
ENSRNOG00000052513	ENSRNOG00000052513	1:1	
ENSRNOG00000020275	ENSRNOG00000020275	1:1	
ENSRNOG00000005433	ENSRNOG00000005433	1:1	
ENSRNOG00000027350	ENSRNOG00000027350	1:1	
ENSRNOG00000040205	ENSRNOG00000040205	1:1	
ENSRNOG00000001715	ENSRNOG00000001715	1:1	
ENSRNOG00000054581	ENSRNOG00000054581	1:1	
ENSRNOG00000014354	ENSRNOG00000014354	1:1	
ENSRNOG00000002270	ENSRNOG00000002270	1:1	
ENSRNOG00000028632	ENSRNOG00000028632	1:1	
ENSRNOG00000053285	ENSRNOG00000053285	1:1	
ENSRNOG00000042068	ENSRNOG00000042068	1:1	
ENSRNOG00000019802	ENSRNOG00000019802	1:1	
ENSRNOG00000012348	ENSRNOG00000012348	1:1	
ENSRNOG00000022354	ENSRNOG00000022354	1:1	
ENSRNOG00000031398	ENSRNOG00000031398	1:1	
ENSRNOG00000026981	ENSRNOG00000026981	1:1	
ENSRNOG00000014367	ENSRNOG00000014367	1:1	
ENSRNOG00000013866	ENSRNOG00000013866	1:1	
ENSRNOG00000013866	ENSRNOG00000013866	1:1	
ENSRNOG00000005074	ENSRNOG00000005074	1:1	
ENSRNOG00000010466	ENSRNOG00000010466	1:1	
ENSRNOG00000009000	ENSRNOG00000009000	1:1	
ENSRNOG00000001620	ENSRNOG00000001620	1:1	
ENSRNOG00000045999	ENSRNOG00000045999	1:1	
ENSRNOG00000005574	ENSRNOG00000005574	1:1	
ENSRNOG00000018183	ENSRNOG00000018183	1:1	
ENSRNOG00000005515	ENSRNOG00000005515	1:1	
ENSRNOG00000004246	ENSRNOG00000004246	1:1	
ENSRNOG00000026132	ENSRNOG00000026132	1:1	
ENSRNOG00000000704	ENSRNOG00000000704	1:1	
ENSRNOG00000056371	ENSRNOG00000056371	1:1	
ENSRNOG00000021725	ENSRNOG00000021725	1:1	
ENSRNOG00000048441	ENSRNOG00000048441	1:1	
ENSRNOG00000026974	ENSRNOG00000026974	1:1	
ENSRNOG00000022533	ENSRNOG00000022533	1:1	
ENSRNOG00000020506	ENSRNOG00000020506	1:1	
ENSRNOG00000009958	ENSRNOG00000009958	1:1	
ENSRNOG00000042634	ENSRNOG00000042634	1:1	
ENSRNOG00000027057	ENSRNOG00000027057	1:1	
ENSRNOG00000047781	ENSRNOG00000047781	1:1	
ENSRNOG00000020903	ENSRNOG00000020903	1:1	
ENSRNOG00000061050	ENSRNOG00000061050	1:1	
ENSRNOG00000018033	ENSRNOG00000018033	1:1	
ENSRNOG00000025117	ENSRNOG00000025117	1:1	
ENSRNOG00000004556	ENSRNOG00000004556	1:1	
ENSRNOG00000061603	ENSRNOG00000061603	1:1	
ENSRNOG00000042522	ENSRNOG00000042522	1:1	
ENSRNOG00000059911	ENSRNOG00000059911	1:1	
ENSRNOG00000018285	ENSRNOG00000018285	1:1	
ENSRNOG00000015554	ENSRNOG00000015554	1:1	
ENSRNOG00000010653	ENSRNOG00000010653	1:1	
ENSRNOG00000014599	ENSRNOG00000014599	1:1	
ENSRNOG00000026239	ENSRNOG00000026239	1:1	
ENSRNOG00000016269	ENSRNOG00000016269	1:1	
ENSRNOG00000027098	ENSRNOG00000027098	1:1	
ENSRNOG00000015088	ENSRNOG00000015088	1:1	
ENSRNOG00000001311	ENSRNOG00000001311	1:1	
ENSRNOG00000021573	ENSRNOG00000021573	1:1	
ENSRNOG00000001453	ENSRNOG00000001453	1:1	
ENSRNOG00000047781	ENSRNOG00000047781	1:1	
ENSRNOG00000004831	ENSRNOG00000004831	1:1	
ENSRNOG00000001844	ENSRNOG00000001844	1:1	
ENSRNOG00000014193	ENSRNOG00000014193	1:1	
ENSRNOG00000015242	ENSRNOG00000015242	1:1	
ENSRNOG00000001956	ENSRNOG00000001956	1:1	
ENSRNOG00000020772	ENSRNOG00000020772	1:1	
ENSRNOG00000011241	ENSRNOG00000011241	1:1	
ENSRNOG00000011912	ENSRNOG00000011912	1:1	
ENSRNOG00000001138	ENSRNOG00000001138	1:1	
ENSRNOG00000005033	ENSRNOG00000005033	1:1	
ENSRNOG00000008704	ENSRNOG00000008704	1:1	
ENSRNOG00000060931	ENSRNOG00000060931	1:1	
ENSRNOG00000056212	ENSRNOG00000056212	1:1	
ENSRNOG00000057957	ENSRNOG00000057957	1:1	
ENSRNOG00000056212	ENSRNOG00000056212	1:1	
ENSRNOG00000036598	ENSRNOG00000036598	1:1	
ENSRNOG00000050071	ENSRNOG00000050071	1:1	
ENSRNOG00000050071	ENSRNOG00000050071	1:1	
ENSRNOG00000032798	ENSRNOG00000032798	1:1	
ENSRNOG00000046257	ENSRNOG00000046257	1:1	
ENSRNOG00000013806	ENSRNOG00000013806	1:1	
ENSRNOG00000008569	ENSRNOG00000008569	1:1	
ENSRNOG00000027317	ENSRNOG00000027317	1:1	
ENSRNOG00000010630	ENSRNOG00000010630	1:1	
ENSRNOG00000007023	ENSRNOG00000007023	1:1	
ENSRNOG00000003594	ENSRNOG00000003594	1:1	
ENSRNOG00000003858	ENSRNOG00000003858	1:1	
ENSRNOG00000023187	ENSRNOG00000023187	1:1	
ENSRNOG00000026050	ENSRNOG00000026050	1:1	
ENSRNOG00000008421	ENSRNOG00000008421	1:1	
ENSRNOG00000060972	ENSRNOG00000060972	1:1	
ENSRNOG00000025981	ENSRNOG00000025981	1:1	
ENSRNOG00000003782	ENSRNOG00000003782	1:1	
ENSRNOG00000016055	ENSRNOG00000016055	1:1	
ENSRNOG00000049057	ENSRNOG00000049057	1:1	
ENSRNOG00000014811	ENSRNOG00000014811	1:1	
ENSRNOG00000028504	ENSRNOG00000028504	1:1	
ENSRNOG00000047235	ENSRNOG00000047235	1:1	
ENSRNOG00000011944	ENSRNOG00000011944	1:1	
ENSRNOG00000011058	ENSRNOG00000011058	1:1	
ENSRNOG00000013459	ENSRNOG00000013459	1:1	
ENSRNOG00000002956	ENSRNOG00000002956	1:1	
ENSRNOG00000005770	ENSRNOG00000005770	1:1	
ENSRNOG00000021047	ENSRNOG00000021047	1:1	
ENSRNOG00000008187	ENSRNOG00000008187	1:1	
ENSRNOG00000028895	ENSRNOG00000028895	1:1	
ENSRNOG00000014859	ENSRNOG00000014859	1:1	
ENSRNOG00000014048	ENSRNOG00000014048	1:1	
ENSRNOG00000012724	ENSRNOG00000012724	1:1	
ENSRNOG00000021886	ENSRNOG00000021886	1:1	
ENSRNOG00000008410	ENSRNOG00000008410	1:1	
ENSRNOG00000006334	ENSRNOG00000006334	1:1	
ENSRNOG00000010603	ENSRNOG00000010603	1:1	
ENSRNOG00000006108	ENSRNOG00000006108	1:1	
ENSRNOG00000004904	ENSRNOG00000004904	1:1	
ENSRNOG00000028594	ENSRNOG00000028594	1:1	
ENSRNOG00000009968	ENSRNOG00000009968	1:1	
ENSRNOG00000047734	ENSRNOG00000047734	1:1	
ENSRNOG00000046327	ENSRNOG00000046327	1:1	
ENSRNOG00000031827	ENSRNOG00000031827	1:1	
ENSRNOG00000001426	ENSRNOG00000001426	1:1	
ENSRNOG00000016443	ENSRNOG00000016443	1:1	
ENSRNOG00000014139	ENSRNOG00000014139	1:1	
ENSRNOG00000014851	ENSRNOG00000014851	1:1	
ENSRNOG00000015382	ENSRNOG00000015382	1:1	
ENSRNOG00000018561	ENSRNOG00000018561	1:1	
ENSRNOG00000017109	ENSRNOG00000017109	1:1	
ENSRNOG00000020304	ENSRNOG00000020304	1:1	
ENSRNOG00000027245	ENSRNOG00000027245	1:1	
ENSRNOG00000022393	ENSRNOG00000022393	1:1	
ENSRNOG00000014097	ENSRNOG00000014097	1:1	
ENSRNOG00000010894	ENSRNOG00000010894	1:1	
ENSRNOG00000009280	ENSRNOG00000009280	1:1	
ENSRNOG00000014481	ENSRNOG00000014481	1:1	
ENSRNOG00000047796	ENSRNOG00000047796	1:1	
ENSRNOG00000047796	ENSRNOG00000047796	1:1	
ENSRNOG00000002548	ENSRNOG00000002548	1:1	
ENSRNOG00000010889	ENSRNOG00000010889	1:1	
ENSRNOG00000037707	ENSRNOG00000037707	1:1	
ENSRNOG00000058580	ENSRNOG00000058580	1:1	
ENSRNOG00000023923	ENSRNOG00000023923	1:1	
ENSRNOG00000017079	ENSRNOG00000017079	1:1	
ENSRNOG00000002667	ENSRNOG00000002667	1:1	
ENSRNOG00000017644	ENSRNOG00000017644	1:1	
ENSRNOG00000003622	ENSRNOG00000003622	1:1	
ENSRNOG00000009245	ENSRNOG00000009245	1:1	
ENSRNOG00000031346	ENSRNOG00000031346	1:1	
ENSRNOG00000032395	ENSRNOG00000032395	1:1	
ENSRNOG00000017988	ENSRNOG00000017988	1:1	
ENSRNOG00000015232	ENSRNOG00000015232	1:1	
ENSRNOG00000005795	ENSRNOG00000005795	1:1	
ENSRNOG00000014323	ENSRNOG00000014323	1:1	
ENSRNOG00000015003	ENSRNOG00000015003	1:1	
ENSRNOG00000017883	ENSRNOG00000017883	1:1	
ENSRNOG00000022298	ENSRNOG00000022298	1:1	
ENSRNOG00000015105	ENSRNOG00000015105	1:1	
ENSRNOG00000013468	ENSRNOG00000013468	1:1	
ENSRNOG00000001843	ENSRNOG00000001843	1:1	
ENSRNOG00000022772	ENSRNOG00000022772	1:1	
ENSRNOG00000001807	ENSRNOG00000001807	1:1	
ENSRNOG00000016872	ENSRNOG00000016872	1:1	
ENSRNOG00000015774	ENSRNOG00000015774	1:1	
ENSRNOG00000019754	ENSRNOG00000019754	1:1	
ENSRNOG00000002178	ENSRNOG00000002178	1:1	
ENSRNOG00000025371	ENSRNOG00000025371	1:1	
ENSRNOG00000014084	ENSRNOG00000014084	1:1	
ENSRNOG00000009285	ENSRNOG00000009285	1:1	
ENSRNOG00000016148	ENSRNOG00000016148	1:1	
ENSRNOG00000003959	ENSRNOG00000003959	1:1	
ENSRNOG00000012083	ENSRNOG00000012083	1:1	
ENSRNOG00000062013	ENSRNOG00000062013	1:1	
ENSRNOG00000015408	ENSRNOG00000015408	1:1	
ENSRNOG00000015866	ENSRNOG00000015866	1:1	
ENSRNOG00000059705	ENSRNOG00000059705	1:1	
ENSRNOG00000027145	ENSRNOG00000027145	1:1	
ENSRNOG00000011063	ENSRNOG00000011063	1:1	
ENSRNOG00000006747	ENSRNOG00000006747	1:1	
ENSRNOG00000008586	ENSRNOG00000008586	1:1	
ENSRNOG00000005285	ENSRNOG00000005285	1:1	
ENSRNOG00000010064	ENSRNOG00000010064	1:1	
ENSRNOG00000015852	ENSRNOG00000015852	1:1	
ENSRNOG00000020321	ENSRNOG00000020321	1:1	
ENSRNOG00000019948	ENSRNOG00000019948	1:1	
ENSRNOG00000015962	ENSRNOG00000015962	1:1	
ENSRNOG00000034075	ENSRNOG00000034075	1:1	
ENSRNOG00000047513	ENSRNOG00000047513	1:1	
ENSRNOG00000012860	ENSRNOG00000012860	1:1	
ENSRNOG00000005589	ENSRNOG00000005589	1:1	
ENSRNOG00000060137	ENSRNOG00000060137	1:1	
ENSRNOG00000005753	ENSRNOG00000005753	1:1	
ENSRNOG00000037432	ENSRNOG00000037432	1:1	
ENSRNOG00000014051	ENSRNOG00000014051	1:1	
ENSRNOG00000020479	ENSRNOG00000020479	1:1	
ENSRNOG00000047165	ENSRNOG00000047165	1:1	
ENSRNOG00000006391	ENSRNOG00000006391	1:1	
ENSRNOG00000005578	ENSRNOG00000005578	1:1	
ENSRNOG00000009311	ENSRNOG00000009311	1:1	
ENSRNOG00000001602	ENSRNOG00000001602	1:1	
ENSRNOG00000031406	ENSRNOG00000031406	1:1	
ENSRNOG00000034164	ENSRNOG00000034164	1:1	
ENSRNOG00000020444	ENSRNOG00000020444	1:1	
ENSRNOG00000029055	ENSRNOG00000029055	1:1	
ENSRNOG00000006833	ENSRNOG00000006833	1:1	
ENSRNOG00000014479	ENSRNOG00000014479	1:1	
ENSRNOG00000016717	ENSRNOG00000016717	1:1	
ENSRNOG00000004011	ENSRNOG00000004011	1:1	
ENSRNOG00000039091	ENSRNOG00000039091	1:1	
ENSRNOG00000006357	ENSRNOG00000006357	1:1	
ENSRNOG00000025554	ENSRNOG00000025554	1:1	
ENSRNOG00000012818	ENSRNOG00000012818	1:1	
ENSRNOG00000011521	ENSRNOG00000011521	1:1	
ENSRNOG00000018927	ENSRNOG00000018927	1:1	
ENSRNOG00000003686	ENSRNOG00000003686	1:1	
ENSRNOG00000021931	ENSRNOG00000021931	1:1	
ENSRNOG00000020736	ENSRNOG00000020736	1:1	
ENSRNOG00000038366	ENSRNOG00000038366	1:1	
ENSRNOG00000007430	ENSRNOG00000007430	1:1	
ENSRNOG00000009290	ENSRNOG00000009290	1:1	
ENSRNOG00000038035	ENSRNOG00000038035	1:1	
ENSRNOG00000026705	ENSRNOG00000026705	1:1	
ENSRNOG00000042195	ENSRNOG00000042195	1:1	
ENSRNOG00000019662	ENSRNOG00000019662	1:1	
ENSRNOG00000006419	ENSRNOG00000006419	1:1	
ENSRNOG00000010117	ENSRNOG00000010117	1:1	
ENSRNOG00000007285	ENSRNOG00000007285	1:1	
ENSRNOG00000021524	ENSRNOG00000021524	1:1	
ENSRNOG00000026403	ENSRNOG00000026403	1:1	
ENSRNOG00000010706	ENSRNOG00000010706	1:1	
ENSRNOG00000012988	ENSRNOG00000012988	1:1	
ENSRNOG00000013781	ENSRNOG00000013781	1:1	
ENSRNOG00000008046	ENSRNOG00000008046	1:1	
ENSRNOG00000014690	ENSRNOG00000014690	1:1	
ENSRNOG00000018836	ENSRNOG00000018836	1:1	
ENSRNOG00000008082	ENSRNOG00000008082	1:1	
ENSRNOG00000022745	ENSRNOG00000022745	1:1	
ENSRNOG00000001712	ENSRNOG00000001712	1:1	
ENSRNOG00000015636	ENSRNOG00000015636	1:1	
ENSRNOG00000021273	ENSRNOG00000021273	1:1	
ENSRNOG00000042140	ENSRNOG00000042140	1:1	
ENSRNOG00000015594	ENSRNOG00000015594	1:1	
ENSRNOG00000022597	ENSRNOG00000022597	1:1	
ENSRNOG00000005556	ENSRNOG00000005556	1:1	
ENSRNOG00000021525	ENSRNOG00000021525	1:1	
ENSRNOG00000001478	ENSRNOG00000001478	1:1	
ENSRNOG00000008155	ENSRNOG00000008155	1:1	
ENSRNOG00000020970	ENSRNOG00000020970	1:1	
ENSRNOG00000013847	ENSRNOG00000013847	1:1	
ENSRNOG00000005045	ENSRNOG00000005045	1:1	
ENSRNOG00000016767	ENSRNOG00000016767	1:1	
ENSRNOG00000051377	ENSRNOG00000051377	1:1	
ENSRNOG00000016680	ENSRNOG00000016680	1:1	
ENSRNOG00000010861	ENSRNOG00000010861	1:1	
ENSRNOG00000007437	ENSRNOG00000007437	1:1	
ENSRNOG00000024870	ENSRNOG00000024870	1:1	
ENSRNOG00000012826	ENSRNOG00000012826	1:1	
ENSRNOG00000029147	ENSRNOG00000029147	1:1	
ENSRNOG00000003679	ENSRNOG00000003679	1:1	
ENSRNOG00000036604	ENSRNOG00000036604	1:1	
ENSRNOG00000005504	ENSRNOG00000005504	1:1	
ENSRNOG00000032941	ENSRNOG00000032941	1:1	
ENSRNOG00000024953	ENSRNOG00000024953	1:1	
ENSRNOG00000056716	ENSRNOG00000056716	1:1	
ENSRNOG00000016740	ENSRNOG00000016740	1:1	
ENSRNOG00000016744	ENSRNOG00000016744	1:1	
ENSRNOG00000011611	ENSRNOG00000011611	1:1	
ENSRNOG00000015423	ENSRNOG00000015423	1:1	
ENSRNOG00000053850	ENSRNOG00000053850	1:1	
ENSRNOG00000009639	ENSRNOG00000009639	1:1	
ENSRNOG00000028658	ENSRNOG00000028658	1:1	
ENSRNOG00000013510	ENSRNOG00000013510	1:1	
ENSRNOG00000028341	ENSRNOG00000028341	1:1	
ENSRNOG00000010224	ENSRNOG00000010224	1:1	
ENSRNOG00000010071	ENSRNOG00000010071	1:1	
ENSRNOG00000017212	ENSRNOG00000017212	1:1	
ENSRNOG00000020155	ENSRNOG00000020155	1:1	
ENSRNOG00000023334	ENSRNOG00000023334	1:1	
ENSRNOG00000001844	ENSRNOG00000001844	1:1	
ENSRNOG00000026447	ENSRNOG00000026447	1:1	
ENSRNOG00000037690	ENSRNOG00000037690	1:1	
ENSRNOG00000015235	ENSRNOG00000015235	1:1	
ENSRNOG00000022356	ENSRNOG00000022356	1:1	
ENSRNOG00000018659	ENSRNOG00000018659	1:1	
ENSRNOG00000029195	ENSRNOG00000029195	1:1	
ENSRNOG00000004304	ENSRNOG00000004304	1:1	
ENSRNOG00000006082	ENSRNOG00000006082	1:1	
ENSRNOG00000011739	ENSRNOG00000011739	1:1	
ENSRNOG00000045961	ENSRNOG00000045961	1:1	
ENSRNOG00000028227	ENSRNOG00000028227	1:1	
ENSRNOG00000053406	ENSRNOG00000053406	1:1	
ENSRNOG00000005234	ENSRNOG00000005234	1:1	
ENSRNOG00000019369	ENSRNOG00000019369	1:1	
ENSRNOG00000018272	ENSRNOG00000018272	1:1	
ENSRNOG00000026753	ENSRNOG00000026753	1:1	
ENSRNOG00000010514	ENSRNOG00000010514	1:1	
ENSRNOG00000011237	ENSRNOG00000011237	1:1	
ENSRNOG00000012505	ENSRNOG00000012505	1:1	
ENSRNOG00000020371	ENSRNOG00000020371	1:1	
ENSRNOG00000012841	ENSRNOG00000012841	1:1	
ENSRNOG00000027035	ENSRNOG00000027035	1:1	
ENSRNOG00000013790	ENSRNOG00000013790	1:1	
ENSRNOG00000012960	ENSRNOG00000012960	1:1	
ENSRNOG00000014723	ENSRNOG00000014723	1:1	
ENSRNOG00000007576	ENSRNOG00000007576	1:1	
ENSRNOG00000055641	ENSRNOG00000055641	1:1	
ENSRNOG00000014171	ENSRNOG00000014171	1:1	
ENSRNOG00000013878	ENSRNOG00000013878	1:1	
ENSRNOG00000007189	ENSRNOG00000007189	1:1	
ENSRNOG00000021793	ENSRNOG00000021793	1:1	
ENSRNOG00000061425	ENSRNOG00000061425	1:1	
ENSRNOG00000002104	ENSRNOG00000002104	1:1	
ENSRNOG00000004959	ENSRNOG00000004959	1:1	
ENSRNOG00000009196	ENSRNOG00000009196	1:1	
ENSRNOG00000020438	ENSRNOG00000020438	1:1	
ENSRNOG00000024000	ENSRNOG00000024000	1:1	
ENSRNOG00000029598	ENSRNOG00000029598	1:1	
ENSRNOG00000022975	ENSRNOG00000022975	1:1	
ENSRNOG00000006062	ENSRNOG00000006062	1:1	
ENSRNOG00000010794	ENSRNOG00000010794	1:1	
ENSRNOG00000010087	ENSRNOG00000010087	1:1	
ENSRNOG00000013798	ENSRNOG00000013798	1:1	
ENSRNOG00000042680	ENSRNOG00000042680	1:1	
ENSRNOG00000048967	ENSRNOG00000048967	1:1	
ENSRNOG00000008607	ENSRNOG00000008607	1:1	
ENSRNOG00000026186	ENSRNOG00000026186	1:1	
ENSRNOG00000012604	ENSRNOG00000012604	1:1	
ENSRNOG00000002171	ENSRNOG00000002171	1:1	
ENSRNOG00000017600	ENSRNOG00000017600	1:1	
ENSRNOG00000010736	ENSRNOG00000010736	1:1	
ENSRNOG00000008639	ENSRNOG00000008639	1:1	
ENSRNOG00000005927	ENSRNOG00000005927	1:1	
ENSRNOG00000030862	ENSRNOG00000030862	1:1	
ENSRNOG00000032058	ENSRNOG00000032058	1:1	
ENSRNOG00000014902	ENSRNOG00000014902	1:1	
ENSRNOG00000007370	ENSRNOG00000007370	1:1	
ENSRNOG00000019780	ENSRNOG00000019780	1:1	
ENSRNOG00000003835	ENSRNOG00000003835	1:1	
ENSRNOG00000028677	ENSRNOG00000028677	1:1	
ENSRNOG00000013428	ENSRNOG00000013428	1:1	
ENSRNOG00000055531	ENSRNOG00000055531	1:1	
ENSRNOG00000049994	ENSRNOG00000049994	1:1	
ENSRNOG00000029598	ENSRNOG00000029598	1:1	
ENSRNOG00000028649	ENSRNOG00000028649	1:1	
ENSRNOG00000015021	ENSRNOG00000015021	1:1	
ENSRNOG00000021100	ENSRNOG00000021100	1:1	
ENSRNOG00000042025	ENSRNOG00000042025	1:1	
ENSRNOG00000008704	ENSRNOG00000008704	1:1	
ENSRNOG00000056714	ENSRNOG00000056714	1:1	
ENSRNOG00000058271	ENSRNOG00000058271	1:1	
ENSRNOG00000009227	ENSRNOG00000009227	1:1	
ENSRNOG00000014595	ENSRNOG00000014595	1:1	
ENSRNOG00000012322	ENSRNOG00000012322	1:1	
ENSRNOG00000005248	ENSRNOG00000005248	1:1	
ENSRNOG00000014011	ENSRNOG00000014011	1:1	
ENSRNOG00000016069	ENSRNOG00000016069	1:1	
ENSRNOG00000047506	ENSRNOG00000047506	1:1	
ENSRNOG00000049976	ENSRNOG00000049976	1:1	
ENSRNOG00000012124	ENSRNOG00000012124	1:1	
ENSRNOG00000013968	ENSRNOG00000013968	1:1	
ENSRNOG00000009205	ENSRNOG00000009205	1:1	
ENSRNOG00000020893	ENSRNOG00000020893	1:1	
ENSRNOG00000008713	ENSRNOG00000008713	1:1	
ENSRNOG00000026662	ENSRNOG00000026662	1:1	
ENSRNOG00000011384	ENSRNOG00000011384	1:1	
ENSRNOG00000005930	ENSRNOG00000005930	1:1	
ENSRNOG00000012580	ENSRNOG00000012580	1:1	
ENSRNOG00000030721	ENSRNOG00000030721	1:1	
ENSRNOG00000022567	ENSRNOG00000022567	1:1	
ENSRNOG00000008782	ENSRNOG00000008782	1:1	
ENSRNOG00000010777	ENSRNOG00000010777	1:1	
