rat_ID	baboon_ID	orthotype	OMAgroup
ENSRNOG00000004828	ENSPANG00000025000	1:1	551918
ENSRNOG00000005033	ENSPANG00000005535	1:1	549827
ENSRNOG00000005341	ENSPANG00000008397	1:1	791980
ENSRNOG00000057740	ENSPANG00000009771	1:1	783422
ENSRNOG00000005504	ENSPANG00000023664	1:1	796750
ENSRNOG00000005743	ENSPANG00000007657	1:1	836140
ENSRNOG00000025394	ENSPANG00000008396	1:1	815830
ENSRNOG00000005990	ENSPANG00000026257	1:1	828374
ENSRNOG00000056984	ENSPANG00000009095	1:1	738323
ENSRNOG00000006241	ENSPANG00000014213	1:1	796966
ENSRNOG00000006623	ENSPANG00000002441	1:1	
ENSRNOG00000007012	ENSPANG00000011792	1:1	809189
ENSRNOG00000008129	ENSPANG00000017850	1:1	553891
ENSRNOG00000008346	ENSPANG00000018923	1:1	775856
ENSRNOG00000008482	ENSPANG00000001383	1:1	552066
ENSRNOG00000008859	ENSPANG00000000040	1:1	793692
ENSRNOG00000061129	ENSPANG00000000041	1:1	864405
ENSRNOG00000005049	ENSPANG00000018688	1:1	782143
ENSRNOG00000005307	ENSPANG00000009094	1:1	516624
ENSRNOG00000030763	ENSPANG00000018066	1:1	763681
ENSRNOG00000005498	ENSPANG00000020405	1:1	817559
ENSRNOG00000005679	ENSPANG00000006055	1:1	763676
ENSRNOG00000006227	ENSPANG00000023890	1:1	848009
ENSRNOG00000007359	ENSPANG00000023830	1:1	551321
ENSRNOG00000007528	ENSPANG00000019576	1:1	702801
ENSRNOG00000004679	ENSPANG00000006915	1:1	267094
ENSRNOG00000052498	ENSPANG00000008395	1:1	843161
ENSRNOG00000027016	ENSPANG00000005060	1:1	832932
ENSRNOG00000004966	ENSPANG00000008523	1:1	547219
ENSRNOG00000005007	ENSPANG00000010874	1:1	788292
ENSRNOG00000005018	ENSPANG00000010482	1:1	788293
ENSRNOG00000005359	ENSPANG00000023567	1:1	833603
ENSRNOG00000005727	ENSPANG00000008571	1:1	677286
ENSRNOG00000005868	ENSPANG00000000721	1:1	547645
ENSRNOG00000053122	ENSPANG00000000722	1:1	788291
ENSRNOG00000006639	ENSPANG00000005059	1:1	788296
ENSRNOG00000029342	ENSPANG00000013338	1:1	788295
ENSRNOG00000034258	ENSPANG00000001118	1:1	835501
ENSRNOG00000007625	ENSPANG00000013219	1:1	749414
ENSRNOG00000024808	ENSPANG00000001119	1:1	
ENSRNOG00000024700	ENSPANG00000023703	n:1	
ENSRNOG00000024595	ENSPANG00000008522	1:1	529245
ENSRNOG00000006611	ENSPANG00000018065	1:1	831016
ENSRNOG00000006731	ENSPANG00000021924	1:1	776791
ENSRNOG00000050860	ENSPANG00000011791	1:1	547414
ENSRNOG00000058568	ENSPANG00000008570	1:1	508751
ENSRNOG00000056184	ENSPANG00000007656	1:1	551992
ENSRNOG00000007127	ENSPANG00000010872	1:1	802381
ENSRNOG00000007461	ENSPANG00000014471	1:1	554162
ENSRNOG00000024335	ENSPANG00000011789	1:1	830446
ENSRNOG00000007673	ENSPANG00000004285	1:1	
ENSRNOG00000052954	ENSPANG00000011788	1:1	550537
ENSRNOG00000007979	ENSPANG00000002467	1:1	671192
ENSRNOG00000007998	ENSPANG00000007440	n:1	
ENSRNOG00000008469	ENSPANG00000005422	1:1	842427
ENSRNOG00000008616	ENSPANG00000005674	1:1	774427
ENSRNOG00000030022	ENSPANG00000005421	1:1	552666
ENSRNOG00000054086	ENSPANG00000015015	1:1	556235
ENSRNOG00000000007	ENSPANG00000024165	1:1	824800
ENSRNOG00000055853	ENSPANG00000007749	1:1	835864
ENSRNOG00000009403	ENSPANG00000016308	1:1	811034
ENSRNOG00000009620	ENSPANG00000021178	1:1	853528
ENSRNOG00000009781	ENSPANG00000025360	1:1	685499
ENSRNOG00000022922	ENSPANG00000007748	1:1	864012
ENSRNOG00000001524	ENSPANG00000013374	1:1	811563
ENSRNOG00000061587	ENSPANG00000007792	1:1	863502
ENSRNOG00000001520	ENSPANG00000003770	1:1	810396
ENSRNOG00000001519	ENSPANG00000022975	1:1	774030
ENSRNOG00000001518	ENSPANG00000016462	1:1	845451
ENSRNOG00000001517	ENSPANG00000018423	1:1	797165
ENSRNOG00000001516	ENSPANG00000007791	1:1	844704
ENSRNOG00000001515	ENSPANG00000000071	1:1	552342
ENSRNOG00000001514	ENSPANG00000024998	1:1	792982
ENSRNOG00000028543	ENSPANG00000015658	n:m	
ENSRNOG00000028543	ENSPANG00000009296	n:m	865436
ENSRNOG00000060479	ENSPANG00000005418	1:1	267061
ENSRNOG00000028187	ENSPANG00000016221	1:1	556239
ENSRNOG00000018719	ENSPANG00000001315	1:1	551079
ENSRNOG00000018657	ENSPANG00000001316	1:1	771680
ENSRNOG00000018485	ENSPANG00000006559	1:1	807737
ENSRNOG00000018406	ENSPANG00000019541	1:1	548160
ENSRNOG00000018286	ENSPANG00000007790	1:1	637283
ENSRNOG00000017939	ENSPANG00000008236	1:1	734481
ENSRNOG00000001597	ENSPANG00000004806	1:1	851362
ENSRNOG00000001596	ENSPANG00000012358	n:1	
ENSRNOG00000001593	ENSPANG00000011787	1:1	665462
ENSRNOG00000001589	ENSPANG00000015229	1:1	812932
ENSRNOG00000001588	ENSPANG00000012770	1:1	803558
ENSRNOG00000001587	ENSPANG00000001060	1:1	838535
ENSRNOG00000001580	ENSPANG00000001061	1:1	828421
ENSRNOG00000001578	ENSPANG00000000542	1:1	725378
ENSRNOG00000001577	ENSPANG00000000543	1:1	762790
ENSRNOG00000001572	ENSPANG00000009593	1:1	772997
ENSRNOG00000001559	ENSPANG00000013333	1:1	839872
ENSRNOG00000052968	ENSPANG00000013447	n:m	
ENSRNOG00000052968	ENSPANG00000018337	n:m	549306
ENSRNOG00000001547	ENSPANG00000004764	1:1	844145
ENSRNOG00000059460	ENSPANG00000010360	n:m	529655
ENSRNOG00000059460	ENSPANG00000013745	n:m	
ENSRNOG00000052519	ENSPANG00000010360	n:m	
ENSRNOG00000052519	ENSPANG00000013745	n:m	529654
ENSRNOG00000010595	ENSPANG00000016088	1:1	549467
ENSRNOG00000010812	ENSPANG00000016378	1:1	497423
ENSRNOG00000011195	ENSPANG00000001046	1:1	852478
ENSRNOG00000038165	ENSPANG00000014211	1:1	799107
ENSRNOG00000011758	ENSPANG00000019540	1:1	750357
ENSRNOG00000011830	ENSPANG00000013332	1:1	836004
ENSRNOG00000012580	ENSPANG00000006772	1:1	554133
ENSRNOG00000012603	ENSPANG00000020529	1:1	756324
ENSRNOG00000019065	ENSPANG00000004252	1:1	550393
ENSRNOG00000012651	ENSPANG00000018976	n:1	547665
ENSRNOG00000004544	ENSPANG00000006052	1:1	
ENSRNOG00000004861	ENSPANG00000007919	1:1	845456
ENSRNOG00000030212	ENSPANG00000004250	1:1	816524
ENSRNOG00000005609	ENSPANG00000007303	1:1	807340
ENSRNOG00000005865	ENSPANG00000018187	1:1	795676
ENSRNOG00000024990	ENSPANG00000026406	1:1	784062
ENSRNOG00000006803	ENSPANG00000012554	1:1	815994
ENSRNOG00000007765	ENSPANG00000015937	1:1	761613
ENSRNOG00000007518	ENSPANG00000003739	1:1	685705
ENSRNOG00000008868	ENSPANG00000000355	1:1	709083
ENSRNOG00000009290	ENSPANG00000013686	1:1	853964
ENSRNOG00000038004	ENSPANG00000025573	1:1	769840
ENSRNOG00000051199	ENSPANG00000000578	1:1	265960
ENSRNOG00000005256	ENSPANG00000007787	1:1	850694
ENSRNOG00000004912	ENSPANG00000002085	1:1	845458
ENSRNOG00000004783	ENSPANG00000019195	1:1	790159
ENSRNOG00000032579	ENSPANG00000018598	1:1	789897
ENSRNOG00000054695	ENSPANG00000010253	1:1	657286
ENSRNOG00000005039	ENSPANG00000014538	1:1	799076
ENSRNOG00000030790	ENSPANG00000023742	1:1	822263
ENSRNOG00000043106	ENSPANG00000012378	1:1	267306
ENSRNOG00000005308	ENSPANG00000019136	1:1	675645
ENSRNOG00000006050	ENSPANG00000007470	1:1	839312
ENSRNOG00000006832	ENSPANG00000011232	1:1	833794
ENSRNOG00000007416	ENSPANG00000017078	1:1	852861
ENSRNOG00000060130	ENSPANG00000016127	1:1	755516
ENSRNOG00000007457	ENSPANG00000004685	1:1	847691
ENSRNOG00000030467	ENSPANG00000010576	1:1	555408
ENSRNOG00000007883	ENSPANG00000000871	1:1	711946
ENSRNOG00000008243	ENSPANG00000010799	1:1	846101
ENSRNOG00000021513	ENSPANG00000007188	1:1	552955
ENSRNOG00000061768	ENSPANG00000017261	1:1	846099
ENSRNOG00000008394	ENSPANG00000015783	1:1	
ENSRNOG00000037908	ENSPANG00000016978	1:1	791483
ENSRNOG00000008552	ENSPANG00000019180	1:1	650751
ENSRNOG00000008825	ENSPANG00000001635	1:1	495134
ENSRNOG00000009195	ENSPANG00000013642	1:1	801441
ENSRNOG00000009227	ENSPANG00000014067	1:1	788586
ENSRNOG00000028266	ENSPANG00000016659	1:1	790406
ENSRNOG00000034115	ENSPANG00000001981	n:1	
ENSRNOG00000033543	ENSPANG00000001981	n:1	271820
ENSRNOG00000009399	ENSPANG00000017206	1:1	691945
ENSRNOG00000029578	ENSPANG00000002783	1:1	271522
ENSRNOG00000030662	ENSPANG00000008838	1:1	
ENSRNOG00000009624	ENSPANG00000008361	1:1	272135
ENSRNOG00000060217	ENSPANG00000019397	n:1	271518
ENSRNOG00000051431	ENSPANG00000019397	n:1	
ENSRNOG00000058567	ENSPANG00000004023	n:1	
ENSRNOG00000060260	ENSPANG00000004023	n:1	271626
ENSRNOG00000030468	ENSPANG00000025510	1:1	271865
ENSRNOG00000049721	ENSPANG00000004836	1:1	271704
ENSRNOG00000045807	ENSPANG00000004022	1:1	
ENSRNOG00000009747	ENSPANG00000002782	1:1	271545
ENSRNOG00000032434	ENSPANG00000011472	n:1	
ENSRNOG00000029222	ENSPANG00000011472	n:1	
ENSRNOG00000050654	ENSPANG00000005119	n:1	
ENSRNOG00000061596	ENSPANG00000005119	n:1	
ENSRNOG00000054730	ENSPANG00000005119	n:1	
ENSRNOG00000045546	ENSPANG00000005119	n:1	
ENSRNOG00000055669	ENSPANG00000005119	n:1	272259
ENSRNOG00000060426	ENSPANG00000019396	n:1	
ENSRNOG00000059247	ENSPANG00000019396	n:1	
ENSRNOG00000053452	ENSPANG00000019423	n:m	
ENSRNOG00000053452	ENSPANG00000015700	n:m	784102
ENSRNOG00000046025	ENSPANG00000019396	n:1	
ENSRNOG00000047926	ENSPANG00000019396	n:1	657512
ENSRNOG00000046348	ENSPANG00000019396	n:1	
ENSRNOG00000005793	ENSPANG00000025509	1:1	272032
ENSRNOG00000060685	ENSPANG00000019396	n:1	
ENSRNOG00000032521	ENSPANG00000019396	n:1	
ENSRNOG00000005863	ENSPANG00000024857	n:1	
ENSRNOG00000045865	ENSPANG00000024857	n:1	
ENSRNOG00000050957	ENSPANG00000024857	n:1	271689
ENSRNOG00000050737	ENSPANG00000005263	n:1	
ENSRNOG00000047639	ENSPANG00000005263	n:1	271511
ENSRNOG00000045685	ENSPANG00000019396	n:1	
ENSRNOG00000059965	ENSPANG00000007980	1:1	807656
ENSRNOG00000045624	ENSPANG00000016977	n:1	
ENSRNOG00000034028	ENSPANG00000019444	1:1	272446
ENSRNOG00000048178	ENSPANG00000016977	n:1	735083
ENSRNOG00000050455	ENSPANG00000008177	1:1	272418
ENSRNOG00000006637	ENSPANG00000002010	1:1	271745
ENSRNOG00000006654	ENSPANG00000003659	1:1	272438
ENSRNOG00000056633	ENSPANG00000002781	n:1	
ENSRNOG00000052402	ENSPANG00000002781	n:1	
ENSRNOG00000052729	ENSPANG00000002781	n:1	271953
ENSRNOG00000048155	ENSPANG00000002781	n:1	
ENSRNOG00000034025	ENSPANG00000019135	1:1	527516
ENSRNOG00000028215	ENSPANG00000023008	1:1	817138
ENSRNOG00000007241	ENSPANG00000006036	1:1	829528
ENSRNOG00000008467	ENSPANG00000005171	1:1	801358
ENSRNOG00000058658	ENSPANG00000001893	1:1	792256
ENSRNOG00000009140	ENSPANG00000000111	1:1	
ENSRNOG00000009155	ENSPANG00000001634	1:1	547170
ENSRNOG00000009397	ENSPANG00000017205	1:1	268163
ENSRNOG00000009723	ENSPANG00000007187	1:1	
ENSRNOG00000010379	ENSPANG00000021676	1:1	547564
ENSRNOG00000011208	ENSPANG00000004124	1:1	548902
ENSRNOG00000011414	ENSPANG00000017381	1:1	848758
ENSRNOG00000011981	ENSPANG00000013478	1:1	789339
ENSRNOG00000012172	ENSPANG00000004468	1:1	830443
ENSRNOG00000012307	ENSPANG00000016552	1:1	554595
ENSRNOG00000012568	ENSPANG00000018411	1:1	838844
ENSRNOG00000013172	ENSPANG00000016658	1:1	791411
ENSRNOG00000013594	ENSPANG00000001892	1:1	789714
ENSRNOG00000014071	ENSPANG00000006542	1:1	847962
ENSRNOG00000014204	ENSPANG00000007979	1:1	550986
ENSRNOG00000014429	ENSPANG00000016976	1:1	547311
ENSRNOG00000014798	ENSPANG00000001891	1:1	833353
ENSRNOG00000015285	ENSPANG00000023598	1:1	550656
ENSRNOG00000016067	ENSPANG00000013230	1:1	861237
ENSRNOG00000016325	ENSPANG00000016657	1:1	773321
ENSRNOG00000016610	ENSPANG00000012059	1:1	734461
ENSRNOG00000016984	ENSPANG00000006613	1:1	308499
ENSRNOG00000017422	ENSPANG00000017260	1:1	826653
ENSRNOG00000017556	ENSPANG00000003190	1:1	657453
ENSRNOG00000017560	ENSPANG00000020889	1:1	772130
ENSRNOG00000017737	ENSPANG00000025617	1:1	518127
ENSRNOG00000005413	ENSPANG00000015384	1:1	809551
ENSRNOG00000006063	ENSPANG00000016889	1:1	836742
ENSRNOG00000006353	ENSPANG00000016656	1:1	828302
ENSRNOG00000006539	ENSPANG00000005226	1:1	842719
ENSRNOG00000006884	ENSPANG00000011142	1:1	259103
ENSRNOG00000058478	ENSPANG00000018015	1:1	790168
ENSRNOG00000007478	ENSPANG00000013724	1:1	490100
ENSRNOG00000007732	ENSPANG00000013641	1:1	778636
ENSRNOG00000007989	ENSPANG00000005033	1:1	500237
ENSRNOG00000008000	ENSPANG00000014366	1:1	750835
ENSRNOG00000008674	ENSPANG00000019134	1:1	266451
ENSRNOG00000008738	ENSPANG00000016551	1:1	304537
ENSRNOG00000008758	ENSPANG00000017380	1:1	641218
ENSRNOG00000000047	ENSPANG00000017077	1:1	641216
ENSRNOG00000000008	ENSPANG00000023497	1:1	807338
ENSRNOG00000008944	ENSPANG00000007186	1:1	531255
ENSRNOG00000009199	ENSPANG00000014282	1:1	791699
ENSRNOG00000042533	ENSPANG00000016162	1:1	791703
ENSRNOG00000021678	ENSPANG00000003104	1:1	856697
ENSRNOG00000009630	ENSPANG00000010432	1:1	508560
ENSRNOG00000010495	ENSPANG00000018410	1:1	829685
ENSRNOG00000009689	ENSPANG00000008592	1:1	814657
ENSRNOG00000029798	ENSPANG00000011879	1:1	556021
ENSRNOG00000037567	ENSPANG00000016654	1:1	777303
ENSRNOG00000004623	ENSPANG00000010008	1:1	304536
ENSRNOG00000004630	ENSPANG00000006541	1:1	263825
ENSRNOG00000004639	ENSPANG00000004746	1:1	716065
ENSRNOG00000004666	ENSPANG00000006440	1:1	263827
ENSRNOG00000004755	ENSPANG00000025616	1:1	802761
ENSRNOG00000058157	ENSPANG00000019179	1:1	752275
ENSRNOG00000005191	ENSPANG00000005449	1:1	830847
ENSRNOG00000005348	ENSPANG00000001890	1:1	807423
ENSRNOG00000006947	ENSPANG00000008468	1:1	774255
ENSRNOG00000007446	ENSPANG00000020888	1:1	807808
ENSRNOG00000007484	ENSPANG00000024423	1:1	790408
ENSRNOG00000008364	ENSPANG00000007496	1:1	710656
ENSRNOG00000008510	ENSPANG00000015046	1:1	762142
ENSRNOG00000008663	ENSPANG00000013723	1:1	862479
ENSRNOG00000009152	ENSPANG00000006439	1:1	839491
ENSRNOG00000009401	ENSPANG00000017076	1:1	551879
ENSRNOG00000009549	ENSPANG00000007978	1:1	780147
ENSRNOG00000042821	ENSPANG00000003386	1:1	822286
ENSRNOG00000010963	ENSPANG00000005997	1:1	750846
ENSRNOG00000011132	ENSPANG00000011193	1:1	812383
ENSRNOG00000011358	ENSPANG00000008706	1:1	828836
ENSRNOG00000012089	ENSPANG00000013722	1:1	531025
ENSRNOG00000042576	ENSPANG00000005094	1:1	757618
ENSRNOG00000012262	ENSPANG00000007554	1:1	261589
ENSRNOG00000022710	ENSPANG00000014281	1:1	808725
ENSRNOG00000022660	ENSPANG00000023649	1:1	799999
ENSRNOG00000012738	ENSPANG00000006540	1:1	845671
ENSRNOG00000013074	ENSPANG00000019482	1:1	841871
ENSRNOG00000013452	ENSPANG00000018409	1:1	549207
ENSRNOG00000004410	ENSPANG00000005448	1:1	779576
ENSRNOG00000004787	ENSPANG00000025795	n:1	
ENSRNOG00000031694	ENSPANG00000003754	n:1	
ENSRNOG00000004842	ENSPANG00000017379	1:1	
ENSRNOG00000004863	ENSPANG00000007977	1:1	783880
ENSRNOG00000004891	ENSPANG00000000551	1:1	306688
ENSRNOG00000004898	ENSPANG00000017040	1:1	781672
ENSRNOG00000004918	ENSPANG00000007495	1:1	710857
ENSRNOG00000004926	ENSPANG00000008467	1:1	843044
ENSRNOG00000005037	ENSPANG00000007185	1:1	548909
ENSRNOG00000047466	ENSPANG00000007184	1:1	798750
ENSRNOG00000045698	ENSPANG00000023496	1:1	830614
ENSRNOG00000005715	ENSPANG00000017039	1:1	549595
ENSRNOG00000059519	ENSPANG00000007553	1:1	492681
ENSRNOG00000004699	ENSPANG00000017359	1:1	309981
ENSRNOG00000028008	ENSPANG00000015045	1:1	839561
ENSRNOG00000004703	ENSPANG00000025794	1:1	786259
ENSRNOG00000047700	ENSPANG00000022763	n:1	
ENSRNOG00000042991	ENSPANG00000022763	n:1	
ENSRNOG00000055449	ENSPANG00000022763	n:1	
ENSRNOG00000046942	ENSPANG00000022763	n:1	272802
ENSRNOG00000046079	ENSPANG00000013664	n:1	272102
ENSRNOG00000047253	ENSPANG00000013664	n:1	
ENSRNOG00000050428	ENSPANG00000013664	n:1	
ENSRNOG00000050125	ENSPANG00000019439	n:1	271859
ENSRNOG00000048669	ENSPANG00000019439	n:1	
ENSRNOG00000047084	ENSPANG00000026420	1:1	271557
ENSRNOG00000021395	ENSPANG00000018750	n:1	
ENSRNOG00000045900	ENSPANG00000019439	n:1	
ENSRNOG00000005058	ENSPANG00000019767	1:1	681067
ENSRNOG00000005111	ENSPANG00000019825	1:1	761586
ENSRNOG00000005184	ENSPANG00000019824	1:1	864200
ENSRNOG00000005196	ENSPANG00000019849	1:1	756789
ENSRNOG00000005719	ENSPANG00000019858	1:1	853786
ENSRNOG00000005814	ENSPANG00000019856	1:1	733108
ENSRNOG00000005884	ENSPANG00000019866	1:1	497746
ENSRNOG00000006397	ENSPANG00000003218	1:1	657310
ENSRNOG00000026053	ENSPANG00000003456	1:1	800148
ENSRNOG00000007542	ENSPANG00000019871	1:1	759498
ENSRNOG00000008337	ENSPANG00000019768	1:1	828858
ENSRNOG00000008536	ENSPANG00000019679	1:1	784107
ENSRNOG00000008912	ENSPANG00000019671	1:1	515677
ENSRNOG00000043037	ENSPANG00000025699	1:1	267271
ENSRNOG00000004571	ENSPANG00000019620	1:1	679098
ENSRNOG00000004730	ENSPANG00000019600	1:1	850821
ENSRNOG00000005100	ENSPANG00000019603	1:1	795715
ENSRNOG00000005209	ENSPANG00000019605	1:1	791475
ENSRNOG00000005366	ENSPANG00000019500	1:1	779508
ENSRNOG00000045829	ENSPANG00000019502	1:1	817984
ENSRNOG00000005888	ENSPANG00000019504	1:1	731680
ENSRNOG00000005971	ENSPANG00000019506	1:1	796982
ENSRNOG00000007512	ENSPANG00000019490	1:1	796417
ENSRNOG00000007529	ENSPANG00000019492	1:1	812819
ENSRNOG00000007906	ENSPANG00000019488	1:1	851684
ENSRNOG00000007925	ENSPANG00000019484	1:1	552343
ENSRNOG00000042446	ENSPANG00000011548	1:1	309166
ENSRNOG00000058337	ENSPANG00000019485	1:1	828659
ENSRNOG00000060434	ENSPANG00000017397	1:1	560127
ENSRNOG00000028910	ENSPANG00000019420	1:1	762163
ENSRNOG00000026787	ENSPANG00000019421	1:1	842997
ENSRNOG00000009334	ENSPANG00000019422	1:1	785668
ENSRNOG00000009421	ENSPANG00000019406	1:1	832457
ENSRNOG00000010428	ENSPANG00000019408	1:1	267018
ENSRNOG00000045997	ENSPANG00000019380	1:1	724609
ENSRNOG00000010472	ENSPANG00000019381	1:1	785620
ENSRNOG00000060100	ENSPANG00000019341	n:1	733015
ENSRNOG00000037302	ENSPANG00000019329	1:1	858891
ENSRNOG00000011690	ENSPANG00000019333	1:1	752728
ENSRNOG00000012290	ENSPANG00000019321	1:1	800835
ENSRNOG00000012368	ENSPANG00000019322	1:1	496795
ENSRNOG00000025980	ENSPANG00000003188	1:1	302713
ENSRNOG00000012528	ENSPANG00000019317	1:1	843940
ENSRNOG00000012648	ENSPANG00000019309	1:1	791497
ENSRNOG00000012811	ENSPANG00000019310	1:1	826796
ENSRNOG00000013380	ENSPANG00000019302	1:1	
ENSRNOG00000013689	ENSPANG00000019303	1:1	854071
ENSRNOG00000014011	ENSPANG00000019304	1:1	556024
ENSRNOG00000014387	ENSPANG00000019250	1:1	528003
ENSRNOG00000014483	ENSPANG00000019131	1:1	547740
ENSRNOG00000025360	ENSPANG00000019000	1:1	797450
ENSRNOG00000004742	ENSPANG00000019002	1:1	547461
ENSRNOG00000057458	ENSPANG00000019004	1:1	814690
ENSRNOG00000004921	ENSPANG00000018944	1:1	798159
ENSRNOG00000005006	ENSPANG00000018920	1:1	713701
ENSRNOG00000005183	ENSPANG00000018851	1:1	547249
ENSRNOG00000005284	ENSPANG00000018852	1:1	641827
ENSRNOG00000025130	ENSPANG00000018808	1:1	840985
ENSRNOG00000005483	ENSPANG00000018792	1:1	762109
ENSRNOG00000058586	ENSPANG00000018799	1:1	551597
ENSRNOG00000006378	ENSPANG00000018801	1:1	766733
ENSRNOG00000007018	ENSPANG00000018745	1:1	828561
ENSRNOG00000050072	ENSPANG00000018717	1:1	764005
ENSRNOG00000007584	ENSPANG00000018707	1:1	643316
ENSRNOG00000024904	ENSPANG00000018648	1:1	754671
ENSRNOG00000037231	ENSPANG00000018649	1:1	302706
ENSRNOG00000008135	ENSPANG00000018640	1:1	754669
ENSRNOG00000008316	ENSPANG00000018641	1:1	742370
ENSRNOG00000008455	ENSPANG00000018642	1:1	665269
ENSRNOG00000024563	ENSPANG00000018629	1:1	683976
ENSRNOG00000008609	ENSPANG00000018630	1:1	530162
ENSRNOG00000052583	ENSPANG00000018631	1:1	817366
ENSRNOG00000050552	ENSPANG00000018621	1:1	
ENSRNOG00000009143	ENSPANG00000018622	n:1	547489
ENSRNOG00000048310	ENSPANG00000018622	n:1	
ENSRNOG00000046745	ENSPANG00000018623	1:1	834931
ENSRNOG00000010050	ENSPANG00000018579	1:1	716353
ENSRNOG00000010528	ENSPANG00000019339	1:1	854565
ENSRNOG00000026378	ENSPANG00000019341	n:1	
ENSRNOG00000047427	ENSPANG00000018580	1:1	843323
ENSRNOG00000011059	ENSPANG00000018581	1:1	833969
ENSRNOG00000037207	ENSPANG00000018512	1:1	774426
ENSRNOG00000023874	ENSPANG00000018513	1:1	796180
ENSRNOG00000011379	ENSPANG00000018494	1:1	765369
ENSRNOG00000011649	ENSPANG00000018495	1:1	794721
ENSRNOG00000058755	ENSPANG00000018486	1:1	824226
ENSRNOG00000037203	ENSPANG00000018487	1:1	824229
ENSRNOG00000043002	ENSPANG00000018954	1:1	834238
ENSRNOG00000012419	ENSPANG00000018475	1:1	772157
ENSRNOG00000012798	ENSPANG00000018476	1:1	834251
ENSRNOG00000013837	ENSPANG00000018477	1:1	550074
ENSRNOG00000014230	ENSPANG00000018441	1:1	550256
ENSRNOG00000014436	ENSPANG00000018103	1:1	547313
ENSRNOG00000014573	ENSPANG00000018276	1:m	
ENSRNOG00000014573	ENSPANG00000018217	1:m	829618
ENSRNOG00000015018	ENSPANG00000018143	1:1	780354
ENSRNOG00000022868	ENSPANG00000018145	1:1	793436
ENSRNOG00000015277	ENSPANG00000009633	1:1	765434
ENSRNOG00000015499	ENSPANG00000018101	1:1	738170
ENSRNOG00000015703	ENSPANG00000018102	1:1	795893
ENSRNOG00000022491	ENSPANG00000018062	1:1	847961
ENSRNOG00000016189	ENSPANG00000018063	1:1	809660
ENSRNOG00000016357	ENSPANG00000018064	1:1	805737
ENSRNOG00000022141	ENSPANG00000018028	1:1	716326
ENSRNOG00000016459	ENSPANG00000018029	1:m	
ENSRNOG00000016459	ENSPANG00000026271	1:m	
ENSRNOG00000021954	ENSPANG00000018025	1:1	813934
ENSRNOG00000017123	ENSPANG00000018027	1:1	807195
ENSRNOG00000017157	ENSPANG00000017923	1:1	515014
ENSRNOG00000037178	ENSPANG00000006767	1:1	749819
ENSRNOG00000017291	ENSPANG00000017924	1:1	786334
ENSRNOG00000017395	ENSPANG00000017925	1:1	550677
ENSRNOG00000017805	ENSPANG00000017915	1:1	846633
ENSRNOG00000018005	ENSPANG00000017916	1:1	846632
ENSRNOG00000033348	ENSPANG00000017834	1:1	548147
ENSRNOG00000028668	ENSPANG00000017836	1:1	849622
ENSRNOG00000000168	ENSPANG00000017833	1:1	790961
ENSRNOG00000050251	ENSPANG00000017822	1:1	736945
ENSRNOG00000000170	ENSPANG00000017823	1:1	810858
ENSRNOG00000037160	ENSPANG00000017767	1:1	846476
ENSRNOG00000000172	ENSPANG00000017769	1:1	510543
ENSRNOG00000004812	ENSPANG00000017755	1:1	266454
ENSRNOG00000005258	ENSPANG00000017757	1:1	547629
ENSRNOG00000037146	ENSPANG00000004204	1:1	259323
ENSRNOG00000005367	ENSPANG00000017746	1:1	756841
ENSRNOG00000007221	ENSPANG00000013746	n:m	
ENSRNOG00000007221	ENSPANG00000005473	n:m	
ENSRNOG00000007302	ENSPANG00000017748	1:1	552109
ENSRNOG00000037134	ENSPANG00000017733	1:1	817029
ENSRNOG00000008452	ENSPANG00000011518	1:1	264378
ENSRNOG00000008629	ENSPANG00000017735	1:1	792442
ENSRNOG00000008744	ENSPANG00000017736	1:1	830929
ENSRNOG00000009289	ENSPANG00000017737	1:1	797049
ENSRNOG00000009425	ENSPANG00000017738	1:1	787959
ENSRNOG00000009593	ENSPANG00000017727	1:1	719156
ENSRNOG00000010128	ENSPANG00000017686	1:1	549751
ENSRNOG00000010262	ENSPANG00000017687	1:1	824805
ENSRNOG00000010659	ENSPANG00000017688	n:1	
ENSRNOG00000011401	ENSPANG00000017629	1:1	552745
ENSRNOG00000057806	ENSPANG00000017547	1:1	800778
ENSRNOG00000011652	ENSPANG00000017548	1:1	696134
ENSRNOG00000022938	ENSPANG00000017549	1:1	515696
ENSRNOG00000011778	ENSPANG00000007077	1:1	
ENSRNOG00000012051	ENSPANG00000007487	1:1	823987
ENSRNOG00000012151	ENSPANG00000012566	1:1	780232
ENSRNOG00000012157	ENSPANG00000006017	1:1	823913
ENSRNOG00000022727	ENSPANG00000017855	n:1	
ENSRNOG00000013479	ENSPANG00000000472	1:1	497969
ENSRNOG00000013862	ENSPANG00000002443	1:1	709091
ENSRNOG00000013887	ENSPANG00000025446	1:1	657364
ENSRNOG00000013906	ENSPANG00000019821	1:1	860233
ENSRNOG00000013974	ENSPANG00000012535	1:m	
ENSRNOG00000013974	ENSPANG00000021003	1:m	833606
ENSRNOG00000013974	ENSPANG00000019324	1:m	
ENSRNOG00000014152	ENSPANG00000018833	1:1	
ENSRNOG00000014710	ENSPANG00000000975	1:1	533109
ENSRNOG00000015188	ENSPANG00000018071	1:1	553850
ENSRNOG00000015192	ENSPANG00000022839	1:1	842117
ENSRNOG00000015445	ENSPANG00000007071	1:1	743594
