mouse_ID	baboon_ID	orthotype	OMAgroup
ENSMUSG00000038555	ENSPANG00000018500	1:1	775450
ENSMUSG00000038418	ENSPANG00000012366	1:1	551897
ENSMUSG00000024360	ENSPANG00000009407	1:1	
ENSMUSG00000024359	ENSPANG00000005703	1:1	546796
ENSMUSG00000037815	ENSPANG00000010409	1:1	681412
ENSMUSG00000071862	ENSPANG00000002757	1:1	268369
ENSMUSG00000024357	ENSPANG00000026021	1:1	711920
ENSMUSG00000037058	ENSPANG00000008705	1:1	777216
ENSMUSG00000024354	ENSPANG00000024864	1:1	771353
ENSMUSG00000024353	ENSPANG00000011664	1:1	797245
ENSMUSG00000073600	ENSPANG00000007176	1:1	560687
ENSMUSG00000024352	ENSPANG00000003080	1:1	782171
ENSMUSG00000024350	ENSPANG00000008878	1:1	857771
ENSMUSG00000073598	ENSPANG00000003457	1:1	303658
ENSMUSG00000024349	ENSPANG00000002424	1:1	830491
ENSMUSG00000091896	ENSPANG00000005002	n:m	
ENSMUSG00000091896	ENSPANG00000012017	n:m	
ENSMUSG00000046668	ENSPANG00000011930	1:1	761626
ENSMUSG00000024347	ENSPANG00000002492	1:1	797213
ENSMUSG00000043991	ENSPANG00000003664	1:1	755675
ENSMUSG00000110185	ENSPANG00000018284	1:1	261735
ENSMUSG00000046727	ENSPANG00000003994	1:1	549078
ENSMUSG00000024346	ENSPANG00000016007	1:1	
ENSMUSG00000024486	ENSPANG00000011663	1:1	796797
ENSMUSG00000024485	ENSPANG00000002472	1:1	516623
ENSMUSG00000090264	ENSPANG00000000201	1:1	516349
ENSMUSG00000006050	ENSPANG00000006033	1:1	792943
ENSMUSG00000033272	ENSPANG00000024663	1:1	711961
ENSMUSG00000051439	ENSPANG00000011929	1:1	270417
ENSMUSG00000006850	ENSPANG00000003022	1:1	811822
ENSMUSG00000014294	ENSPANG00000004165	1:1	836726
ENSMUSG00000024474	ENSPANG00000019171	1:1	839273
ENSMUSG00000042660	ENSPANG00000015777	1:1	854465
ENSMUSG00000044595	ENSPANG00000007892	1:1	803010
ENSMUSG00000001380	ENSPANG00000011928	1:1	865201
ENSMUSG00000019143	ENSPANG00000011662	1:1	865204
ENSMUSG00000104318	ENSPANG00000009513	n:m	565420
ENSMUSG00000104318	ENSPANG00000003199	n:m	
ENSMUSG00000103800	ENSPANG00000009513	n:m	
ENSMUSG00000103800	ENSPANG00000003199	n:m	558655
ENSMUSG00000103770	ENSPANG00000009547	1:1	267415
ENSMUSG00000102697	ENSPANG00000002423	1:1	555062
ENSMUSG00000051663	ENSPANG00000007852	1:1	557476
ENSMUSG00000045498	ENSPANG00000003559	1:1	560682
ENSMUSG00000045689	ENSPANG00000014179	n:1	558651
ENSMUSG00000051678	ENSPANG00000014179	n:1	
ENSMUSG00000045876	ENSPANG00000014179	n:1	
ENSMUSG00000045657	ENSPANG00000014179	n:1	
ENSMUSG00000043458	ENSPANG00000014179	n:1	
ENSMUSG00000047307	ENSPANG00000023782	1:1	609482
ENSMUSG00000047033	ENSPANG00000001214	1:1	559157
ENSMUSG00000047910	ENSPANG00000011661	1:1	
ENSMUSG00000046191	ENSPANG00000019433	1:1	557369
ENSMUSG00000044022	ENSPANG00000003993	1:1	560441
ENSMUSG00000050304	ENSPANG00000000311	1:1	498022
ENSMUSG00000051316	ENSPANG00000000647	1:1	552146
ENSMUSG00000103749	ENSPANG00000009430	1:1	560199
ENSMUSG00000024456	ENSPANG00000014874	1:1	550540
ENSMUSG00000024454	ENSPANG00000007093	1:1	812416
ENSMUSG00000044024	ENSPANG00000012116	1:1	762206
ENSMUSG00000038524	ENSPANG00000012206	1:1	553809
ENSMUSG00000024451	ENSPANG00000024671	1:1	740928
ENSMUSG00000051375	ENSPANG00000009429	1:1	553888
ENSMUSG00000024442	ENSPANG00000002756	1:1	738310
ENSMUSG00000024440	ENSPANG00000006995	1:1	551144
ENSMUSG00000060450	ENSPANG00000012016	1:1	
ENSMUSG00000052102	ENSPANG00000014429	1:1	861535
ENSMUSG00000024425	ENSPANG00000006032	1:1	828262
ENSMUSG00000024427	ENSPANG00000003368	1:1	271104
ENSMUSG00000036452	ENSPANG00000000313	1:1	734465
ENSMUSG00000036585	ENSPANG00000000312	1:1	787955
ENSMUSG00000024431	ENSPANG00000003021	1:1	835064
ENSMUSG00000024487	ENSPANG00000009344	1:1	495183
ENSMUSG00000051401	ENSPANG00000010407	1:1	785984
ENSMUSG00000056671	ENSPANG00000008877	1:1	750625
ENSMUSG00000073574	ENSPANG00000014873	1:1	808270
ENSMUSG00000057719	ENSPANG00000007890	1:1	850532
ENSMUSG00000034339	ENSPANG00000022047	n:1	
ENSMUSG00000024493	ENSPANG00000002663	1:1	490199
ENSMUSG00000024491	ENSPANG00000015776	1:1	547878
ENSMUSG00000024497	ENSPANG00000008306	1:1	793437
ENSMUSG00000024498	ENSPANG00000026072	1:1	548645
ENSMUSG00000042816	ENSPANG00000016847	1:1	756440
ENSMUSG00000024500	ENSPANG00000010162	1:1	813725
ENSMUSG00000039954	ENSPANG00000002755	1:1	549464
ENSMUSG00000024501	ENSPANG00000013090	1:1	817088
ENSMUSG00000043424	ENSPANG00000018029	n:m	685484
ENSMUSG00000043424	ENSPANG00000026271	n:m	
ENSMUSG00000024502	ENSPANG00000001092	1:1	266927
ENSMUSG00000024503	ENSPANG00000012365	1:1	771177
ENSMUSG00000038791	ENSPANG00000001093	1:1	790158
ENSMUSG00000071858	ENSPANG00000019122	1:1	769900
ENSMUSG00000055561	ENSPANG00000007092	1:1	555002
ENSMUSG00000051050	ENSPANG00000024863	1:1	753947
ENSMUSG00000055095	ENSPANG00000007464	1:1	815966
ENSMUSG00000061144	ENSPANG00000008614	1:1	
ENSMUSG00000024471	ENSPANG00000011665	1:1	776425
ENSMUSG00000024472	ENSPANG00000007042	1:1	829165
ENSMUSG00000071856	ENSPANG00000020012	1:1	827889
ENSMUSG00000034653	ENSPANG00000024470	1:1	846773
ENSMUSG00000054477	ENSPANG00000002292	1:1	542288
ENSMUSG00000033949	ENSPANG00000012019	1:1	515013
ENSMUSG00000024477	ENSPANG00000019840	1:1	844093
ENSMUSG00000071855	ENSPANG00000011685	1:1	495018
ENSMUSG00000033319	ENSPANG00000007270	1:1	832933
ENSMUSG00000056130	ENSPANG00000019435	1:1	262887
ENSMUSG00000033184	ENSPANG00000011976	1:1	498655
ENSMUSG00000033022	ENSPANG00000010660	1:1	492006
ENSMUSG00000024480	ENSPANG00000023494	1:1	839325
ENSMUSG00000024481	ENSPANG00000020424	1:1	797501
ENSMUSG00000073568	ENSPANG00000006470	1:1	809553
ENSMUSG00000042705	ENSPANG00000011684	1:1	665485
ENSMUSG00000019647	ENSPANG00000003800	1:1	771133
ENSMUSG00000059040	ENSPANG00000015658	n:1	865433
ENSMUSG00000024505	ENSPANG00000011932	1:1	846459
ENSMUSG00000037416	ENSPANG00000011300	1:1	516301
ENSMUSG00000062210	ENSPANG00000018502	1:1	822562
ENSMUSG00000024507	ENSPANG00000011683	1:1	508557
ENSMUSG00000035420	ENSPANG00000008126	1:1	264990
ENSMUSG00000048875	ENSPANG00000006960	1:1	758081
ENSMUSG00000073565	ENSPANG00000001777	1:1	798797
ENSMUSG00000024528	ENSPANG00000003799	1:1	758935
ENSMUSG00000024529	ENSPANG00000025086	1:1	550691
ENSMUSG00000046886	ENSPANG00000003431	1:1	808247
ENSMUSG00000024534	ENSPANG00000003083	1:1	802999
ENSMUSG00000034484	ENSPANG00000011931	1:1	808965
ENSMUSG00000024535	ENSPANG00000007041	1:1	831579
ENSMUSG00000024538	ENSPANG00000024146	1:1	548522
ENSMUSG00000069378	ENSPANG00000020936	1:1	552502
ENSMUSG00000048799	ENSPANG00000008620	1:1	818264
ENSMUSG00000073563	ENSPANG00000010942	1:1	
ENSMUSG00000052713	ENSPANG00000011668	1:1	550923
ENSMUSG00000001700	ENSPANG00000004678	1:1	759959
ENSMUSG00000053644	ENSPANG00000012208	1:1	661716
ENSMUSG00000008301	ENSPANG00000010164	1:1	844865
ENSMUSG00000032900	ENSPANG00000022176	1:1	794556
ENSMUSG00000024590	ENSPANG00000011682	1:1	552842
ENSMUSG00000032656	ENSPANG00000006160	1:1	727191
ENSMUSG00000024593	ENSPANG00000006534	1:1	551156
ENSMUSG00000024594	ENSPANG00000003082	1:1	
ENSMUSG00000069372	ENSPANG00000003662	1:1	788533
ENSMUSG00000024597	ENSPANG00000007040	1:1	756815
ENSMUSG00000024598	ENSPANG00000008220	1:1	552963
ENSMUSG00000024600	ENSPANG00000004065	1:1	549179
ENSMUSG00000024601	ENSPANG00000011667	1:1	662302
ENSMUSG00000053441	ENSPANG00000020423	1:1	553180
ENSMUSG00000038059	ENSPANG00000009748	1:1	262894
ENSMUSG00000024603	ENSPANG00000020110	1:1	848263
ENSMUSG00000024604	ENSPANG00000011297	1:1	774780
ENSMUSG00000049173	ENSPANG00000007889	1:1	834749
ENSMUSG00000043079	ENSPANG00000008125	1:1	828363
ENSMUSG00000054008	ENSPANG00000010405	1:1	731067
ENSMUSG00000024608	ENSPANG00000011660	1:1	829404
ENSMUSG00000024610	ENSPANG00000003593	1:1	808077
ENSMUSG00000024613	ENSPANG00000021403	1:1	552440
ENSMUSG00000036412	ENSPANG00000013185	1:1	748774
ENSMUSG00000024617	ENSPANG00000013259	1:1	551041
ENSMUSG00000052026	ENSPANG00000006208	1:1	788738
ENSMUSG00000024619	ENSPANG00000007091	1:1	533161
ENSMUSG00000024620	ENSPANG00000023735	1:1	792957
ENSMUSG00000024621	ENSPANG00000018729	1:1	808018
ENSMUSG00000024622	ENSPANG00000023318	1:1	306738
ENSMUSG00000034320	ENSPANG00000008875	1:1	771366
ENSMUSG00000024575	ENSPANG00000019517	1:1	792120
ENSMUSG00000033871	ENSPANG00000009512	1:1	804974
ENSMUSG00000045094	ENSPANG00000013089	1:1	497762
ENSMUSG00000024576	ENSPANG00000010406	1:1	548107
ENSMUSG00000024578	ENSPANG00000010657	1:1	748490
ENSMUSG00000024579	ENSPANG00000005731	1:1	689226
ENSMUSG00000024580	ENSPANG00000013468	1:1	826946
ENSMUSG00000033032	ENSPANG00000024862	1:1	843301
ENSMUSG00000032735	ENSPANG00000012205	1:1	551711
ENSMUSG00000045629	ENSPANG00000012855	1:1	764747
ENSMUSG00000045730	ENSPANG00000025700	1:1	657318
ENSMUSG00000026322	ENSPANG00000017118	1:1	657289
ENSMUSG00000042211	ENSPANG00000026422	1:1	830799
ENSMUSG00000060201	ENSPANG00000012115	1:1	284086
ENSMUSG00000073551	ENSPANG00000016765	1:1	306749
ENSMUSG00000071847	ENSPANG00000013298	1:1	777276
ENSMUSG00000024581	ENSPANG00000016946	1:1	782582
ENSMUSG00000041482	ENSPANG00000012600	1:1	842980
ENSMUSG00000024583	ENSPANG00000005885	1:1	
ENSMUSG00000040560	ENSPANG00000006224	1:1	699361
ENSMUSG00000056812	ENSPANG00000006449	1:1	261922
ENSMUSG00000045991	ENSPANG00000004658	1:1	551312
ENSMUSG00000024588	ENSPANG00000017679	1:1	668602
ENSMUSG00000024587	ENSPANG00000019006	1:1	826487
ENSMUSG00000039529	ENSPANG00000016334	1:1	523668
ENSMUSG00000024589	ENSPANG00000010022	1:1	739652
ENSMUSG00000032845	ENSPANG00000018740	1:1	782636
ENSMUSG00000032688	ENSPANG00000025283	1:1	807684
ENSMUSG00000042439	ENSPANG00000013155	1:1	266274
ENSMUSG00000046610	ENSPANG00000017577	1:1	550557
ENSMUSG00000024516	ENSPANG00000009639	1:1	764474
ENSMUSG00000024517	ENSPANG00000012397	1:1	785622
ENSMUSG00000024518	ENSPANG00000025282	1:1	552765
ENSMUSG00000024519	ENSPANG00000002795	1:1	795329
ENSMUSG00000041891	ENSPANG00000015052	1:1	797358
ENSMUSG00000046318	ENSPANG00000006223	1:1	769868
ENSMUSG00000047259	ENSPANG00000004549	1:1	853464
ENSMUSG00000024524	ENSPANG00000005629	1:1	498838
ENSMUSG00000109901	ENSPANG00000021681	n:1	
ENSMUSG00000062526	ENSPANG00000011901	1:1	813570
ENSMUSG00000024525	ENSPANG00000021939	1:1	853559
ENSMUSG00000024526	ENSPANG00000009224	1:1	796988
ENSMUSG00000001473	ENSPANG00000017891	1:1	696188
ENSMUSG00000024527	ENSPANG00000012297	1:1	848764
ENSMUSG00000024530	ENSPANG00000022728	1:1	750623
ENSMUSG00000024533	ENSPANG00000011825	1:1	812609
ENSMUSG00000091695	ENSPANG00000020108	n:m	
ENSMUSG00000091695	ENSPANG00000000277	n:m	
ENSMUSG00000091695	ENSPANG00000005234	n:m	261701
ENSMUSG00000091695	ENSPANG00000010652	n:m	
ENSMUSG00000091695	ENSPANG00000016384	n:m	
ENSMUSG00000073542	ENSPANG00000022968	1:1	727214
ENSMUSG00000024537	ENSPANG00000009225	1:1	771079
ENSMUSG00000024539	ENSPANG00000012298	1:1	529771
ENSMUSG00000079614	ENSPANG00000008193	1:1	
ENSMUSG00000024542	ENSPANG00000010064	1:1	822725
ENSMUSG00000024544	ENSPANG00000005351	1:1	816197
ENSMUSG00000038121	ENSPANG00000019140	1:m	746065
ENSMUSG00000038121	ENSPANG00000000276	1:m	
ENSMUSG00000009535	ENSPANG00000010248	1:1	846230
ENSMUSG00000007480	ENSPANG00000003477	1:1	657431
ENSMUSG00000045569	ENSPANG00000018952	1:1	657331
ENSMUSG00000053477	ENSPANG00000009840	1:1	844252
ENSMUSG00000038903	ENSPANG00000007435	1:1	742569
ENSMUSG00000024511	ENSPANG00000003498	1:1	522184
ENSMUSG00000044906	ENSPANG00000007505	1:1	812946
ENSMUSG00000038425	ENSPANG00000006450	1:1	861153
ENSMUSG00000060534	ENSPANG00000006451	1:1	527521
ENSMUSG00000037253	ENSPANG00000006226	1:1	831832
ENSMUSG00000024515	ENSPANG00000024703	1:1	850921
ENSMUSG00000036941	ENSPANG00000026392	1:1	835809
ENSMUSG00000024556	ENSPANG00000016868	1:1	813609
ENSMUSG00000064036	ENSPANG00000011894	1:1	747560
ENSMUSG00000036223	ENSPANG00000025645	1:1	498981
ENSMUSG00000024560	ENSPANG00000009435	1:1	782145
ENSMUSG00000024561	ENSPANG00000010867	1:1	743467
ENSMUSG00000035394	ENSPANG00000025517	1:1	548915
ENSMUSG00000025885	ENSPANG00000022089	1:1	551503
ENSMUSG00000036880	ENSPANG00000002878	1:1	855565
ENSMUSG00000053846	ENSPANG00000024235	1:1	813196
ENSMUSG00000062328	ENSPANG00000014205	1:m	
ENSMUSG00000062328	ENSPANG00000011465	1:m	
ENSMUSG00000062328	ENSPANG00000001982	1:m	835216
ENSMUSG00000036299	ENSPANG00000022219	1:1	305638
ENSMUSG00000035765	ENSPANG00000010057	1:1	501141
ENSMUSG00000025880	ENSPANG00000025519	1:1	780276
ENSMUSG00000052928	ENSPANG00000017087	1:1	756312
ENSMUSG00000044646	ENSPANG00000016942	1:1	552375
ENSMUSG00000024563	ENSPANG00000025520	1:1	812161
ENSMUSG00000091519	ENSPANG00000017535	1:1	554549
ENSMUSG00000090000	ENSPANG00000015078	1:1	778433
ENSMUSG00000025421	ENSPANG00000010312	1:1	
ENSMUSG00000025423	ENSPANG00000016213	1:1	550904
ENSMUSG00000025425	ENSPANG00000024947	1:1	772133
ENSMUSG00000025427	ENSPANG00000025287	1:1	270610
ENSMUSG00000047466	ENSPANG00000006488	1:1	815452
ENSMUSG00000025428	ENSPANG00000007341	1:1	735949
ENSMUSG00000025429	ENSPANG00000019094	1:1	552911
ENSMUSG00000039840	ENSPANG00000009665	1:1	822713
ENSMUSG00000091055	ENSPANG00000013868	1:1	271637
ENSMUSG00000059336	ENSPANG00000010058	1:1	704922
ENSMUSG00000024548	ENSPANG00000014223	1:1	831582
ENSMUSG00000056214	ENSPANG00000004652	1:1	845698
ENSMUSG00000053950	ENSPANG00000011713	1:1	266403
ENSMUSG00000024570	ENSPANG00000009263	1:1	818230
ENSMUSG00000057130	ENSPANG00000015484	1:1	843897
ENSMUSG00000078963	ENSPANG00000011076	1:1	497810
ENSMUSG00000034006	ENSPANG00000002943	1:1	657271
ENSMUSG00000059852	ENSPANG00000000968	1:1	787461
ENSMUSG00000033323	ENSPANG00000012831	1:1	516165
ENSMUSG00000033016	ENSPANG00000014019	1:1	823574
ENSMUSG00000024566	ENSPANG00000015208	1:1	523651
ENSMUSG00000024565	ENSPANG00000006485	1:1	548682
ENSMUSG00000024553	ENSPANG00000004349	1:1	
ENSMUSG00000041607	ENSPANG00000023229	1:1	812825
ENSMUSG00000041258	ENSPANG00000005965	1:1	550707
ENSMUSG00000058881	ENSPANG00000005050	1:1	810029
ENSMUSG00000046982	ENSPANG00000000181	1:1	762659
ENSMUSG00000049090	ENSPANG00000017718	1:1	786353
ENSMUSG00000048410	ENSPANG00000023161	1:1	817241
ENSMUSG00000056162	ENSPANG00000012761	1:1	843787
ENSMUSG00000024644	ENSPANG00000018633	1:1	843778
ENSMUSG00000047992	ENSPANG00000026365	1:1	
ENSMUSG00000024646	ENSPANG00000023961	1:1	540916
ENSMUSG00000034391	ENSPANG00000012550	1:1	830672
ENSMUSG00000024645	ENSPANG00000015210	1:1	516741
ENSMUSG00000050321	ENSPANG00000000411	1:1	551851
ENSMUSG00000069324	ENSPANG00000010787	n:1	
ENSMUSG00000023066	ENSPANG00000005969	1:1	838541
ENSMUSG00000034028	ENSPANG00000001764	1:1	836400
ENSMUSG00000024614	ENSPANG00000012139	1:1	780363
ENSMUSG00000024831	ENSPANG00000023650	1:1	784425
ENSMUSG00000024829	ENSPANG00000018811	1:1	842273
ENSMUSG00000024900	ENSPANG00000020294	1:1	775315
ENSMUSG00000024907	ENSPANG00000023503	1:1	756322
ENSMUSG00000024908	ENSPANG00000025892	1:1	497514
ENSMUSG00000024913	ENSPANG00000023602	1:1	552326
ENSMUSG00000035372	ENSPANG00000023334	1:m	555052
ENSMUSG00000035372	ENSPANG00000007345	1:m	
ENSMUSG00000024843	ENSPANG00000015385	1:1	647587
ENSMUSG00000001750	ENSPANG00000012975	1:1	823783
ENSMUSG00000059734	ENSPANG00000023464	1:1	
ENSMUSG00000024885	ENSPANG00000010862	1:1	661733
ENSMUSG00000036908	ENSPANG00000025891	1:1	812591
ENSMUSG00000037263	ENSPANG00000011529	n:1	
ENSMUSG00000075296	ENSPANG00000011529	n:1	661768
ENSMUSG00000024866	ENSPANG00000024740	1:1	836995
ENSMUSG00000037477	ENSPANG00000006501	1:1	815845
ENSMUSG00000110949	ENSPANG00000009837	1:1	763054
ENSMUSG00000024871	ENSPANG00000008595	1:1	745768
ENSMUSG00000037916	ENSPANG00000011236	1:1	801305
ENSMUSG00000060803	ENSPANG00000004516	n:1	861822
ENSMUSG00000038155	ENSPANG00000004516	n:1	
ENSMUSG00000024857	ENSPANG00000026467	1:1	550996
ENSMUSG00000024856	ENSPANG00000004749	1:1	812944
ENSMUSG00000024847	ENSPANG00000006615	1:1	764244
ENSMUSG00000024842	ENSPANG00000011704	1:1	556011
ENSMUSG00000044724	ENSPANG00000012974	1:1	739917
ENSMUSG00000024835	ENSPANG00000015784	1:1	849647
ENSMUSG00000045826	ENSPANG00000004926	1:1	304588
ENSMUSG00000024830	ENSPANG00000011196	1:1	548912
ENSMUSG00000075289	ENSPANG00000011528	1:1	261101
ENSMUSG00000040247	ENSPANG00000006614	1:1	555687
ENSMUSG00000040385	ENSPANG00000009836	1:1	548189
ENSMUSG00000024824	ENSPANG00000003109	1:1	767476
ENSMUSG00000040663	ENSPANG00000022856	1:1	843139
ENSMUSG00000024854	ENSPANG00000007733	1:1	651124
ENSMUSG00000034616	ENSPANG00000023601	1:1	822998
ENSMUSG00000005986	ENSPANG00000008594	1:1	516773
ENSMUSG00000054611	ENSPANG00000010861	1:1	848255
ENSMUSG00000041845	ENSPANG00000004925	1:1	522223
ENSMUSG00000049303	ENSPANG00000004416	1:1	745741
ENSMUSG00000024892	ENSPANG00000011195	1:1	859193
ENSMUSG00000045045	ENSPANG00000026466	1:1	552843
ENSMUSG00000024889	ENSPANG00000002373	1:1	530510
ENSMUSG00000071691	ENSPANG00000005285	1:1	747588
ENSMUSG00000067889	ENSPANG00000011003	1:1	843674
ENSMUSG00000033760	ENSPANG00000020672	1:1	
ENSMUSG00000094936	ENSPANG00000018676	1:1	553152
ENSMUSG00000006456	ENSPANG00000004924	1:1	561182
ENSMUSG00000034108	ENSPANG00000012187	1:1	761251
ENSMUSG00000067872	ENSPANG00000000337	1:1	810132
ENSMUSG00000083282	ENSPANG00000009835	1:1	767903
ENSMUSG00000006457	ENSPANG00000003030	1:1	554129
ENSMUSG00000006463	ENSPANG00000000274	1:1	514620
ENSMUSG00000006464	ENSPANG00000000275	1:1	712114
ENSMUSG00000063904	ENSPANG00000019270	1:m	770817
ENSMUSG00000063904	ENSPANG00000017256	1:m	
ENSMUSG00000024901	ENSPANG00000011194	1:1	844923
ENSMUSG00000024902	ENSPANG00000018675	1:1	866045
ENSMUSG00000045903	ENSPANG00000007006	1:1	814014
ENSMUSG00000024891	ENSPANG00000003695	1:1	712032
ENSMUSG00000047379	ENSPANG00000011235	1:1	828301
ENSMUSG00000080268	ENSPANG00000013111	1:1	750790
ENSMUSG00000024883	ENSPANG00000005454	1:1	828790
ENSMUSG00000056481	ENSPANG00000004783	1:1	777988
ENSMUSG00000061451	ENSPANG00000020429	1:1	825585
ENSMUSG00000024875	ENSPANG00000023600	1:1	496839
ENSMUSG00000024873	ENSPANG00000011527	1:1	860024
ENSMUSG00000024870	ENSPANG00000012529	1:1	522127
ENSMUSG00000024862	ENSPANG00000012186	1:1	553095
ENSMUSG00000024855	ENSPANG00000002372	1:1	844612
ENSMUSG00000024853	ENSPANG00000008593	1:1	851193
ENSMUSG00000047658	ENSPANG00000007732	1:1	736699
ENSMUSG00000024846	ENSPANG00000013110	1:1	788548
ENSMUSG00000024844	ENSPANG00000010912	1:1	825194
ENSMUSG00000024841	ENSPANG00000011370	1:1	499085
ENSMUSG00000039148	ENSPANG00000023502	1:1	826286
ENSMUSG00000024914	ENSPANG00000013679	1:1	550227
ENSMUSG00000047423	ENSPANG00000013651	1:1	524492
ENSMUSG00000024912	ENSPANG00000016424	1:1	741308
ENSMUSG00000095098	ENSPANG00000003185	1:1	776902
ENSMUSG00000024911	ENSPANG00000016131	1:1	
ENSMUSG00000024910	ENSPANG00000013728	1:1	767924
ENSMUSG00000024909	ENSPANG00000001161	1:1	554809
ENSMUSG00000024906	ENSPANG00000001162	1:1	658904
ENSMUSG00000056201	ENSPANG00000023333	1:1	807569
ENSMUSG00000056185	ENSPANG00000025890	1:1	808970
ENSMUSG00000024922	ENSPANG00000002371	1:1	840837
ENSMUSG00000049562	ENSPANG00000005284	1:1	807694
ENSMUSG00000024925	ENSPANG00000015965	1:1	743344
ENSMUSG00000024926	ENSPANG00000021813	1:1	699831
ENSMUSG00000056917	ENSPANG00000012185	1:1	823263
ENSMUSG00000054874	ENSPANG00000023501	1:1	495807
ENSMUSG00000004054	ENSPANG00000006544	1:1	551193
ENSMUSG00000024937	ENSPANG00000011002	1:1	556089
ENSMUSG00000024939	ENSPANG00000003108	1:1	745981
ENSMUSG00000079478	ENSPANG00000013678	1:1	728830
ENSMUSG00000024940	ENSPANG00000007731	1:1	551773
ENSMUSG00000024941	ENSPANG00000011369	1:1	516207
ENSMUSG00000024816	ENSPANG00000013649	1:1	801480
ENSMUSG00000024818	ENSPANG00000004415	1:1	498017
ENSMUSG00000044390	ENSPANG00000006957	1:1	699485
ENSMUSG00000024826	ENSPANG00000004688	1:1	856758
ENSMUSG00000045664	ENSPANG00000019253	1:1	303357
ENSMUSG00000024833	ENSPANG00000023360	1:1	845898
ENSMUSG00000024942	ENSPANG00000019841	1:1	530169
ENSMUSG00000024807	ENSPANG00000003694	1:1	814180
ENSMUSG00000007338	ENSPANG00000004414	1:1	829765
ENSMUSG00000038274	ENSPANG00000009834	n:1	
ENSMUSG00000075227	ENSPANG00000007081	1:1	517782
ENSMUSG00000024799	ENSPANG00000020755	1:1	703060
ENSMUSG00000024797	ENSPANG00000004241	1:1	547286
ENSMUSG00000047733	ENSPANG00000004748	1:1	260965
ENSMUSG00000024792	ENSPANG00000006241	1:1	
ENSMUSG00000054999	ENSPANG00000023359	1:1	770839
ENSMUSG00000024790	ENSPANG00000013677	1:1	515912
ENSMUSG00000024787	ENSPANG00000013648	1:1	753917
ENSMUSG00000024944	ENSPANG00000012184	1:1	775025
ENSMUSG00000039699	ENSPANG00000023500	1:1	272283
ENSMUSG00000024786	ENSPANG00000004413	1:1	716460
ENSMUSG00000024784	ENSPANG00000026212	1:1	265833
ENSMUSG00000024777	ENSPANG00000004341	1:1	674997
ENSMUSG00000024773	ENSPANG00000002370	1:1	852005
ENSMUSG00000024772	ENSPANG00000023358	1:1	643317
ENSMUSG00000024769	ENSPANG00000016554	1:1	555270
ENSMUSG00000024947	ENSPANG00000004747	1:1	736988
ENSMUSG00000024949	ENSPANG00000020754	1:1	547847
ENSMUSG00000032648	ENSPANG00000011408	1:1	795428
ENSMUSG00000032946	ENSPANG00000010911	1:1	731537
ENSMUSG00000033768	ENSPANG00000004471	1:1	549618
ENSMUSG00000061742	ENSPANG00000009833	1:1	552736
ENSMUSG00000024952	ENSPANG00000003107	1:1	552355
ENSMUSG00000047810	ENSPANG00000016980	1:1	552817
ENSMUSG00000024953	ENSPANG00000010910	1:1	747112
ENSMUSG00000024955	ENSPANG00000024911	1:1	730611
ENSMUSG00000050623	ENSPANG00000013727	1:1	721021
ENSMUSG00000024957	ENSPANG00000018628	1:1	
ENSMUSG00000024958	ENSPANG00000016423	1:1	824611
ENSMUSG00000024959	ENSPANG00000012183	1:1	812004
ENSMUSG00000024960	ENSPANG00000016553	1:1	767390
ENSMUSG00000056612	ENSPANG00000006181	1:1	
ENSMUSG00000056629	ENSPANG00000012677	1:1	750349
ENSMUSG00000024962	ENSPANG00000003693	1:1	672209
ENSMUSG00000024963	ENSPANG00000017262	1:1	496661
ENSMUSG00000037349	ENSPANG00000015654	1:1	811573
ENSMUSG00000047656	ENSPANG00000011001	1:1	850485
ENSMUSG00000024965	ENSPANG00000011407	1:1	
ENSMUSG00000024966	ENSPANG00000017079	1:1	547223
ENSMUSG00000036278	ENSPANG00000005925	1:1	553226
ENSMUSG00000047787	ENSPANG00000003558	1:1	267473
ENSMUSG00000035885	ENSPANG00000007005	1:1	784700
ENSMUSG00000024764	ENSPANG00000002369	1:1	813711
ENSMUSG00000024968	ENSPANG00000007283	1:1	799718
ENSMUSG00000024970	ENSPANG00000003833	1:1	787444
ENSMUSG00000053080	ENSPANG00000024910	1:1	754754
ENSMUSG00000024759	ENSPANG00000025889	1:1	697127
ENSMUSG00000024972	ENSPANG00000012182	1:1	777256
ENSMUSG00000024973	ENSPANG00000015204	1:1	
ENSMUSG00000063796	ENSPANG00000017441	1:1	550137
ENSMUSG00000024650	ENSPANG00000013726	1:1	549501
ENSMUSG00000032773	ENSPANG00000021843	1:1	657357
ENSMUSG00000010095	ENSPANG00000012315	1:1	700774
ENSMUSG00000042729	ENSPANG00000013148	n:1	703723
ENSMUSG00000110423	ENSPANG00000013148	n:1	
ENSMUSG00000010110	ENSPANG00000019343	1:1	497396
ENSMUSG00000010097	ENSPANG00000012132	1:1	650827
ENSMUSG00000003680	ENSPANG00000021117	1:1	696892
ENSMUSG00000071662	ENSPANG00000025888	1:1	838675
ENSMUSG00000071661	ENSPANG00000008469	1:1	551113
ENSMUSG00000071659	ENSPANG00000023745	1:1	749399
ENSMUSG00000071658	ENSPANG00000005377	1:1	260895
ENSMUSG00000071657	ENSPANG00000011406	1:1	757588
ENSMUSG00000071656	ENSPANG00000003479	1:1	265829
ENSMUSG00000071655	ENSPANG00000005453	1:1	863186
