Transcript.ID	Gene.ID	Gene.Type
ENSDART00000081666	ENSDARG00000058740	protein_coding
ENSDART00000081675	ENSDARG00000023472	protein_coding
ENSDART00000081676	ENSDARG00000058746	protein_coding
ENSDART00000081687	ENSDARG00000075248	protein_coding
ENSDART00000081690	ENSDARG00000058759	protein_coding
ENSDART00000081693	ENSDARG00000058762	protein_coding
ENSDART00000081700	ENSDARG00000058765	protein_coding
ENSDART00000081703	ENSDARG00000058771	protein_coding
ENSDART00000081704	ENSDARG00000058765	protein_coding
ENSDART00000081707	ENSDARG00000058775	protein_coding
ENSDART00000081711	ENSDARG00000058774	protein_coding
ENSDART00000081714	ENSDARG00000058799	protein_coding
ENSDART00000081718	ENSDARG00000058780	protein_coding
ENSDART00000081721	ENSDARG00000058782	protein_coding
ENSDART00000081741	ENSDARG00000058800	protein_coding
ENSDART00000081743	ENSDARG00000058803	protein_coding
ENSDART00000081746	ENSDARG00000058806	protein_coding
ENSDART00000081754	ENSDARG00000016721	protein_coding
ENSDART00000081759	ENSDARG00000058821	protein_coding
ENSDART00000081760	ENSDARG00000058815	protein_coding
ENSDART00000081761	ENSDARG00000058820	protein_coding
ENSDART00000081763	ENSDARG00000058818	protein_coding
ENSDART00000081765	ENSDARG00000058824	protein_coding
ENSDART00000081766	ENSDARG00000058819	protein_coding
ENSDART00000081769	ENSDARG00000058839	protein_coding
ENSDART00000081772	ENSDARG00000058839	protein_coding
ENSDART00000081774	ENSDARG00000058828	protein_coding
ENSDART00000081779	ENSDARG00000058830	protein_coding
ENSDART00000081781	ENSDARG00000058835	protein_coding
ENSDART00000081791	ENSDARG00000091624	protein_coding
ENSDART00000081794	ENSDARG00000075054	protein_coding
ENSDART00000081796	ENSDARG00000058848	protein_coding
ENSDART00000081797	ENSDARG00000058853	protein_coding
ENSDART00000081801	ENSDARG00000058861	protein_coding
ENSDART00000081802	ENSDARG00000058869	protein_coding
ENSDART00000081811	ENSDARG00000058857	protein_coding
ENSDART00000081819	ENSDARG00000058865	protein_coding
ENSDART00000081821	ENSDARG00000002483	protein_coding
ENSDART00000081823	ENSDARG00000058871	protein_coding
ENSDART00000081826	ENSDARG00000058885	protein_coding
ENSDART00000081827	ENSDARG00000007278	protein_coding
ENSDART00000081832	ENSDARG00000058873	protein_coding
ENSDART00000081833	ENSDARG00000058876	protein_coding
ENSDART00000081834	ENSDARG00000057035	protein_coding
ENSDART00000081835	ENSDARG00000037748	protein_coding
ENSDART00000081840	ENSDARG00000058880	protein_coding
ENSDART00000081851	ENSDARG00000018491	protein_coding
ENSDART00000081852	ENSDARG00000021855	protein_coding
ENSDART00000081859	ENSDARG00000006292	protein_coding
ENSDART00000081866	ENSDARG00000058906	protein_coding
ENSDART00000081870	ENSDARG00000091043	protein_coding
ENSDART00000081875	ENSDARG00000058917	protein_coding
ENSDART00000081878	ENSDARG00000058924	protein_coding
ENSDART00000081894	ENSDARG00000058958	protein_coding
ENSDART00000081896	ENSDARG00000058930	protein_coding
ENSDART00000081897	ENSDARG00000025168	protein_coding
ENSDART00000081899	ENSDARG00000025168	protein_coding
ENSDART00000081900	ENSDARG00000058937	protein_coding
ENSDART00000081909	ENSDARG00000058940	protein_coding
ENSDART00000081910	ENSDARG00000071680	protein_coding
ENSDART00000081917	ENSDARG00000058944	protein_coding
ENSDART00000081918	ENSDARG00000058945	protein_coding
ENSDART00000081922	ENSDARG00000058949	protein_coding
ENSDART00000081926	ENSDARG00000010023	protein_coding
ENSDART00000081940	ENSDARG00000058960	protein_coding
ENSDART00000081941	ENSDARG00000058964	protein_coding
ENSDART00000081945	ENSDARG00000058962	protein_coding
ENSDART00000081946	ENSDARG00000058966	protein_coding
ENSDART00000081951	ENSDARG00000000503	protein_coding
ENSDART00000081952	ENSDARG00000044601	protein_coding
ENSDART00000081954	ENSDARG00000058968	protein_coding
ENSDART00000081961	ENSDARG00000058978	protein_coding
ENSDART00000081969	ENSDARG00000058984	protein_coding
ENSDART00000081976	ENSDARG00000058993	protein_coding
ENSDART00000081978	ENSDARG00000058985	protein_coding
ENSDART00000081982	ENSDARG00000058988	protein_coding
ENSDART00000081983	ENSDARG00000058990	protein_coding
ENSDART00000081985	ENSDARG00000059001	protein_coding
ENSDART00000081989	ENSDARG00000058996	protein_coding
ENSDART00000081990	ENSDARG00000059003	protein_coding
ENSDART00000081993	ENSDARG00000058999	protein_coding
ENSDART00000081997	ENSDARG00000059020	protein_coding
ENSDART00000081999	ENSDARG00000059006	protein_coding
ENSDART00000082011	ENSDARG00000059015	protein_coding
ENSDART00000082012	ENSDARG00000029501	protein_coding
ENSDART00000082017	ENSDARG00000043031	protein_coding
ENSDART00000082025	ENSDARG00000059028	protein_coding
ENSDART00000082026	ENSDARG00000059029	protein_coding
ENSDART00000082034	ENSDARG00000059039	protein_coding
ENSDART00000082044	ENSDARG00000076358	protein_coding
ENSDART00000082046	ENSDARG00000059043	protein_coding
ENSDART00000082048	ENSDARG00000090310	protein_coding
ENSDART00000082049	ENSDARG00000059046	protein_coding
ENSDART00000082050	ENSDARG00000059049	protein_coding
ENSDART00000082060	ENSDARG00000078145	protein_coding
ENSDART00000082063	ENSDARG00000008287	protein_coding
ENSDART00000082065	ENSDARG00000059055	protein_coding
ENSDART00000082066	ENSDARG00000059057	protein_coding
ENSDART00000082067	ENSDARG00000059056	protein_coding
ENSDART00000082070	ENSDARG00000059064	protein_coding
ENSDART00000082071	ENSDARG00000014676	protein_coding
ENSDART00000082080	ENSDARG00000059067	protein_coding
ENSDART00000082082	ENSDARG00000059070	protein_coding
ENSDART00000082083	ENSDARG00000074146	protein_coding
ENSDART00000082085	ENSDARG00000059073	protein_coding
ENSDART00000082086	ENSDARG00000074146	protein_coding
ENSDART00000082087	ENSDARG00000059075	protein_coding
ENSDART00000082091	ENSDARG00000040683	protein_coding
ENSDART00000082093	ENSDARG00000059079	protein_coding
ENSDART00000082097	ENSDARG00000059081	protein_coding
ENSDART00000082099	ENSDARG00000043004	protein_coding
ENSDART00000082101	ENSDARG00000059083	protein_coding
ENSDART00000082110	ENSDARG00000059090	protein_coding
ENSDART00000082114	ENSDARG00000028659	protein_coding
ENSDART00000082121	ENSDARG00000014024	protein_coding
ENSDART00000082127	ENSDARG00000059116	protein_coding
ENSDART00000082133	ENSDARG00000059109	protein_coding
ENSDART00000082142	ENSDARG00000059121	protein_coding
ENSDART00000082143	ENSDARG00000059125	protein_coding
ENSDART00000082151	ENSDARG00000059128	protein_coding
ENSDART00000082153	ENSDARG00000042282	protein_coding
ENSDART00000082154	ENSDARG00000071241	protein_coding
ENSDART00000082155	ENSDARG00000003290	protein_coding
ENSDART00000082156	ENSDARG00000105267	protein_coding
ENSDART00000082157	ENSDARG00000059130	protein_coding
ENSDART00000082165	ENSDARG00000078328	protein_coding
ENSDART00000082169	ENSDARG00000059139	protein_coding
ENSDART00000082184	ENSDARG00000059150	protein_coding
ENSDART00000082193	ENSDARG00000044090	protein_coding
ENSDART00000082201	ENSDARG00000059166	protein_coding
ENSDART00000082203	ENSDARG00000059163	protein_coding
ENSDART00000082220	ENSDARG00000059173	protein_coding
ENSDART00000082222	ENSDARG00000059175	protein_coding
ENSDART00000082223	ENSDARG00000059177	protein_coding
ENSDART00000082235	ENSDARG00000043279	protein_coding
ENSDART00000082237	ENSDARG00000044102	protein_coding
ENSDART00000082242	ENSDARG00000020812	protein_coding
ENSDART00000082245	ENSDARG00000039687	protein_coding
ENSDART00000082251	ENSDARG00000059131	protein_coding
ENSDART00000082256	ENSDARG00000059212	protein_coding
ENSDART00000082260	ENSDARG00000059209	protein_coding
ENSDART00000082264	ENSDARG00000040309	protein_coding
ENSDART00000082265	ENSDARG00000059233	protein_coding
ENSDART00000082276	ENSDARG00000059233	protein_coding
ENSDART00000082283	ENSDARG00000059233	protein_coding
ENSDART00000082289	ENSDARG00000018618	protein_coding
ENSDART00000082294	ENSDARG00000059231	protein_coding
ENSDART00000082295	ENSDARG00000059235	protein_coding
ENSDART00000082296	ENSDARG00000059236	protein_coding
ENSDART00000082297	ENSDARG00000014005	protein_coding
ENSDART00000082300	ENSDARG00000040990	protein_coding
ENSDART00000082301	ENSDARG00000038814	protein_coding
ENSDART00000082304	ENSDARG00000039852	protein_coding
ENSDART00000082315	ENSDARG00000059244	protein_coding
ENSDART00000082319	ENSDARG00000059247	protein_coding
ENSDART00000082324	ENSDARG00000059252	protein_coding
ENSDART00000082325	ENSDARG00000045019	protein_coding
ENSDART00000082327	ENSDARG00000059259	protein_coding
ENSDART00000082329	ENSDARG00000059255	protein_coding
ENSDART00000082332	ENSDARG00000059256	protein_coding
ENSDART00000082333	ENSDARG00000059257	protein_coding
ENSDART00000082339	ENSDARG00000059263	protein_coding
ENSDART00000082344	ENSDARG00000059267	protein_coding
ENSDART00000082346	ENSDARG00000059279	protein_coding
ENSDART00000082353	ENSDARG00000008818	protein_coding
ENSDART00000082354	ENSDARG00000059274	protein_coding
ENSDART00000082355	ENSDARG00000059276	protein_coding
ENSDART00000082359	ENSDARG00000059280	protein_coding
ENSDART00000082362	ENSDARG00000059287	protein_coding
ENSDART00000082365	ENSDARG00000011890	protein_coding
ENSDART00000082368	ENSDARG00000059294	protein_coding
ENSDART00000082379	ENSDARG00000059298	protein_coding
ENSDART00000082383	ENSDARG00000025601	protein_coding
ENSDART00000082385	ENSDARG00000059308	protein_coding
ENSDART00000082388	ENSDARG00000059304	protein_coding
ENSDART00000082390	ENSDARG00000059305	protein_coding
ENSDART00000082404	ENSDARG00000059323	protein_coding
ENSDART00000082406	ENSDARG00000059315	protein_coding
ENSDART00000082411	ENSDARG00000059322	protein_coding
ENSDART00000082420	ENSDARG00000059327	protein_coding
ENSDART00000082422	ENSDARG00000059333	protein_coding
ENSDART00000082425	ENSDARG00000059327	protein_coding
ENSDART00000082434	ENSDARG00000059337	protein_coding
ENSDART00000082438	ENSDARG00000059340	protein_coding
ENSDART00000082441	ENSDARG00000076070	protein_coding
ENSDART00000082445	ENSDARG00000087393	protein_coding
ENSDART00000082447	ENSDARG00000059347	protein_coding
ENSDART00000082450	ENSDARG00000059349	protein_coding
ENSDART00000082454	ENSDARG00000059354	protein_coding
ENSDART00000082458	ENSDARG00000059357	protein_coding
ENSDART00000082464	ENSDARG00000089066	protein_coding
ENSDART00000082465	ENSDARG00000059361	protein_coding
ENSDART00000082466	ENSDARG00000059363	protein_coding
ENSDART00000082467	ENSDARG00000059362	protein_coding
ENSDART00000082471	ENSDARG00000059367	protein_coding
ENSDART00000082472	ENSDARG00000070339	protein_coding
ENSDART00000082474	ENSDARG00000059369	protein_coding
ENSDART00000082475	ENSDARG00000059370	protein_coding
ENSDART00000082478	ENSDARG00000070272	protein_coding
ENSDART00000082481	ENSDARG00000059373	protein_coding
ENSDART00000082496	ENSDARG00000059386	protein_coding
ENSDART00000082504	ENSDARG00000059398	protein_coding
ENSDART00000082509	ENSDARG00000059397	protein_coding
ENSDART00000082510	ENSDARG00000038414	protein_coding
ENSDART00000082511	ENSDARG00000059399	protein_coding
ENSDART00000082512	ENSDARG00000059400	protein_coding
ENSDART00000082517	ENSDARG00000059404	protein_coding
ENSDART00000082519	ENSDARG00000059406	protein_coding
ENSDART00000082522	ENSDARG00000059409	protein_coding
ENSDART00000082523	ENSDARG00000059411	protein_coding
ENSDART00000082526	ENSDARG00000059412	protein_coding
ENSDART00000082577	ENSDARG00000059423	protein_coding
ENSDART00000082578	ENSDARG00000013397	protein_coding
ENSDART00000082583	ENSDARG00000059424	protein_coding
ENSDART00000082603	ENSDARG00000059437	protein_coding
ENSDART00000082604	ENSDARG00000059438	protein_coding
ENSDART00000082614	ENSDARG00000059442	protein_coding
ENSDART00000082620	ENSDARG00000007370	protein_coding
ENSDART00000082622	ENSDARG00000059432	protein_coding
ENSDART00000082625	ENSDARG00000068065	protein_coding
ENSDART00000082647	ENSDARG00000076486	protein_coding
ENSDART00000082651	ENSDARG00000059455	protein_coding
ENSDART00000082664	ENSDARG00000059460	protein_coding
ENSDART00000082667	ENSDARG00000032617	protein_coding
ENSDART00000082679	ENSDARG00000075608	protein_coding
ENSDART00000082688	ENSDARG00000059466	protein_coding
ENSDART00000082697	ENSDARG00000075058	protein_coding
ENSDART00000082698	ENSDARG00000059473	protein_coding
ENSDART00000082715	ENSDARG00000059475	protein_coding
ENSDART00000082745	ENSDARG00000059485	protein_coding
ENSDART00000082757	ENSDARG00000059491	protein_coding
ENSDART00000082761	ENSDARG00000002912	protein_coding
ENSDART00000082773	ENSDARG00000059498	protein_coding
ENSDART00000082776	ENSDARG00000035122	protein_coding
ENSDART00000082780	ENSDARG00000059503	protein_coding
ENSDART00000082790	ENSDARG00000059507	protein_coding
ENSDART00000082797	ENSDARG00000059510	protein_coding
ENSDART00000082821	ENSDARG00000059523	protein_coding
ENSDART00000082830	ENSDARG00000059529	protein_coding
ENSDART00000082842	ENSDARG00000059534	protein_coding
ENSDART00000082872	ENSDARG00000059549	protein_coding
ENSDART00000082879	ENSDARG00000059553	protein_coding
ENSDART00000082896	ENSDARG00000059558	protein_coding
ENSDART00000082902	ENSDARG00000059557	protein_coding
ENSDART00000082920	ENSDARG00000059567	protein_coding
ENSDART00000082937	ENSDARG00000059574	protein_coding
ENSDART00000082940	ENSDARG00000059575	protein_coding
ENSDART00000082944	ENSDARG00000035706	protein_coding
ENSDART00000082952	ENSDARG00000059583	protein_coding
ENSDART00000082954	ENSDARG00000059581	protein_coding
ENSDART00000082955	ENSDARG00000059582	protein_coding
ENSDART00000082965	ENSDARG00000059587	protein_coding
ENSDART00000082983	ENSDARG00000059596	protein_coding
ENSDART00000083002	ENSDARG00000059601	protein_coding
ENSDART00000083010	ENSDARG00000055620	protein_coding
ENSDART00000083015	ENSDARG00000059606	protein_coding
ENSDART00000083024	ENSDARG00000059610	protein_coding
ENSDART00000083033	ENSDARG00000058606	protein_coding
ENSDART00000083038	ENSDARG00000059613	protein_coding
ENSDART00000083040	ENSDARG00000059616	protein_coding
ENSDART00000083063	ENSDARG00000019930	protein_coding
ENSDART00000083066	ENSDARG00000059629	protein_coding
ENSDART00000083070	ENSDARG00000059634	protein_coding
ENSDART00000083074	ENSDARG00000059636	protein_coding
ENSDART00000083079	ENSDARG00000078512	protein_coding
ENSDART00000083085	ENSDARG00000059642	protein_coding
ENSDART00000083108	ENSDARG00000059646	protein_coding
ENSDART00000083111	ENSDARG00000034473	protein_coding
ENSDART00000083126	ENSDARG00000059651	protein_coding
ENSDART00000083127	ENSDARG00000059653	protein_coding
ENSDART00000083134	ENSDARG00000059657	protein_coding
ENSDART00000083137	ENSDARG00000059658	protein_coding
ENSDART00000083189	ENSDARG00000059672	protein_coding
ENSDART00000083190	ENSDARG00000105159	protein_coding
ENSDART00000083212	ENSDARG00000059680	protein_coding
ENSDART00000083213	ENSDARG00000059682	protein_coding
ENSDART00000083229	ENSDARG00000059689	protein_coding
ENSDART00000083241	ENSDARG00000059690	protein_coding
ENSDART00000083255	ENSDARG00000059693	protein_coding
ENSDART00000083260	ENSDARG00000059695	protein_coding
ENSDART00000083267	ENSDARG00000059699	protein_coding
ENSDART00000083271	ENSDARG00000059700	protein_coding
ENSDART00000083281	ENSDARG00000052527	protein_coding
ENSDART00000083289	ENSDARG00000059705	protein_coding
ENSDART00000083294	ENSDARG00000059711	protein_coding
ENSDART00000083296	ENSDARG00000059707	protein_coding
ENSDART00000083305	ENSDARG00000059712	protein_coding
ENSDART00000083308	ENSDARG00000059738	protein_coding
ENSDART00000083314	ENSDARG00000005754	protein_coding
ENSDART00000083317	ENSDARG00000059714	protein_coding
ENSDART00000083340	ENSDARG00000059722	protein_coding
ENSDART00000083346	ENSDARG00000059725	protein_coding
ENSDART00000083350	ENSDARG00000002816	protein_coding
ENSDART00000083351	ENSDARG00000034211	protein_coding
ENSDART00000083359	ENSDARG00000059729	protein_coding
ENSDART00000083362	ENSDARG00000057890	protein_coding
ENSDART00000083367	ENSDARG00000037883	protein_coding
ENSDART00000083388	ENSDARG00000059743	protein_coding
ENSDART00000083389	ENSDARG00000059751	protein_coding
ENSDART00000083394	ENSDARG00000059747	protein_coding
ENSDART00000083395	ENSDARG00000059746	protein_coding
ENSDART00000083397	ENSDARG00000099920	protein_coding
ENSDART00000083407	ENSDARG00000046150	protein_coding
ENSDART00000083416	ENSDARG00000059763	protein_coding
ENSDART00000083421	ENSDARG00000058285	protein_coding
ENSDART00000083427	ENSDARG00000057352	protein_coding
ENSDART00000083431	ENSDARG00000059770	protein_coding
ENSDART00000083442	ENSDARG00000059773	protein_coding
ENSDART00000083449	ENSDARG00000059774	protein_coding
ENSDART00000083453	ENSDARG00000059775	protein_coding
ENSDART00000083467	ENSDARG00000059789	protein_coding
ENSDART00000083470	ENSDARG00000059781	protein_coding
ENSDART00000083473	ENSDARG00000059792	protein_coding
ENSDART00000083474	ENSDARG00000071678	protein_coding
ENSDART00000083499	ENSDARG00000059794	protein_coding
ENSDART00000083513	ENSDARG00000059806	protein_coding
ENSDART00000083514	ENSDARG00000059798	protein_coding
ENSDART00000083515	ENSDARG00000059801	protein_coding
ENSDART00000083532	ENSDARG00000059805	protein_coding
ENSDART00000083534	ENSDARG00000052747	protein_coding
ENSDART00000083539	ENSDARG00000079716	protein_coding
ENSDART00000083555	ENSDARG00000059812	protein_coding
ENSDART00000083558	ENSDARG00000059811	protein_coding
ENSDART00000083561	ENSDARG00000059817	protein_coding
ENSDART00000083567	ENSDARG00000076027	protein_coding
ENSDART00000083569	ENSDARG00000059815	protein_coding
ENSDART00000083571	ENSDARG00000059838	protein_coding
ENSDART00000083572	ENSDARG00000059816	protein_coding
ENSDART00000083574	ENSDARG00000076357	protein_coding
ENSDART00000083582	ENSDARG00000059824	protein_coding
ENSDART00000083593	ENSDARG00000074989	protein_coding
ENSDART00000083605	ENSDARG00000075333	protein_coding
ENSDART00000083622	ENSDARG00000074321	protein_coding
ENSDART00000083628	ENSDARG00000059836	protein_coding
ENSDART00000083633	ENSDARG00000059841	protein_coding
ENSDART00000083641	ENSDARG00000059843	protein_coding
ENSDART00000083644	ENSDARG00000059846	protein_coding
ENSDART00000083654	ENSDARG00000052633	protein_coding
ENSDART00000083656	ENSDARG00000052897	protein_coding
ENSDART00000083665	ENSDARG00000059855	protein_coding
ENSDART00000083668	ENSDARG00000059853	protein_coding
ENSDART00000083670	ENSDARG00000059854	protein_coding
ENSDART00000083679	ENSDARG00000101618	protein_coding
ENSDART00000083684	ENSDARG00000059858	protein_coding
ENSDART00000083685	ENSDARG00000059856	protein_coding
ENSDART00000083690	ENSDARG00000059857	protein_coding
ENSDART00000083710	ENSDARG00000059866	protein_coding
ENSDART00000083713	ENSDARG00000059870	protein_coding
ENSDART00000083719	ENSDARG00000059871	protein_coding
ENSDART00000083731	ENSDARG00000059883	protein_coding
ENSDART00000083736	ENSDARG00000053535	protein_coding
ENSDART00000083760	ENSDARG00000059885	protein_coding
ENSDART00000083777	ENSDARG00000059888	protein_coding
ENSDART00000083778	ENSDARG00000059887	protein_coding
ENSDART00000083784	ENSDARG00000079623	protein_coding
ENSDART00000083788	ENSDARG00000059891	protein_coding
ENSDART00000083790	ENSDARG00000059897	protein_coding
ENSDART00000083793	ENSDARG00000059890	protein_coding
ENSDART00000083797	ENSDARG00000043627	protein_coding
ENSDART00000083804	ENSDARG00000068460	protein_coding
ENSDART00000083807	ENSDARG00000074337	protein_coding
ENSDART00000083820	ENSDARG00000059902	protein_coding
ENSDART00000083823	ENSDARG00000059899	protein_coding
ENSDART00000083827	ENSDARG00000059903	protein_coding
ENSDART00000083830	ENSDARG00000059906	protein_coding
ENSDART00000083833	ENSDARG00000059911	protein_coding
ENSDART00000083836	ENSDARG00000059908	protein_coding
ENSDART00000083850	ENSDARG00000059914	protein_coding
ENSDART00000083857	ENSDARG00000059917	protein_coding
ENSDART00000083862	ENSDARG00000031761	protein_coding
ENSDART00000083874	ENSDARG00000070371	protein_coding
ENSDART00000083876	ENSDARG00000059923	protein_coding
ENSDART00000083880	ENSDARG00000059931	protein_coding
ENSDART00000083883	ENSDARG00000059936	protein_coding
ENSDART00000083890	ENSDARG00000059925	protein_coding
ENSDART00000083898	ENSDARG00000059933	protein_coding
ENSDART00000083906	ENSDARG00000059939	protein_coding
ENSDART00000083908	ENSDARG00000059939	protein_coding
ENSDART00000083919	ENSDARG00000059945	protein_coding
ENSDART00000083928	ENSDARG00000059944	protein_coding
ENSDART00000083929	ENSDARG00000059950	protein_coding
ENSDART00000083937	ENSDARG00000059963	protein_coding
ENSDART00000083946	ENSDARG00000059951	protein_coding
ENSDART00000083947	ENSDARG00000059956	protein_coding
ENSDART00000083957	ENSDARG00000059965	protein_coding
ENSDART00000083967	ENSDARG00000059961	protein_coding
ENSDART00000083976	ENSDARG00000057679	protein_coding
ENSDART00000083999	ENSDARG00000059972	protein_coding
ENSDART00000084007	ENSDARG00000062902	protein_coding
ENSDART00000084009	ENSDARG00000059983	protein_coding
ENSDART00000084011	ENSDARG00000059978	protein_coding
ENSDART00000084014	ENSDARG00000077736	protein_coding
ENSDART00000084024	ENSDARG00000059997	protein_coding
ENSDART00000084035	ENSDARG00000052894	protein_coding
ENSDART00000084055	ENSDARG00000060004	protein_coding
ENSDART00000084061	ENSDARG00000060006	protein_coding
ENSDART00000084069	ENSDARG00000060010	protein_coding
ENSDART00000084070	ENSDARG00000068562	protein_coding
ENSDART00000084076	ENSDARG00000060001	protein_coding
ENSDART00000084081	ENSDARG00000060002	protein_coding
ENSDART00000084090	ENSDARG00000060023	protein_coding
ENSDART00000084093	ENSDARG00000060023	protein_coding
ENSDART00000084102	ENSDARG00000060008	protein_coding
ENSDART00000084104	ENSDARG00000060007	protein_coding
ENSDART00000084112	ENSDARG00000060012	protein_coding
ENSDART00000084114	ENSDARG00000060016	protein_coding
ENSDART00000084119	ENSDARG00000060018	protein_coding
ENSDART00000084131	ENSDARG00000060029	protein_coding
ENSDART00000084145	ENSDARG00000060024	protein_coding
ENSDART00000084153	ENSDARG00000060027	protein_coding
ENSDART00000084179	ENSDARG00000060035	protein_coding
ENSDART00000084184	ENSDARG00000060036	protein_coding
ENSDART00000084186	ENSDARG00000060034	protein_coding
ENSDART00000084218	ENSDARG00000060049	protein_coding
ENSDART00000084223	ENSDARG00000060054	protein_coding
ENSDART00000084237	ENSDARG00000060051	protein_coding
ENSDART00000084238	ENSDARG00000060053	protein_coding
ENSDART00000084264	ENSDARG00000058392	protein_coding
ENSDART00000084266	ENSDARG00000060070	protein_coding
ENSDART00000084268	ENSDARG00000060068	protein_coding
ENSDART00000084278	ENSDARG00000060069	protein_coding
ENSDART00000084282	ENSDARG00000060071	protein_coding
ENSDART00000084284	ENSDARG00000060072	protein_coding
ENSDART00000084303	ENSDARG00000060085	protein_coding
ENSDART00000084305	ENSDARG00000060081	protein_coding
ENSDART00000084321	ENSDARG00000056986	protein_coding
ENSDART00000084327	ENSDARG00000060089	protein_coding
ENSDART00000084334	ENSDARG00000060094	protein_coding
ENSDART00000084348	ENSDARG00000060101	protein_coding
ENSDART00000084353	ENSDARG00000060096	protein_coding
ENSDART00000084354	ENSDARG00000060103	protein_coding
ENSDART00000084355	ENSDARG00000060092	protein_coding
ENSDART00000084370	ENSDARG00000060102	protein_coding
ENSDART00000084373	ENSDARG00000076496	protein_coding
ENSDART00000084378	ENSDARG00000060106	protein_coding
ENSDART00000084380	ENSDARG00000060109	protein_coding
ENSDART00000084381	ENSDARG00000060112	protein_coding
ENSDART00000084389	ENSDARG00000060115	protein_coding
ENSDART00000084411	ENSDARG00000060127	protein_coding
ENSDART00000084416	ENSDARG00000060149	protein_coding
ENSDART00000084417	ENSDARG00000060124	protein_coding
ENSDART00000084432	ENSDARG00000060130	protein_coding
ENSDART00000084439	ENSDARG00000005648	protein_coding
ENSDART00000084448	ENSDARG00000060150	protein_coding
ENSDART00000084454	ENSDARG00000086034	protein_coding
ENSDART00000084457	ENSDARG00000060148	protein_coding
ENSDART00000084464	ENSDARG00000060152	protein_coding
ENSDART00000084474	ENSDARG00000060168	protein_coding
ENSDART00000084477	ENSDARG00000059987	protein_coding
ENSDART00000084503	ENSDARG00000060176	protein_coding
ENSDART00000084512	ENSDARG00000060184	protein_coding
ENSDART00000084517	ENSDARG00000060177	protein_coding
ENSDART00000084528	ENSDARG00000060197	protein_coding
ENSDART00000084530	ENSDARG00000079440	protein_coding
ENSDART00000084549	ENSDARG00000060192	protein_coding
ENSDART00000084557	ENSDARG00000060196	protein_coding
ENSDART00000084559	ENSDARG00000060200	protein_coding
ENSDART00000084570	ENSDARG00000060199	protein_coding
ENSDART00000084597	ENSDARG00000060210	protein_coding
ENSDART00000084598	ENSDARG00000070097	protein_coding
ENSDART00000084600	ENSDARG00000058327	protein_coding
ENSDART00000084610	ENSDARG00000060215	protein_coding
ENSDART00000084631	ENSDARG00000060222	protein_coding
ENSDART00000084639	ENSDARG00000060222	protein_coding
ENSDART00000084642	ENSDARG00000023117	protein_coding
ENSDART00000084664	ENSDARG00000078942	protein_coding
ENSDART00000084665	ENSDARG00000060236	protein_coding
ENSDART00000084667	ENSDARG00000060235	protein_coding
ENSDART00000084668	ENSDARG00000060243	protein_coding
ENSDART00000084675	ENSDARG00000060249	protein_coding
ENSDART00000084691	ENSDARG00000060248	protein_coding
ENSDART00000084714	ENSDARG00000060257	protein_coding
ENSDART00000084715	ENSDARG00000060256	protein_coding
ENSDART00000084729	ENSDARG00000060263	protein_coding
ENSDART00000084730	ENSDARG00000060259	protein_coding
ENSDART00000084735	ENSDARG00000060264	protein_coding
ENSDART00000084738	ENSDARG00000060265	protein_coding
ENSDART00000084745	ENSDARG00000005861	protein_coding
ENSDART00000084771	ENSDARG00000060280	protein_coding
ENSDART00000084780	ENSDARG00000060282	protein_coding
ENSDART00000084792	ENSDARG00000060288	protein_coding
ENSDART00000084803	ENSDARG00000006849	protein_coding
ENSDART00000084806	ENSDARG00000060303	protein_coding
ENSDART00000084819	ENSDARG00000060297	protein_coding
ENSDART00000084834	ENSDARG00000060309	protein_coding
ENSDART00000084839	ENSDARG00000077573	protein_coding
ENSDART00000084841	ENSDARG00000077573	protein_coding
ENSDART00000084859	ENSDARG00000060315	protein_coding
ENSDART00000084861	ENSDARG00000060316	protein_coding
ENSDART00000084867	ENSDARG00000060320	protein_coding
ENSDART00000084868	ENSDARG00000060319	protein_coding
ENSDART00000084871	ENSDARG00000060325	protein_coding
ENSDART00000084876	ENSDARG00000060322	protein_coding
ENSDART00000084890	ENSDARG00000060330	protein_coding
ENSDART00000084891	ENSDARG00000005479	protein_coding
ENSDART00000084914	ENSDARG00000060338	protein_coding
ENSDART00000084917	ENSDARG00000060366	protein_coding
ENSDART00000084929	ENSDARG00000060340	protein_coding
ENSDART00000084932	ENSDARG00000060348	protein_coding
ENSDART00000084938	ENSDARG00000060345	protein_coding
ENSDART00000084952	ENSDARG00000060349	protein_coding
ENSDART00000084958	ENSDARG00000060354	protein_coding
ENSDART00000084965	ENSDARG00000060361	protein_coding
ENSDART00000085009	ENSDARG00000060380	protein_coding
ENSDART00000085021	ENSDARG00000060383	protein_coding
ENSDART00000085031	ENSDARG00000060392	protein_coding
ENSDART00000085037	ENSDARG00000060410	protein_coding
ENSDART00000085039	ENSDARG00000060390	protein_coding
ENSDART00000085046	ENSDARG00000060395	protein_coding
ENSDART00000085051	ENSDARG00000060397	protein_coding
ENSDART00000085054	ENSDARG00000060394	protein_coding
ENSDART00000085061	ENSDARG00000060398	protein_coding
ENSDART00000085071	ENSDARG00000060400	protein_coding
ENSDART00000085086	ENSDARG00000060415	protein_coding
ENSDART00000085087	ENSDARG00000060411	protein_coding
ENSDART00000085090	ENSDARG00000060413	protein_coding
ENSDART00000085121	ENSDARG00000060452	protein_coding
